"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"441454"	"facility"	"agriculture"	"echo_VA0054381"	"DGIF - MARION STATE FISH HATCHERY"	"active"	"1910 HATCHERY DRIVE"	""	"MARION"	""	""	""	"6115"	"1"	""	""	""	""	""	"439994"	""	""	"POINT (-81.47707 36.824034)"	"POINT (-81.47707 36.824034)"
"441455"	"facility"	"unknown"	"echo_VA0054453"	"NEW MARKET POULTRY LLC"	"active"	"145 E OLD CROSS RD"	""	"NEW MARKET"	""	""	""	"6115"	"1"	""	""	""	""	""	"439995"	""	""	"POINT (-78.67038 38.647152)"	"POINT (-78.67038 38.647152)"
"441456"	"facility"	"industrial"	"echo_VA0054577"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"active"	"1070 OIL TERMINAL RD"	""	"MONTVALE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439996"	""	""	"POINT (-79.733185 37.383467)"	"POINT (-79.733185 37.383467)"
"441457"	"facility"	"unknown"	"echo_VA0054623"	"CITGO PETROLEUM CORPORATION - CHESAPEAKE TERMINAL"	"inactive"	"110 FREEMAN AVE"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439997"	""	""	"POINT (-76.29809 36.78654)"	"POINT (-76.29809 36.78654)"
"441458"	"facility"	"manufacturing"	"echo_VA0054780"	"RADFORD CITY - WATER TREATMENT PLANT"	"active"	"20 FOREST AVE"	""	"RADFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"439998"	""	""	"POINT (-80.591726 37.126793)"	"POINT (-80.591726 37.126793)"
"441459"	"facility"	"unknown"	"echo_VA0054828"	"NORFOLK OIL TRANSIT INCORPORATED"	"inactive"	"500 ORAPAX ST"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439999"	""	""	"POINT (-76.3147 36.8681)"	"POINT (-76.3147 36.8681)"
"441460"	"facility"	"unknown"	"echo_VA0055000"	"CROZET WTP"	"inactive"	"4673 THREE NOTCHED ROAD"	""	"CROZET"	""	""	""	"6115"	"1"	""	""	""	""	""	"440000"	""	""	"POINT (-78.659722 38.068333)"	"POINT (-78.659722 38.068333)"
"441461"	"facility"	"unknown"	"echo_VA0055018"	"SCOTTSVILLE WTP"	"inactive"	"663 JAMES RIVER RD"	""	"SCOTTSVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440001"	""	""	"POINT (-78.51672 37.79162)"	"POINT (-78.51672 37.79162)"
"441462"	"facility"	"industrial"	"echo_VA0055328"	"MAGELLAN TERMINALS HOLDINGS LP - MONTVALE TERMINAL"	"active"	"11851 W LYNCHBURG SALEM TPKE"	""	"MONTVALE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440002"	""	""	"POINT (-79.69729 37.369982)"	"POINT (-79.69729 37.369982)"
"441463"	"facility"	"unknown"	"echo_VA0055409"	"IMTT - VIRGINIA LLC - RICHMOND"	"active"	"5500 OLD OSBORNE TPKE"	""	"RICHMOND"	""	""	""	"6115"	"1"	""	""	""	""	""	"440003"	""	""	"POINT (-77.41392 37.50949)"	"POINT (-77.41392 37.50949)"
"441464"	"facility"	"unknown"	"echo_VA0055832"	"BKEP MATERIALS LLC - NEWPORT N"	"inactive"	"801 TERMINAL AVE"	""	"NEWPORT NEWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440004"	""	""	"POINT (-76.41731 36.9698)"	"POINT (-76.41731 36.9698)"
"441465"	"facility"	"unknown"	"echo_VA0056138"	"IMTT-VIRGINIA LLC - CHESAPEAKE TERMINAL"	"inactive"	"2801 S MILITARY HWY"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440005"	""	""	"POINT (-76.309593 36.774879)"	"POINT (-76.309593 36.774879)"
"441466"	"facility"	"manufacturing"	"echo_VA0056537"	"CITY OF WILLIAMSBURG WATER FILTER PLANT"	"active"	"618 WALLER MILL ROAD"	""	"WILLIAMSBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440006"	""	""	"POINT (-76.70626 37.30192)"	"POINT (-76.70626 37.30192)"
"441467"	"facility"	"industrial"	"echo_VA0057142"	"KINDER MORGAN BULK TERMINALS - PIER IX"	"inactive"	"1900 HARBOR ACCESS RD"	""	"NEWPORT NEWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440007"	""	""	"POINT (-76.42834 36.96979)"	"POINT (-76.42834 36.96979)"
"441468"	"facility"	"unknown"	"echo_VA0057380"	"QUARLES PETROLEUM - NEWINGTON"	"inactive"	"8219 TERMINAL RD"	""	"NEWINGTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440008"	""	""	"POINT (-77.19288 38.73129)"	"POINT (-77.19288 38.73129)"
"441469"	"facility"	"manufacturing"	"echo_VA0057487"	"STAFFORD COUNTY - ABEL LAKE WATER TREATMENT PLANT"	"active"	"121 MOOREWOOD DR"	""	"FALMOUTH"	""	""	""	"6115"	"1"	""	""	""	""	""	"440009"	""	""	"POINT (-77.4824 38.38819)"	"POINT (-77.4824 38.38819)"
"441470"	"facility"	"unknown"	"echo_VA0057541"	"PRAXAIR INCORPORATED"	"inactive"	"3201 COMMANDER SHEPARD BLVD"	""	"HAMPTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440010"	""	""	"POINT (-76.38513 37.0896)"	"POINT (-76.38513 37.0896)"
"441471"	"facility"	"unknown"	"echo_VA0057576"	"DOMINION TERMINAL ASSOCIATES LLP"	"active"	"600 HARBOR RD - PIER 11"	""	"NEWPORT NEWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440011"	""	""	"POINT (-76.415479 36.966822)"	"POINT (-76.415479 36.966822)"
"441472"	"facility"	"unknown"	"echo_VA0057606"	"OMOHUNDRO WELL WTP"	"inactive"	"14353 WEST RIVER RD FORK UNION"	""	"PALMYRA"	""	""	""	"6115"	"1"	""	""	""	""	""	"440012"	""	""	"POINT (-78.294167 37.7725)"	"POINT (-78.294167 37.7725)"
"441473"	"facility"	"industrial"	"echo_VA0058041"	"VULCAN CONSTRUCTION MATERIALS"	"inactive"	"11460 STAPLES MILL RD"	""	"GLEN ALLEN"	""	""	""	"6115"	"1"	""	""	""	""	""	"440013"	""	""	"POINT (-77.541995 37.685285)"	"POINT (-77.541995 37.685285)"
"441474"	"facility"	"unknown"	"echo_VA0058050"	"BUCKINGHAM COUNTY WTP"	"inactive"	"SR 631"	""	"BUCKINGHAM"	""	""	""	"6115"	"1"	""	""	""	""	""	"440014"	""	""	"POINT (-78.5308 37.5698)"	"POINT (-78.5308 37.5698)"
"441475"	"facility"	"unknown"	"echo_VA0058254"	"BASF CORPORATION - SUFFOLK"	"inactive"	"2301 WILROY RD"	""	"SUFFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"440015"	""	""	"POINT (-76.54321 36.77736)"	"POINT (-76.54321 36.77736)"
"441476"	"facility"	"industrial"	"echo_VA0058378"	"KINDER MORGAN SOUTHEAST TERMINALS LLC - RICHMOND 2"	"active"	"4110 DEEPWATER TERMINAL RD"	""	"RICHMOND"	""	""	""	"6115"	"1"	""	""	""	""	""	"440016"	""	""	"POINT (-77.42737 37.46949)"	"POINT (-77.42737 37.46949)"
"441477"	"facility"	"unknown"	"echo_VA0058424"	"AUSTINVILLE LIMESTONE COMPANY INCORPORATED"	"active"	"223 NEWTOWN CHURCH RD"	""	"AUSTINVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440017"	""	""	"POINT (-80.917276 36.848675)"	"POINT (-80.917276 36.848675)"
"441478"	"facility"	"industrial"	"echo_VA0058572"	"ZENITH ENERGY TERMINALS HOLDINGS LLC"	"inactive"	"801 BUTT ST"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440018"	""	""	"POINT (-76.284722 36.820278)"	"POINT (-76.284722 36.820278)"
"441479"	"facility"	"unknown"	"echo_VA0058599"	"BERRYVILLE WTP"	"inactive"	"2970 SPRINGSBURY RD"	""	"BERRYVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440019"	""	""	"POINT (-77.984167 39.1025)"	"POINT (-77.984167 39.1025)"
"441480"	"facility"	"unknown"	"echo_VA0058611"	"HANOVER COUNTY DPU STRAWHORN S"	"inactive"	"6507 STRAWBANK DR"	""	"HANOVER"	""	""	""	"6115"	"1"	""	""	""	""	""	"440020"	""	""	"POINT (-77.33559 37.64806)"	"POINT (-77.33559 37.64806)"
"441481"	"facility"	"unknown"	"echo_VA0058785"	"WISE CNTY PSA - WISE COUNTY RE"	"inactive"	"3055 CARFAX RD"	""	"COEBURN"	""	""	""	"6115"	"1"	""	""	""	""	""	"440021"	""	""	"POINT (-82.37377 36.90398)"	"POINT (-82.37377 36.90398)"
"441482"	"facility"	"manufacturing"	"echo_VA0058793"	"WARRENTON TOWN WATER TREATMENT PLANT"	"inactive"	"7240 BLACKWELL RD"	""	"WARRENTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440022"	""	""	"POINT (-77.790131 38.737652)"	"POINT (-77.790131 38.737652)"
"441483"	"facility"	"manufacturing"	"echo_VA0058891"	"NORTHEAST CREEK WATER TREATMENT PLANT"	"inactive"	"3380 JEFFERSON HIGHWAY"	""	"LOUISA"	""	""	""	"6115"	"1"	""	""	""	""	""	"440023"	""	""	"POINT (-77.94033 37.9786)"	"POINT (-77.94033 37.9786)"
"441484"	"facility"	"unknown"	"echo_VA0059056"	"ATLANTIC POLE-VIRGINIA LLC"	"inactive"	"21366 GENERAL THOMAS HWY"	""	"NEWSOMS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440024"	""	""	"POINT (-77.1421 36.62212)"	"POINT (-77.1421 36.62212)"
"441485"	"facility"	"industrial"	"echo_VA0059072"	"GEORGIA PACIFIC WOOD PRODUCTS LLC - SKIPPERS"	"active"	"234 FOREST RD"	""	"SKIPPERS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440025"	""	""	"POINT (-77.524872 36.548931)"	"POINT (-77.524872 36.548931)"
"441486"	"facility"	"agriculture"	"echo_VA0059137"	"DGIF - WYTHEVILLE FISH CULTURA"	"active"	"1260 RED HOLLOW RD"	""	"MAX MEADOWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440026"	""	""	"POINT (-80.9003 36.93081)"	"POINT (-80.9003 36.93081)"
"441487"	"facility"	"unknown"	"echo_VA0059145"	"CULPEPER WOOD PRESERVERS - CULPEPER"	"inactive"	"15487 BRAGGS CORNER RD"	""	"CULPEPER"	""	""	""	"6115"	"1"	""	""	""	""	""	"440027"	""	""	"POINT (-77.96 38.483331)"	"POINT (-77.96 38.483331)"
"441488"	"facility"	"unknown"	"echo_VA0059161"	"US ARMY GARRISON AND FORT LEE"	"active"	"825 19TH ST"	""	"FORT LEE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440028"	""	""	"POINT (-77.34 37.24)"	"POINT (-77.34 37.24)"
"441489"	"facility"	"wwtp"	"echo_VA0059170"	"THE APPLE HOUSE WWTP"	"active"	"4675 JOHN MARSHALL HWY"	""	"LINDEN"	""	""	""	"6115"	"1"	""	""	""	""	""	"440029"	""	""	"POINT (-78.101667 38.914167)"	"POINT (-78.101667 38.914167)"
"441490"	"facility"	"wwtp"	"echo_VA0060194"	"PROCTORS CREEK WWTP"	"active"	"1200 COXENDALE RD"	""	"CHESTER"	""	""	""	"6115"	"1"	""	""	""	""	""	"440030"	""	""	"POINT (-77.378036 37.381453)"	"POINT (-77.378036 37.381453)"
"441491"	"facility"	"public water supply"	"echo_VA0060275"	"BREAKS INTERSTATE PARK CAMP NO 3 STP"	"active"	"STATE RTE 80"	""	"BREAKS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440031"	""	""	"POINT (-82.280087 37.294387)"	"POINT (-82.280087 37.294387)"
"441492"	"facility"	"unknown"	"echo_VA0060321"	"PULASKI MOTEL"	"inactive"	"3063 POSSUM HOLLOW RD"	""	"PULASKI"	""	""	""	"6115"	"1"	""	""	""	""	""	"440032"	""	""	"POINT (-80.729108 37.021653)"	"POINT (-80.729108 37.021653)"
"441493"	"facility"	"commercial"	"echo_VA0060330"	"UNIONVILLE ELEMENTARY SCHOOL"	"active"	"10285 ZACHARY TAYLOR HWY"	""	"UNIONVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440033"	""	""	"POINT (-77.955656 38.260196)"	"POINT (-77.955656 38.260196)"
"441494"	"facility"	"commercial"	"echo_VA0060348"	"HARTWOOD ELEMENTARY SCHOOL"	"active"	"14 SHACKELFORD WELL RD"	""	"HARTWOOD"	""	""	""	"6115"	"1"	""	""	""	""	""	"440034"	""	""	"POINT (-77.560833 38.400277)"	"POINT (-77.560833 38.400277)"
"441495"	"facility"	"manufacturing"	"echo_VA0060364"	"FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT"	"active"	"RT 220 N"	""	"FINCASTLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440035"	""	""	"POINT (-79.879444 37.516667)"	"POINT (-79.879444 37.516667)"
"441496"	"facility"	"wwtp"	"echo_VA0060402"	"MCKENNEY WWTP"	"inactive"	"ROUTE 1010 EXTENSION"	""	"MCKENNEY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440036"	""	""	"POINT (-77.740472 36.980972)"	"POINT (-77.740472 36.980972)"
"441497"	"facility"	"commercial"	"echo_VA0060429"	"FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT"	"active"	"STATE ROUTE 615"	""	"RAPPAHANNOCK ACADEMY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440037"	""	""	"POINT (-77.26506 38.24824)"	"POINT (-77.26506 38.24824)"
"441498"	"facility"	"unknown"	"echo_VA0060445"	"HENRY COUNTY PUBLIC SA - PIEDMONT ESTATES LAGOON"	"active"	"279 FALCON RD"	""	"AXTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440038"	""	""	"POINT (-79.713784 36.678685)"	"POINT (-79.713784 36.678685)"
"441499"	"facility"	"manufacturing"	"echo_VA0060500"	"WATERFORD SEWAGE TREATMENT PLANT"	"active"	"40024 OLD WHEATLAND RD"	""	"WATERFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"440039"	""	""	"POINT (-77.61685 39.19063)"	"POINT (-77.61685 39.19063)"
"441500"	"facility"	"commercial"	"echo_VA0060526"	"VDOC - ST BRIDES CORRECTIONAL CENTER"	"active"	"701 SANDERSON RD"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440040"	""	""	"POINT (-76.18467 36.61538)"	"POINT (-76.18467 36.61538)"
"441501"	"facility"	"commercial"	"echo_VA0060569"	"WINDMILL POINT RESORT AND YACHT HARBOR"	"active"	"56 WINDJAMMER LN"	""	"WHITE STONE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440041"	""	""	"POINT (-76.2923 37.61682)"	"POINT (-76.2923 37.61682)"
"441502"	"facility"	"commercial"	"echo_VA0060585"	"CHARLES CITY ADMINISTRATION BUILDING"	"active"	"10910 COURTHOUSE RD"	""	"CHARLES CITY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440042"	""	""	"POINT (-77.07574 37.34091)"	"POINT (-77.07574 37.34091)"
"441503"	"facility"	"unknown"	"echo_VA0060593"	"DANVILLE CITY - NORTHSIDE"	"active"	"229 NORTHSIDE DR"	""	"DANVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440043"	""	""	"POINT (-79.360352 36.564695)"	"POINT (-79.360352 36.564695)"
"441504"	"facility"	"wwtp"	"echo_VA0060640"	"NORTH RIVER WWTF"	"active"	"856 N RIVER RD"	""	"MOUNT CRAWFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"440044"	""	""	"POINT (-78.92986 38.343547)"	"POINT (-78.92986 38.343547)"
"441505"	"facility"	"unknown"	"echo_VA0060712"	"REEDVILLE SANITARY DISTRICT"	"active"	"152 MENHADEN RD"	""	"REEDVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440045"	""	""	"POINT (-76.270039 37.831402)"	"POINT (-76.270039 37.831402)"
"441506"	"facility"	"commercial"	"echo_VA0060763"	"SW VIRGINIA TRAINING CENTER ST"	"inactive"	"160 TRAINING CENTER RD"	""	"HILLSVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440046"	""	""	"POINT (-80.7955 36.74248)"	"POINT (-80.7955 36.74248)"
"441507"	"facility"	"public water supply"	"echo_VA0060798"	"APPALACHIA ELEMENTARY SCHOOL STP"	"active"	"3965 KENT JUNCTION RD"	""	"APPALACHIA"	""	""	""	"6115"	"1"	""	""	""	""	""	"440047"	""	""	"POINT (-82.746412 36.924156)"	"POINT (-82.746412 36.924156)"
"441508"	"facility"	"unknown"	"echo_VA0060844"	"BLACKSBURG VPI SANITATION AUTH - LOWER STROUBLES"	"active"	"5277 PRICES FORK RD"	""	"BLACKSBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440048"	""	""	"POINT (-80.519444 37.191389)"	"POINT (-80.519444 37.191389)"
"441509"	"facility"	"unknown"	"echo_VA0060879"	"RAPIDAN BAPTIST CAMP AND CONFERENCE CENTER"	"active"	"177 BAPTIST CAMP DR"	""	"ROCHELLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440049"	""	""	"POINT (-78.30003 38.28285)"	"POINT (-78.30003 38.28285)"
"441510"	"facility"	"wwtp"	"echo_VA0060887"	"LAKE LAND OR WASTEWATER TREATMENT PLANT"	"active"	"200 KENT DR"	""	"RUTHER GLEN"	""	""	""	"6115"	"1"	""	""	""	""	""	"440050"	""	""	"POINT (-77.552238 38.008816)"	"POINT (-77.552238 38.008816)"
"441511"	"facility"	"unknown"	"echo_VA0060909"	"DARE TO CARE CHARITIES INC"	"inactive"	"1029 APPLE BUTTER LANE"	""	"BLUE RIDGE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440051"	""	""	"POINT (-79.73605 37.4164)"	"POINT (-79.73605 37.4164)"
"441512"	"facility"	"public water supply"	"echo_VA0060917"	"CAMP SHENANDOAH STP"	"inactive"	"222 BOY SCOUT LN"	""	"SWOOPE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440052"	""	""	"POINT (-79.22907 38.1348)"	"POINT (-79.22907 38.1348)"
"441513"	"facility"	"wwtp"	"echo_VA0060968"	"AQUIA WASTEWATER TREATMENT PLANT"	"active"	"75 COAL LANDING RD"	""	"STAFFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"440053"	""	""	"POINT (-77.39547 38.44636)"	"POINT (-77.39547 38.44636)"
"441514"	"facility"	"public water supply"	"echo_VA0061042"	"BENNIES MOBILE HOME PARK SEWAGE TREATMENT PLANT"	"active"	"6080 CAMPBELL HIGHWAY"	""	"LYNCHBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440054"	""	""	"POINT (-79.110052 37.359376)"	"POINT (-79.110052 37.359376)"
"441515"	"facility"	"commercial"	"echo_VA0061158"	"NOTTOWAY COUNTY SCHOOLS NOTTOWAY HIGH"	"active"	"STATE HIGHWAY 460 W"	""	"NOTTOWAY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440055"	""	""	"POINT (-78.065278 37.120833)"	"POINT (-78.065278 37.120833)"
"441516"	"facility"	"public water supply"	"echo_VA0061247"	"GLADSTONE STP"	"active"	"1168 GLADSTONE RD"	""	"GLADSTONE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440056"	""	""	"POINT (-78.846389 37.543889)"	"POINT (-78.846389 37.543889)"
"441517"	"facility"	"unknown"	"echo_VA0061280"	"VICA"	"active"	"14001 JAMES MONROE HWY"	""	"LUCKETTS"	""	""	""	"6115"	"1"	""	""	""	""	""	"440057"	""	""	"POINT (-77.533625 39.228207)"	"POINT (-77.533625 39.228207)"
"441518"	"facility"	"commercial"	"echo_VA0061298"	"JOHN J WRIGHT EDUCATIONAL AND CULTURAL CENTER"	"active"	"7565 COURTHOUSE RD"	""	"SPOTSYLVANIA"	""	""	""	"6115"	"1"	""	""	""	""	""	"440058"	""	""	"POINT (-77.59986 38.15596)"	"POINT (-77.59986 38.15596)"
"441519"	"facility"	"commercial"	"echo_VA0061301"	"BERKELEY ELEMENTARY SCHOOL"	"active"	"5979 PARTLOW RD"	""	"PARTLOW"	""	""	""	"6115"	"1"	""	""	""	""	""	"440059"	""	""	"POINT (-77.61785 38.12132)"	"POINT (-77.61785 38.12132)"
"441520"	"facility"	"wwtp"	"echo_VA0061310"	"SPRING BRANCH WWTF"	"inactive"	"601 JASPER LN"	""	"WAVERLY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440060"	""	""	"POINT (-77.08597 37.050329)"	"POINT (-77.08597 37.050329)"
"441521"	"facility"	"commercial"	"echo_VA0061379"	"VDOT INTERSTATE 85 BRUNSWICK REST AREA"	"active"	"I85 MILE POST 34"	""	"BRUNSWICK COUNTY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440061"	""	""	"POINT (-77.835 36.859444)"	"POINT (-77.835 36.859444)"
"441522"	"facility"	"unknown"	"echo_VA0061409"	"WOODFORD ESTATES MHC LIMITED LIABILITY CORPORATION"	"active"	"12392 COUSTEAU ST"	""	"WOODFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"440062"	""	""	"POINT (-77.520332 38.091378)"	"POINT (-77.520332 38.091378)"
"441523"	"facility"	"unknown"	"echo_VA0061549"	"TOMS BROOK-MAURERTOWN SANITARY DISTRICT"	"active"	"SR 653"	""	"TOMS BROOK"	""	""	""	"6115"	"1"	""	""	""	""	""	"440063"	""	""	"POINT (-78.4388 38.9454)"	"POINT (-78.4388 38.9454)"
"441524"	"facility"	"wwtp"	"echo_VA0061590"	"CULPEPER WASTEWATER TREATMENT PLANT"	"active"	"15108 SERVICE LN"	""	"CULPEPER"	""	""	""	"6115"	"1"	""	""	""	""	""	"440064"	""	""	"POINT (-78.009722 38.481944)"	"POINT (-78.009722 38.481944)"
"441525"	"facility"	"wwtp"	"echo_VA0061646"	"SURRY TOWN OF WWTF"	"inactive"	"11463 ROLFE HWY"	""	"SURRY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440065"	""	""	"POINT (-76.837272 37.130856)"	"POINT (-76.837272 37.130856)"
"441526"	"facility"	"public water supply"	"echo_VA0061743"	"SHEFFIELD ACRES STP"	"inactive"	"2823 DUNGANNON ROAD"	""	"COEBURN"	""	""	""	"6115"	"1"	""	""	""	""	""	"440066"	""	""	"POINT (-82.460582 36.895704)"	"POINT (-82.460582 36.895704)"
"441527"	"facility"	"wwtp"	"echo_VA0061751"	"CHRISTIANSBURG TOWN - WWTF"	"active"	"2557 CRAB CREEK RD"	""	"CHRISTIANSBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440067"	""	""	"POINT (-80.47159 37.15688)"	"POINT (-80.47159 37.15688)"
"441528"	"facility"	"wwtp"	"echo_VA0061859"	"COURTLAND TOWN - WASTEWATER TREATMENT PLANT"	"active"	"24448 OLD BRIDGE RD"	""	"COURTLAND"	""	""	""	"6115"	"1"	""	""	""	""	""	"440068"	""	""	"POINT (-77.0371 36.68605)"	"POINT (-77.0371 36.68605)"
"441529"	"facility"	"wwtp"	"echo_VA0061913"	"POUND WWTP"	"active"	"11543 OLD MILL VILLAGE"	""	"POUND"	""	""	""	"6115"	"1"	""	""	""	""	""	"440069"	""	""	"POINT (-82.603907 37.136225)"	"POINT (-82.603907 37.136225)"
"441530"	"facility"	"public water supply"	"echo_VA0061964"	"FOREST LAKES ESTATES STP"	"active"	"211 FOREST LAKES DR"	""	"STEPHENS CITY"	""	""	""	"6115"	"1"	""	""	""	""	""	"440070"	""	""	"POINT (-78.181463 39.064154)"	"POINT (-78.181463 39.064154)"
"441531"	"facility"	"commercial"	"echo_VA0061972"	"TRAVELCENTERS OF AMERICA - RICHMOND TRAVEL CENTER"	"inactive"	"10134 LEWISTOWN RD"	""	"ASHLAND"	""	""	""	"6115"	"1"	""	""	""	""	""	"440071"	""	""	"POINT (-77.44716 37.72269)"	"POINT (-77.44716 37.72269)"
"441532"	"facility"	"public water supply"	"echo_VA0062031"	"EVERGREEN MOBILE HOME PARK"	"active"	"OFF ST RT 680"	""	"RUSTBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440072"	""	""	"POINT (-79.099717 37.266749)"	"POINT (-79.099717 37.266749)"
"441533"	"facility"	"wwtp"	"echo_VA0062103"	"SCOTTSBURG WWTP"	"inactive"	"PO BOX 28"	""	"SCOTTSBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440073"	""	""	"POINT (-78.8025 36.741944)"	"POINT (-78.8025 36.741944)"
"441534"	"facility"	"wwtp"	"echo_VA0062154"	"HANOVER COURTHOUSE WWTP"	"active"	"ROUTE 301"	""	"HANOVER"	""	""	""	"6115"	"1"	""	""	""	""	""	"440074"	""	""	"POINT (-77.47339 37.81829)"	"POINT (-77.47339 37.81829)"
"441535"	"facility"	"public water supply"	"echo_VA0062162"	"CENTRAL VIRGINIA COMMUNITY HEA"	"inactive"	"PO BOX 220"	""	"GOLD HILL"	""	""	""	"6115"	"1"	""	""	""	""	""	"440075"	""	""	"POINT (-78.356667 37.638333)"	"POINT (-78.356667 37.638333)"
"441536"	"facility"	"public water supply"	"echo_VA0062189"	"LCSA - SAINT LOUIS COMMUNITY"	"active"	"22151 NEWLIN MILL RD"	""	"MIDDLEBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"440076"	""	""	"POINT (-77.558716 39.103252)"	"POINT (-77.558716 39.103252)"
"441537"	"facility"	"wwtp"	"echo_VA0062219"	"ELLISTON-LAFAYETTE WWTP"	"active"	"5229 ENTERPRISE DR"	""	"ELLISTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440077"	""	""	"POINT (-80.21187 37.23054)"	"POINT (-80.21187 37.23054)"
"441538"	"facility"	"public water supply"	"echo_VA0062316"	"PINE GROVE PARK STP"	"inactive"	"63 PINE GROVE RD"	""	"CLARKSVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440078"	""	""	"POINT (-78.529445 36.597593)"	"POINT (-78.529445 36.597593)"
"441539"	"facility"	"commercial"	"echo_VA0062391"	"INDIAN COVE RESORT ASSOCIATION INCORPORATED"	"inactive"	"1053 SANDBRIDGE RD"	""	"VIRGINIA BEACH"	""	""	""	"6115"	"1"	""	""	""	""	""	"440079"	""	""	"POINT (-75.9733 36.73083)"	"POINT (-75.9733 36.73083)"
"441540"	"facility"	"unknown"	"echo_VA0062421"	"NEWTON MOBILE COURT INC"	"active"	"173 SUMMERVILLE ST"	""	"BUFFALO JUNCTION"	""	""	""	"6115"	"1"	""	""	""	""	""	"440080"	""	""	"POINT (-78.636521 36.631396)"	"POINT (-78.636521 36.631396)"
"441541"	"facility"	"wwtp"	"echo_VA0062481"	"NEW HOPE WWTP"	"active"	"1998 KNIGHTLY MILL RD"	""	"FORT DEFIANCE"	""	""	""	"6115"	"1"	""	""	""	""	""	"440081"	""	""	"POINT (-78.90942 38.21492)"	"POINT (-78.90942 38.21492)"
"441542"	"facility"	"commercial"	"echo_VA0062499"	"DOC - SOUTHAMPTON CORRECTIONAL CENTER"	"active"	"14545 OLD BELFIELD RD"	""	"CAPRON"	""	""	""	"6115"	"1"	""	""	""	""	""	"440082"	""	""	"POINT (-77.255792 36.722094)"	"POINT (-77.255792 36.722094)"
