"adminid"	"bundle"	"ftype"	"admincode"	"name"	"fstatus"	"description"	"startdate"	"enddate"	"modified"	"permit_id"	"uid"	"status"	"module"	"feed_nid"	"dh_link_admin_reg_holder"	"dh_link_admin_dha_usafips"	"dh_link_admin_record_mgr_id"	"dh_link_admin_timeseries"	"dh_link_admin_reg_issuer"
"439821"	"permit"	"npdes_ip"	"VA0024732"	"MASSANUTTEN PUBLIC SERVICE CORPORATION STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1459483200"	"1609390800"	"1544216084"	"VA0024732"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439822"	"permit"	"npdes_ip"	"VA0024741"	"US NASA - LANGLEY RESEARCH CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1438401600"	"1596168000"	"1544216084"	"VA0024741"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439823"	"permit"	"npdes_ip"	"VA0024759"	"MOUNT WEATHER EMERGENCY OPERATIONS CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1404187200"	"1561867200"	"1544216084"	"VA0024759"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439824"	"permit"	"npdes_ip"	"VA0024775"	"MIDDLEBURG WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216084"	"VA0024775"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439825"	"permit"	"npdes_ip"	"VA0024899"	"ASHLAND WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1380600000"	"1538280000"	"1544216085"	"VA0024899"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439826"	"permit"	"npdes_ip"	"VA0024945"	"LAKE MONTICELLO WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1538366400"	"1696046400"	"1544216085"	"VA0024945"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439827"	"permit"	"npdes_ip"	"VA0024970"	"LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1459828800"	"1617163200"	"1544216085"	"VA0024970"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439828"	"permit"	"npdes_ip"	"VA0024988"	"UOSA - CENTREVILLE"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1527825600"	"1685505600"	"1544216085"	"VA0024988"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439829"	"permit"	"npdes_ip"	"VA0024996"	"FALLING CREEK WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1375675200"	"1533009600"	"1544216085"	"VA0024996"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439830"	"permit"	"npdes_ip"	"VA0025020"	"WVWA - WPCP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1392958800"	"1548910800"	"1544216085"	"VA0025020"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439831"	"permit"	"npdes_ip"	"VA0025054"	"BLUEFIELD WESTSIDE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1395633600"	"1553313600"	"1544216085"	"VA0025054"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439832"	"permit"	"npdes_ip"	"VA0025101"	"PWCSA - H L MOONEY WASTEWATER TREATMENT WORKS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1411444800"	"1569124800"	"1544216086"	"VA0025101"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439833"	"permit"	"npdes_ip"	"VA0025127"	"FREDERICKSBURG WASTEWATER TREATMENT FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1361941200"	"1519621200"	"1544216086"	"VA0025127"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439834"	"permit"	"npdes_ip"	"VA0025143"	"ARLINGTON COUNTY WATER POLLUTION CONTROL FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1389243600"	"1546923600"	"1544216086"	"VA0025143"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439835"	"permit"	"npdes_ip"	"VA0025151"	"WAYNESBORO WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1422766800"	"1580446800"	"1544216086"	"VA0025151"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439836"	"permit"	"npdes_ip"	"VA0025160"	"ALEXANDRIA RENEW ENTERPRISES WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1425186000"	"1582952400"	"1544216086"	"VA0025160"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439837"	"permit"	"npdes_ip"	"VA0025194"	"BLACKSTONE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1386219600"	"1543899600"	"1544216086"	"VA0025194"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439838"	"permit"	"npdes_ip"	"VA0025216"	"USAF - JOINT BASE LANGELY - EUSTIS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1441080000"	"1598846400"	"1544216087"	"VA0025216"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439839"	"permit"	"npdes_ip"	"VA0025291"	"FISHERSVILLE REGIONAL WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1417410000"	"1575090000"	"1544216087"	"VA0025291"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439840"	"permit"	"npdes_ip"	"VA0025305"	"MARTINSVILLE CITY SEWAGE TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1392958800"	"1550638800"	"1544216087"	"VA0025305"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439841"	"permit"	"npdes_ip"	"VA0025364"	"NOMAN M COLE JR POLLUTION CONTROL PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1391576400"	"1549256400"	"1544216087"	"VA0025364"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439842"	"permit"	"npdes_ip"	"VA0025437"	"SOUTH CENTRAL WASTEWATER AUTHORITY WWTF"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1506830400"	"1664510400"	"1544216087"	"VA0025437"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439843"	"permit"	"npdes_ip"	"VA0025470"	"SCOTTSVILLE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1396324800"	"1554004800"	"1544216087"	"VA0025470"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439844"	"permit"	"npdes_ip"	"VA0025488"	"CAMELOT WWTP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1239854400"	"1396238400"	"1544216087"	"VA0025488"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439845"	"permit"	"npdes_ip"	"VA0025518"	"MOORES CREEK ADVANCED WATER RESOURCE RECOVERY FAC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1619755200"	"1544216088"	"VA0025518"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439846"	"permit"	"npdes_ip"	"VA0025542"	"COVINGTON CITY - WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1392008400"	"1548910800"	"1544216088"	"VA0025542"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439847"	"permit"	"npdes_ip"	"VA0025569"	"HANOVER COUNTY DOSWELL WTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1438401600"	"1596168000"	"1544216088"	"VA0025569"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439848"	"permit"	"npdes_ip"	"VA0025658"	"MASSAPONAX WASTEWATER TREATMENT FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1533096000"	"1690776000"	"1544216088"	"VA0025658"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439849"	"permit"	"npdes_ip"	"VA0025992"	"FLOYD TOWN - FLOYD CO - PUBLIC SERVICE AUTHORITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1513400400"	"1671080400"	"1544216088"	"VA0025992"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439850"	"permit"	"npdes_ip"	"VA0026051"	"TRANSMONTAIGNE MONTVALE ATLANTIC TERMINAL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1492401600"	"1650081600"	"1544216088"	"VA0026051"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439851"	"permit"	"npdes_ip"	"VA0026212"	"ROUND HILL TOWN WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1501560000"	"1659240000"	"1544216088"	"VA0026212"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439852"	"permit"	"npdes_ip"	"VA0026221"	"ST PAUL WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1535774400"	"1693454400"	"1544216089"	"VA0026221"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439853"	"permit"	"npdes_ip"	"VA0026239"	"KENBRIDGE STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1497153600"	"1653969600"	"1544216089"	"VA0026239"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439854"	"permit"	"npdes_ip"	"VA0026247"	"BOYDTON WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1456808400"	"1614488400"	"1544216089"	"VA0026247"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439855"	"permit"	"npdes_ip"	"VA0026263"	"HRSD URBANNA SEWAGE TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1491019200"	"1648699200"	"1544216089"	"VA0026263"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439856"	"permit"	"npdes_ip"	"VA0026298"	"TAZEWELL WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1541044800"	"1698724800"	"1544216089"	"VA0026298"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439857"	"permit"	"npdes_ip"	"VA0026379"	"CHILHOWIE REGIONAL WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1361422800"	"1519102800"	"1544216089"	"VA0026379"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439858"	"permit"	"npdes_ip"	"VA0026387"	"HONAKER STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1538366400"	"1696046400"	"1544216090"	"VA0026387"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439859"	"permit"	"npdes_ip"	"VA0026409"	"TOWN OF COLONIAL BEACH WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1501560000"	"1659240000"	"1544216090"	"VA0026409"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439860"	"permit"	"npdes_ip"	"VA0026417"	"BOYKINS TOWN - WASTE WATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1448946000"	"1606712400"	"1544216090"	"VA0026417"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439861"	"permit"	"npdes_ip"	"VA0026433"	"ELKTON STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216090"	"VA0026433"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439862"	"permit"	"npdes_ip"	"VA0026441"	"MT JACKSON STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216090"	"VA0026441"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439863"	"permit"	"npdes_ip"	"VA0026468"	"WOODSTOCK STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1456808400"	"1614488400"	"1544216090"	"VA0026468"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439864"	"permit"	"npdes_ip"	"VA0026484"	"SCHUYLER STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216090"	"VA0026484"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439865"	"permit"	"npdes_ip"	"VA0026514"	"DAHLGREN DISTRICT WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1418274000"	"1575954000"	"1544216091"	"VA0026514"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439866"	"permit"	"npdes_ip"	"VA0026531"	"WOLF CREEK WATER RECLAMATION FACILITY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1380600000"	"1538280000"	"1544216091"	"VA0026531"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439867"	"permit"	"npdes_ip"	"VA0026557"	"PHILIP MORRIS USA INCORPORATED - PARK 500"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1404705600"	"1561867200"	"1544216091"	"VA0026557"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439868"	"permit"	"npdes_ip"	"VA0026565"	"CLINTWOOD WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1398398400"	"1556078400"	"1544216091"	"VA0026565"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439869"	"permit"	"npdes_ip"	"VA0026778"	"WASHINGTON COUNTY PUBLIC SCHOOLS - HOLSTON HIGH"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1392267600"	"1549947600"	"1544216091"	"VA0026778"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439870"	"permit"	"npdes_ip"	"VA0026786"	"WASHINGTON COUNTY PUBLIC SCHOOLS -VALLEY INSTITUTE"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1417410000"	"1575090000"	"1544216091"	"VA0026786"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439871"	"permit"	"npdes_ip"	"VA0026808"	"SALTVILLE TOWN - WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1519880400"	"1677560400"	"1544216091"	"VA0026808"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439872"	"permit"	"npdes_ip"	"VA0026816"	"ALBERTA WASTEWATER TREATMENT PLANT"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1236229200"	"1393909200"	"1544216092"	"VA0026816"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439873"	"permit"	"npdes_ip"	"VA0026891"	"WARSAW WASTEWATER TREATMENT PLANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1315540800"	"1473307200"	"1544216092"	"VA0026891"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439874"	"permit"	"npdes_ip"	"VA0026964"	"RUSSELL PRATER ELEMENTARY SCHOOL"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1394856000"	"1552536000"	"1544216092"	"VA0026964"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439875"	"permit"	"npdes_ip"	"VA0026972"	"BUCHANAN CNTY PUBLIC SCHOOLS - HURLEY HIGH SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1501560000"	"1659240000"	"1544216092"	"VA0026972"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439876"	"permit"	"npdes_ip"	"VA0026999"	"BUCHANAN CNTY PUBLIC SCHOOLS - J M BEVINS ELEM"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1394856000"	"1552536000"	"1544216092"	"VA0026999"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439877"	"permit"	"npdes_ip"	"VA0027014"	"BRUNSWICK COUNTY - STURGEON ELEMENTARY SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1494302400"	"1651291200"	"1544216092"	"VA0027014"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439878"	"permit"	"npdes_ip"	"VA0027022"	"MEHERRIN POWELLTON ELEMENTARY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1494302400"	"1651291200"	"1544216092"	"VA0027022"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439879"	"permit"	"npdes_ip"	"VA0027065"	"COOPER INDUSTRIES LLC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1498881600"	"1656561600"	"1544216093"	"VA0027065"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439880"	"permit"	"npdes_ip"	"VA0027162"	"ACCOMACK COUNTY - KEGOTANK ELE"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1183867200"	"1341633600"	"1544216093"	"VA0027162"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439881"	"permit"	"npdes_ip"	"VA0027171"	"ACCOMACK COUNTY - PUNGOTEAGUE"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1183867200"	"1341633600"	"1544216093"	"VA0027171"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439882"	"permit"	"npdes_ip"	"VA0027197"	"MIDDLEBURG ACADEMY"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1398225600"	"1555905600"	"1544216093"	"VA0027197"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439883"	"permit"	"npdes_ip"	"VA0027278"	"PEARSON ELEMENTARY SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1404360000"	"1562040000"	"1544216093"	"VA0027278"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439884"	"permit"	"npdes_ip"	"VA0027294"	"BUCKINGHAM CO WATER SYSTEM/DILLWYN STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1498449600"	"1653969600"	"1544216093"	"VA0027294"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439885"	"permit"	"npdes_ip"	"VA0027375"	"CAPRON TOWN - ELEMENTARY SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1498881600"	"1656561600"	"1544216094"	"VA0027375"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439886"	"permit"	"npdes_ip"	"VA0027413"	"DICKENSON CNTY PUBLIC SCHOOLS"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1183262400"	"1341028800"	"1544216094"	"VA0027413"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439887"	"permit"	"npdes_ip"	"VA0027421"	"DICKENSON CNTY PUBLIC SCHOOLS - ERVINTON E S STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1396756800"	"1554436800"	"1544216094"	"VA0027421"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439888"	"permit"	"npdes_ip"	"VA0027430"	"DICKENSON CNTY PUBLIC SCHOOLS"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1341115200"	"1498795200"	"1544216094"	"VA0027430"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439889"	"permit"	"npdes_ip"	"VA0027464"	"DICKENSON CNTY PUBLIC SCHOOLS - SANDLICK E S STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1396756800"	"1554436800"	"1544216094"	"VA0027464"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439890"	"permit"	"npdes_ip"	"VA0027481"	"BLACKSBURG COUNTRY CLUB WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1536724800"	"1693454400"	"1544216094"	"VA0027481"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439891"	"permit"	"npdes_ip"	"VA0027537"	"RIVERSIDE SHORE MEMORIAL HOSPITAL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1512104400"	"1669784400"	"1544216094"	"VA0027537"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439892"	"permit"	"npdes_ip"	"VA0027553"	"EAGLE EYRIE BAPTIST CONFERENCE CENTER SEWAGE TREAT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1532750400"	"1688097600"	"1544216095"	"VA0027553"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439893"	"permit"	"npdes_ip"	"VA0027561"	"CHILDRENS HOME OF VA BAPTISTS LAGOON"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1422766800"	"1577768400"	"1544216095"	"VA0027561"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439894"	"permit"	"npdes_ip"	"VA0027618"	"US DEPARTMENT OF LABOR-RESCARE INCORPORATED"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1439784000"	"1597550400"	"1544216095"	"VA0027618"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439895"	"permit"	"npdes_ip"	"VA0027642"	"LAKE HOLIDAY WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1535774400"	"1693454400"	"1544216095"	"VA0027642"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439896"	"permit"	"npdes_ip"	"VA0027685"	"PITTSYLVANIA CO - DAN RIVER HIGH SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1533096000"	"1638248400"	"1544216095"	"VA0027685"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439897"	"permit"	"npdes_ip"	"VA0027693"	"PITTSYLVANIA CO - TUNSTALL HIGH SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1391230800"	"1548910800"	"1544216095"	"VA0027693"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439898"	"permit"	"npdes_ip"	"VA0027707"	"PITTSYLVANIA CO - MOUNT AIRY ELEMENTARY SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1533096000"	"1638248400"	"1544216095"	"VA0027707"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439899"	"permit"	"npdes_ip"	"VA0027715"	"PITTSYLVANIA CO - UNION HALL ELEM SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1533096000"	"1638248400"	"1544216096"	"VA0027715"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439900"	"permit"	"npdes_ip"	"VA0027839"	"WOODBERRY FOREST SCHOOL"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1517461200"	"1675141200"	"1544216096"	"VA0027839"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439901"	"permit"	"npdes_ip"	"VA0027855"	"WOODBRIDGE MOBILE HOME PARK STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1359090000"	"1516770000"	"1544216096"	"VA0027855"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439902"	"permit"	"npdes_ip"	"VA0027901"	"HARRISTON WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1625025600"	"1544216096"	"VA0027901"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439903"	"permit"	"npdes_ip"	"VA0027910"	"MANAKIN FARMS WATEWATER TREATMENT PLANT (WWTP)"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1456808400"	"1614488400"	"1544216096"	"VA0027910"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439904"	"permit"	"npdes_ip"	"VA0027944"	"NATURAL BRIDGE JUVENILE CORRECTIONAL CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1493611200"	"1651291200"	"1544216096"	"VA0027944"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439905"	"permit"	"npdes_ip"	"VA0027952"	"CRAIG SPRINGS CAMP AND RETREAT CENTER"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1530417600"	"1685505600"	"1544216096"	"VA0027952"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439906"	"permit"	"npdes_ip"	"VA0027979"	"ALLEGHANY COUNTY - LOW MOOR WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1540699200"	"1696046400"	"1544216097"	"VA0027979"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439907"	"permit"	"npdes_ip"	"VA0028029"	"RIVER RIDGE ASSOCIATION INC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1412136000"	"1569816000"	"1544216097"	"VA0028029"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439908"	"permit"	"npdes_ip"	"VA0028037"	"SKYLINE SWANNANOA STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1467345600"	"1622433600"	"1544216097"	"VA0028037"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439909"	"permit"	"npdes_ip"	"VA0028233"	"WARM SPRINGS STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1483246800"	"1640926800"	"1544216097"	"VA0028233"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439910"	"permit"	"npdes_ip"	"VA0028258"	"RED HILL UTILITY LLC"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1428292800"	"1585627200"	"1544216097"	"VA0028258"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439911"	"permit"	"npdes_ip"	"VA0028291"	"NOTTOWAY MOTEL AND RESTAURANT"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1343534400"	"1497931200"	"1544216097"	"VA0028291"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439912"	"permit"	"npdes_ip"	"VA0028321"	"BVU AUTHORITY"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1280462400"	"1438142400"	"1544216098"	"VA0028321"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439913"	"permit"	"npdes_ip"	"VA0028363"	"US MARINE CORPS - MCB QUANTICO - MAINSIDE STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1392094800"	"1549774800"	"1544216098"	"VA0028363"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439914"	"permit"	"npdes_ip"	"VA0028371"	"US MARINE CORPS - MCB QUANTICO - CAMP UPSHUR STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1472702400"	"1630382400"	"1544216098"	"VA0028371"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439915"	"permit"	"npdes_ip"	"VA0028380"	"STONEY CREEK SANITARY DISTRICT STP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1417410000"	"1575090000"	"1544216098"	"VA0028380"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439916"	"permit"	"npdes_ip"	"VA0028398"	"CHARLOTTESVILLE-ALBEMARLE AIRPORT INDUSTRIAL PARK"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1501560000"	"1659240000"	"1544216098"	"VA0028398"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439917"	"permit"	"npdes_ip"	"VA0028401"	"SHRINE MONT STP"	"revoked"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1183608000"	"1341028800"	"1544216098"	"VA0028401"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439918"	"permit"	"npdes_ip"	"VA0028461"	"RAPPAHANNOCK COMMUNITY COLLEGE - GLENNS CAMPUS"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1396324800"	"1554004800"	"1544216098"	"VA0028461"	"6115"	"1"	""	""	""	""	""	""	"416194"
"439919"	"permit"	"npdes_ip"	"VA0028622"	"HARBOUR EAST VILLAGE WWTP"	"active"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"1425960000"	"1582952400"	"1544216099"	"VA0028622"	"6115"	"1"	""	""	""	""	""	""	"416194"
