"DEQ.ID.of.Source"	"FacilityName"	"FacilityID"	"Latitude"	"Longitude"	"flag"
64852	"CARROLL COUNTY REGIONAL"	71668	NA	NA	"vwuds_flag_coord"
64947	"BLAND SERVICE AREA"	73085	0.1	0.1	"vwuds_flag_coord"
64948	"BLAND SERVICE AREA"	73085	0.1	0.1	"vwuds_flag_coord"
64962	"DONALD BRADY"	73943	0.1	0.1	"vwuds_flag_coord"
65016	"INDEPENDENCE SERVICE AREA"	72540	0.1	0.1	"vwuds_flag_coord"
65018	"WYTHEVILLE FISH HATCHERY"	74365	36.56	80.54	"vwuds_flag_coord"
65019	"WYTHEVILLE FISH HATCHERY"	74365	36.56	80.54	"vwuds_flag_coord"
65029	"HASSELL BONDS"	73313	0.1	0.1	"vwuds_flag_coord"
65046	"RIVER MONT FARMS"	74263	0.1	0.1	"vwuds_flag_coord"
65059	"KENNON HOUSE/LAKE GASTONY COLONY"	72598	NA	NA	"vwuds_flag_coord"
65063	"LANE VIEW SUBDIVISION"	73812	NA	NA	"vwuds_flag_coord"
65068	"LIBERTY GROVE"	72069	NA	NA	"vwuds_flag_coord"
65084	"LANE VIEW SUBDIVISION"	73812	NA	NA	"vwuds_flag_coord"
65085	"PARKSLEY SERVICE AREA"	72501	37.784	75.65	"vwuds_flag_coord"
65086	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65087	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65088	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65089	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65090	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65091	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65092	"BUCKHEAD SUBDIVISION"	72820	NA	NA	"vwuds_flag_coord"
65093	"CLIFFS ON THE ROANOKE"	72009	NA	NA	"vwuds_flag_coord"
65094	"PLEASANT GROVE SUBDIVISION"	71985	NA	NA	"vwuds_flag_coord"
65095	"ROLLING ACRES II"	73278	NA	NA	"vwuds_flag_coord"
65096	"GREAT CREEK LANDING/TUDOR ESTATES"	72010	NA	NA	"vwuds_flag_coord"
65097	"HAWKS NEST POINT"	72012	NA	NA	"vwuds_flag_coord"
65098	"ANCHOR COVE/ANCHORAGE "	72596	NA	NA	"vwuds_flag_coord"
65099	"HICKS HILL SUBDIVISION"	73827	NA	NA	"vwuds_flag_coord"
65100	"JOYCEVILLE SUBDIVISION/HOLLY GROVE ESTATES"	72621	NA	NA	"vwuds_flag_coord"
65101	"LONG BRANCH SHORES"	73660	NA	NA	"vwuds_flag_coord"
65102	"MERRYMOUNT SUBDIVISION"	71594	NA	NA	"vwuds_flag_coord"
65103	"MCKENNEY ACRES"	73279	NA	NA	"vwuds_flag_coord"
65104	"TANGLEWOOD SHORES-L"	73693	NA	NA	"vwuds_flag_coord"
65105	"TANGLEWOOD SHORES-N"	73823	NA	NA	"vwuds_flag_coord"
65106	"TANGLEWOOD SHORES-U"	72374	NA	NA	"vwuds_flag_coord"
65107	"TIMBUCTU SUBDIVISION"	71994	NA	NA	"vwuds_flag_coord"
65108	"TANGLEWOOD SHORES-A"	73626	NA	NA	"vwuds_flag_coord"
65109	"SIOUAN SHORES SUBDIVISION"	71986	NA	NA	"vwuds_flag_coord"
65110	"NOTTOWAY ACRES AUBDIVISION"	73630	NA	NA	"vwuds_flag_coord"
65111	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65112	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65113	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65114	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65115	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65116	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65117	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65118	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65119	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65120	"PAINTER COMPLEX"	72508	NA	NA	"vwuds_flag_coord"
65121	"David's Nursery"	67316	NA	NA	"vwuds_flag_coord"
65122	"David's Nursery"	67316	NA	NA	"vwuds_flag_coord"
65124	"Amelia Courthouse"	74362	NA	NA	"vwuds_flag_coord"
65127	"CLINCHVIEW DAIRIES"	73633	0.1	0.1	"vwuds_flag_coord"
65129	"CLINCHVIEW DAIRIES"	73633	0.1	0.1	"vwuds_flag_coord"
65134	"M & L PRODUCE INC"	71676	0.1	0.1	"vwuds_flag_coord"
65135	"M & L PRODUCE INC"	71676	0.1	0.1	"vwuds_flag_coord"
65136	"M & L PRODUCE INC"	71676	0.1	0.1	"vwuds_flag_coord"
65138	"WATKINS NURSERIES - POWHATAN"	74003	0.1	0.1	"vwuds_flag_coord"
65141	"SEVEN SPRINGS FARMS INC"	73009	0.1	0.1	"vwuds_flag_coord"
65144	"ROAKES BROTHER FARM"	71911	0.1	0.1	"vwuds_flag_coord"
65161	"DAVID HUDSON"	74339	0.1	0.1	"vwuds_flag_coord"
65194	"FLOWER DEW HUNDRED"	74112	NA	NA	"vwuds_flag_coord"
65207	"Brunswick Estates"	72602	NA	NA	"vwuds_flag_coord"
65232	"NOTTOWAY ACRES AUBDIVISION"	73630	NA	NA	"vwuds_flag_coord"
65259	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
65260	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
65261	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
65262	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
65308	"QUEENFIELD FARM"	71670	NA	NA	"vwuds_flag_coord"
65312	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65370	"YORKTOWN FOSSIL POWER PLANT"	72566	36.2013888889	-79.9427777778	"vwuds_flag_coord"
65373	"LOWER BROAD RUN SERVICE AREA"	73762	0.1	0.1	"vwuds_flag_coord"
65380	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65381	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65382	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65383	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65384	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65385	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65386	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65387	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65388	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65389	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65390	"Dennis Road MLC"	72494	NA	NA	"vwuds_flag_coord"
65391	"Duer Home Farm"	67392	NA	NA	"vwuds_flag_coord"
65397	"MILLER SCHOOL OF ALBEMARLE"	73770	NA	-78.7	"vwuds_flag_coord"
65405	"ROCKBRIDGE COUNTY WELL SOURCES"	73971	NA	NA	"vwuds_flag_coord"
65406	"ROCKBRIDGE COUNTY WELL SOURCES"	73971	NA	NA	"vwuds_flag_coord"
65407	"ISLE OF PINES SERVICE AREA abandon tied into SML Cental"	71655	NA	NA	"vwuds_flag_coord"
65408	"CLOVERFIELD FARM"	74096	NA	NA	"vwuds_flag_coord"
65409	"WOODLAWN \ WALSINGHAM FARMS"	73468	NA	NA	"vwuds_flag_coord"
65410	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65411	"DULLES READY MIX  PLANT"	73469	NA	NA	"vwuds_flag_coord"
65412	"DULLES READY MIX  PLANT"	73469	NA	NA	"vwuds_flag_coord"
65413	"ROCKBRIDGE COUNTY WELL SOURCES"	73971	NA	NA	"vwuds_flag_coord"
65414	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65415	"HILLCREST SERVICE AREA"	73025	NA	NA	"vwuds_flag_coord"
65416	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65417	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65418	"HILLCREST SERVICE AREA"	73025	NA	NA	"vwuds_flag_coord"
65419	"LAWRENCEVILLE QUARRY"	72947	NA	NA	"vwuds_flag_coord"
65420	"LAWRENCEVILLE SERVICE AREA"	73413	NA	NA	"vwuds_flag_coord"
65423	"ISLE OF PINES SERVICE AREA abandon tied into SML Cental"	71655	NA	NA	"vwuds_flag_coord"
65425	"Cedar Point Club Incorporated"	67169	NA	NA	"vwuds_flag_coord"
65426	"COUNTRY CLUB OF VIRGINIA"	73321	NA	NA	"vwuds_flag_coord"
65429	"MTN VIEW SHORES SERVICE AREA"	71639	NA	NA	"vwuds_flag_coord"
65430	"MTN VIEW SHORES SERVICE AREA"	71639	NA	NA	"vwuds_flag_coord"
65432	"ISLE OF PINES SERVICE AREA abandon tied into SML Cental"	71655	NA	NA	"vwuds_flag_coord"
65435	"DONALD L MOORE"	74190	NA	NA	"vwuds_flag_coord"
65436	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65438	"Emergency Source (fmr HOLLAND SERVICE AREA)"	74465	NA	NA	"vwuds_flag_coord"
65440	"RICHMOND QUARRY"	72231	NA	NA	"vwuds_flag_coord"
65441	"MIDDLEBURG SERVICE AREA"	74360	NA	NA	"vwuds_flag_coord"
65442	"PROCESSING PLANT"	72403	NA	NA	"vwuds_flag_coord"
65443	"LAKE PRINCE PUMPING STATION"	73029	NA	NA	"vwuds_flag_coord"
65445	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65446	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65447	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65449	"Fort A. P. Hill Water System"	90592	NA	NA	"vwuds_flag_coord"
65453	"DULLES READY MIX  PLANT"	73469	NA	NA	"vwuds_flag_coord"
65454	"CONCORD CONCENTRATOR SITE"	71999	NA	NA	"vwuds_flag_coord"
65455	"CONCORD CONCENTRATOR SITE"	71999	NA	NA	"vwuds_flag_coord"
65460	"RED HILL QUARRY"	73711	NA	NA	"vwuds_flag_coord"
65461	"NiceView Farm"	72018	NA	NA	"vwuds_flag_coord"
65462	"THOMAS L KEATTS"	73899	NA	NA	"vwuds_flag_coord"
65463	"INTERSTATE DEVELOPMENT EXIT"	73719	NA	NA	"vwuds_flag_coord"
65464	"ISLE OF PINES SERVICE AREA abandon tied into SML Cental"	71655	NA	NA	"vwuds_flag_coord"
65465	"COUNTRY CLUB OF VIRGINIA"	73321	NA	NA	"vwuds_flag_coord"
65467	"Cypress Banks"	72985	NA	NA	"vwuds_flag_coord"
65468	"LOUISA-MINERAL SERVICE AREA"	73040	NA	NA	"vwuds_flag_coord"
65469	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65470	"VICTORIA WTP"	73524	NA	NA	"vwuds_flag_coord"
65472	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65474	"LAWRENCEVILLE SERVICE AREA"	73413	36.435379	-77.515619	"vwuds_flag_coord"
65476	"LAWRENCEVILLE SERVICE AREA"	73413	36.435379	-77.515619	"vwuds_flag_coord"
65477	"ISLE OF PINES SERVICE AREA abandon tied into SML Cental"	71655	NA	NA	"vwuds_flag_coord"
65478	"BASS FARMS"	73901	NA	NA	"vwuds_flag_coord"
65479	"LAWRENCEVILLE SERVICE AREA"	73413	36.435379	-77.515619	"vwuds_flag_coord"
65481	"Farms"	73232	NA	NA	"vwuds_flag_coord"
65482	"Cypress Banks"	72985	NA	NA	"vwuds_flag_coord"
65483	"Rees Vineyard"	71578	NA	NA	"vwuds_flag_coord"
65484	"Suffolk Main System (G.ROBERT HOUSE WTP)"	74429	NA	NA	"vwuds_flag_coord"
65493	"Bennetts Creek Wholesale Nursery"	66897	NA	NA	"vwuds_flag_coord"
65494	"Brink Concentrator Site System"	72936	NA	NA	"vwuds_flag_coord"
65495	"DAL-NITA HILLS, KESWICK FARMS & TINKERVIEW GRDNS"	73109	NA	NA	"vwuds_flag_coord"
65496	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65497	"RIDGEWAY FARM LLC"	73287	NA	NA	"vwuds_flag_coord"
65499	"Jones Farms 3"	74359	NA	NA	"vwuds_flag_coord"
65500	"NEW BALTIMORE REGIONAL"	74025	NA	NA	"vwuds_flag_coord"
65502	"NEW BALTIMORE REGIONAL"	74025	NA	NA	"vwuds_flag_coord"
65504	"WOODBERRY FOREST SCHOOL"	74049	NA	NA	"vwuds_flag_coord"
65507	"Nock Farm"	73057	NA	NA	"vwuds_flag_coord"
65510	"REMINGTON COMBUSTION TURBINE SITE"	72547	NA	NA	"vwuds_flag_coord"
65512	"WOODBRIDGE MOBILE HOME PARK"	74225	NA	NA	"vwuds_flag_coord"
65513	"LOVETTSVILLE SERVICE AREA"	73683	NA	NA	"vwuds_flag_coord"
65514	"LADYSMITH COMBUSTION TURBINE SITE"	74204	NA	NA	"vwuds_flag_coord"
65515	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65517	"GRAINFIELD FARM"	72475	NA	NA	"vwuds_flag_coord"
65518	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65519	"Rees Vineyard"	71578	NA	NA	"vwuds_flag_coord"
65521	"Rees Vineyard"	71578	36.5	-78.1	"vwuds_flag_coord"
65523	"CARROLL COUNTY REGIONAL"	71668	NA	NA	"vwuds_flag_coord"
65525	"NORTH ANNA NUCLEAR POWER PLANT"	72023	NA	NA	"vwuds_flag_coord"
65527	"Herbert Nottingham Farm (Cheapside)"	67413	NA	NA	"vwuds_flag_coord"
65528	"JOHN N MILLS & SONS - 3 FARMS"	73280	NA	NA	"vwuds_flag_coord"
65534	"WOODBERRY FOREST SCHOOL"	74049	NA	NA	"vwuds_flag_coord"
65536	"Nock Farm"	73057	NA	NA	"vwuds_flag_coord"
65540	"KING GEORGE COUNTY WELL SYSTEM"	73242	NA	NA	"vwuds_flag_coord"
65541	"RED MILL FARM"	74423	NA	NA	"vwuds_flag_coord"
65542	"KING GEORGE COUNTY WELL SYSTEM"	73242	NA	NA	"vwuds_flag_coord"
65543	"SOUTH WALES SERVICE AREA"	73185	NA	NA	"vwuds_flag_coord"
65545	"KING GEORGE COUNTY WELL SYSTEM"	73242	NA	NA	"vwuds_flag_coord"
65548	"Rees Vineyard"	71578	37.6	37.6	"vwuds_flag_coord"
65549	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
65551	"robtest"	71579	37.5	37.5	"vwuds_flag_coord"
65552	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
65557	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
65561	"NORTH ANNA NUCLEAR POWER PLANT"	72023	NA	NA	"vwuds_flag_coord"
65562	"Fort A. P. Hill Water System"	90592	NA	NA	"vwuds_flag_coord"
65563	"Herbert Nottingham Farm (Cheapside)"	67413	NA	NA	"vwuds_flag_coord"
65568	"SOUTH WALES SERVICE AREA"	73185	NA	NA	"vwuds_flag_coord"
65569	"MIDDLEBURG SERVICE AREA"	74360	NA	NA	"vwuds_flag_coord"
65570	"SOUTH WALES SERVICE AREA"	73185	NA	NA	"vwuds_flag_coord"
65571	"SOUTH WALES SERVICE AREA"	73185	NA	NA	"vwuds_flag_coord"
65580	"COUNTRY CLUB OF VIRGINIA"	73321	NA	NA	"vwuds_flag_coord"
65581	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65582	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65583	"College of William and Mary"	67205	NA	NA	"vwuds_flag_coord"
65585	"Farms"	73232	NA	NA	"vwuds_flag_coord"
65587	"LADYSMITH/Alliance Well"	72499	NA	NA	"vwuds_flag_coord"
65589	"LADYSMITH/Alliance Well"	72499	NA	NA	"vwuds_flag_coord"
65592	"CONCORD CONCENTRATOR SITE"	71999	NA	NA	"vwuds_flag_coord"
65598	"INTERSTATE DEVELOPMENT EXIT"	73719	NA	NA	"vwuds_flag_coord"
65599	"Farms"	73232	NA	NA	"vwuds_flag_coord"
65605	"NORTH ANNA NUCLEAR POWER PLANT"	72023	NA	NA	"vwuds_flag_coord"
65606	"NiceView Farm"	72018	NA	NA	"vwuds_flag_coord"
65607	"STONY SPRINGS SUBDIVISION"	71988	NA	NA	"vwuds_flag_coord"
65609	"CHESDIN MANOR SUBDIVISION"	71982	NA	NA	"vwuds_flag_coord"
65610	"Brunswick Estates"	72602	NA	NA	"vwuds_flag_coord"
65611	"NOTTOWAY ACRES AUBDIVISION"	73630	NA	NA	"vwuds_flag_coord"
65612	"KILMARNOCK SERVICE AREA"	73293	NA	NA	"vwuds_flag_coord"
65613	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65614	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65615	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65616	"NEW BALTIMORE REGIONAL"	74025	NA	NA	"vwuds_flag_coord"
65617	"SIOUAN SHORES SUBDIVISION"	71986	NA	NA	"vwuds_flag_coord"
65619	"GREAT CREEK LANDING/TUDOR ESTATES"	72010	NA	NA	"vwuds_flag_coord"
65620	"JOYCEVILLE SUBDIVISION/HOLLY GROVE ESTATES"	72621	NA	NA	"vwuds_flag_coord"
65623	"LAKE WILDERNESS SERVICE AREA"	72573	NA	NA	"vwuds_flag_coord"
65624	"MT. JACKSON PLANT"	72733	NA	NA	"vwuds_flag_coord"
65625	"SUNNYBROOK SUBDIVISION"	71987	NA	NA	"vwuds_flag_coord"
65626	"BUCKHEAD SUBDIVISION"	72820	NA	NA	"vwuds_flag_coord"
65627	"STONY SPRINGS SUBDIVISION"	71988	NA	NA	"vwuds_flag_coord"
65628	"KESWICK ESTATES UTILITIES, LLC"	72671	NA	NA	"vwuds_flag_coord"
65630	"LAWRENCEVILLE SERVICE AREA"	73413	36.435379	-77.515619	"vwuds_flag_coord"
65632	"KILMARNOCK SERVICE AREA"	73293	NA	NA	"vwuds_flag_coord"
65633	"LAWRENCEVILLE SERVICE AREA"	73413	36.435379	-77.515619	"vwuds_flag_coord"
65634	"Cypress Banks"	72985	NA	NA	"vwuds_flag_coord"
65635	"CLIFFS ON THE ROANOKE"	72009	NA	NA	"vwuds_flag_coord"
65638	"DIFFICULT HILL FARM"	73946	NA	NA	"vwuds_flag_coord"
65641	"NOTTOWAY ACRES AUBDIVISION"	73630	NA	NA	"vwuds_flag_coord"
65642	"SIOUAN SHORES SUBDIVISION"	71986	NA	NA	"vwuds_flag_coord"
65643	"SUNNYBROOK SUBDIVISION"	71987	NA	NA	"vwuds_flag_coord"
65645	"CHESDIN MANOR SUBDIVISION"	71982	NA	NA	"vwuds_flag_coord"
65646	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
65647	"STONY SPRINGS SUBDIVISION"	71988	NA	NA	"vwuds_flag_coord"
65648	"STONY SPRINGS SUBDIVISION"	71988	NA	NA	"vwuds_flag_coord"
65649	"BUCKHEAD SUBDIVISION"	72820	NA	NA	"vwuds_flag_coord"
65650	"ANCHOR COVE/ANCHORAGE "	72596	NA	NA	"vwuds_flag_coord"
65651	"CLIFFS ON THE ROANOKE"	72009	NA	NA	"vwuds_flag_coord"
65652	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65653	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65654	"FOXRUN/CHAMPION FOREST SHORES"	74095	NA	NA	"vwuds_flag_coord"
65656	"GREAT CREEK LANDING/TUDOR ESTATES"	72010	NA	NA	"vwuds_flag_coord"
65657	"GREAT CREEK LANDING/TUDOR ESTATES"	72010	NA	NA	"vwuds_flag_coord"
65658	"JOYCEVILLE SUBDIVISION/HOLLY GROVE ESTATES"	72621	NA	NA	"vwuds_flag_coord"
65659	"MERRYMOUNT SUBDIVISION"	71594	NA	NA	"vwuds_flag_coord"
65662	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
65664	"TIMBUCTU SUBDIVISION"	71994	NA	NA	"vwuds_flag_coord"
65665	"HILLSBOROUGH FARM INC"	73423	NA	NA	"vwuds_flag_coord"
65666	"Rees Vineyard"	71578	NA	NA	"vwuds_flag_coord"
68384	"Dominion Valley Country Club"	71599	NA	NA	"vwuds_flag_coord"
68385	"Bristow Manor Golf Club"	68670	NA	NA	"vwuds_flag_coord"
68391	"Lake Mooney WTP"	72077	NA	NA	"vwuds_flag_coord"
68392	"Mill Quarter Plantation Golf Club"	71596	NA	NA	"vwuds_flag_coord"
68394	"Piedmont Golf Club"	71588	NA	NA	"vwuds_flag_coord"
68395	"Skyland Lakes Golf Course"	71638	NA	NA	"vwuds_flag_coord"
68399	"Kiln Creek Golf Club and Resort"	71575	NA	NA	"vwuds_flag_coord"
68400	"Herndon Centennial Golf Course"	71568	NA	NA	"vwuds_flag_coord"
68401	"Evergreen Country Club"	71572	NA	NA	"vwuds_flag_coord"
68402	"Captains Cove Golf and Yacht Club"	68653	NA	NA	"vwuds_flag_coord"
68404	"River Ridge Golf and Camping Club"	71821	NA	NA	"vwuds_flag_coord"
68405	"Glenrochie Country Club"	71604	NA	NA	"vwuds_flag_coord"
68415	"Cypress Creek Golfers Club"	71659	NA	NA	"vwuds_flag_coord"
68432	"Dominion Valley Country Club"	71599	NA	NA	"vwuds_flag_coord"
68433	"Dominion Valley Country Club"	71599	NA	NA	"vwuds_flag_coord"
68434	"Dominion Valley Country Club"	71599	NA	NA	"vwuds_flag_coord"
68435	"Ringgold Golf Club"	71591	NA	NA	"vwuds_flag_coord"
68436	"Ringgold Golf Club"	71591	NA	NA	"vwuds_flag_coord"
68438	"Heritage Hall #10 Nursing Home"	71669	NA	NA	"vwuds_flag_coord"
68439	"Fort A. P. Hill Water System"	90592	NA	NA	"vwuds_flag_coord"
68441	"CEDARBROOKE"	71691	NA	NA	"vwuds_flag_coord"
68443	"ST. TAMMANYS LANDING"	71708	NA	NA	"vwuds_flag_coord"
68445	"PRESIDENTIAL LAKES"	71730	NA	NA	"vwuds_flag_coord"
68446	"HEATHERSTONE"	71747	NA	NA	"vwuds_flag_coord"
68449	"Blue Ridge Country Club"	71685	NA	NA	"vwuds_flag_coord"
68470	"FRANKLIN ACRES SERVICE AREA"	73820	NA	NA	"vwuds_flag_coord"
68471	"ARLINGTON GOLF COURSE"	73741	NA	NA	"vwuds_flag_coord"
68482	"LAKE SHAWNEE SERVICE AREA"	73806	NA	NA	"vwuds_flag_coord"
68485	"Rees Vineyard"	71578	36.5	36.5	"vwuds_flag_coord"
68493	"CHARLOTTE CT HSE SERVICE AREA"	73739	NA	NA	"vwuds_flag_coord"
68494	"CHARLOTTE CT HSE SERVICE AREA"	73739	NA	NA	"vwuds_flag_coord"
68500	"WYTHEVILLE FISH HATCHERY"	74365	NA	NA	"vwuds_flag_coord"
68501	"HIGH SCHOOL AND ELEMENTARY SCHOOL WELL SYSTEM"	71577	NA	NA	"vwuds_flag_coord"
68522	"YAROS FARMS INC"	72380	NA	NA	"vwuds_flag_coord"
68525	"YAROS FARMS INC"	72380	NA	NA	"vwuds_flag_coord"
68529	"Tuckers Recreational Park"	72014	NA	NA	"vwuds_flag_coord"
68540	"Lake Packing Company, Inc."	67341	NA	NA	"vwuds_flag_coord"
68545	"Lake Packing Company, Inc."	67341	NA	NA	"vwuds_flag_coord"
74477	"Winton Country Club and Golf Course"	72371	NA	NA	"vwuds_flag_coord"
74483	"Emporia Country Club"	72318	36.75265	77.49735	"vwuds_flag_coord"
74485	"Henry Fitzgerald Farm"	73215	NA	NA	"vwuds_flag_coord"
74488	"Henry Fitzgerald Farm"	73215	NA	NA	"vwuds_flag_coord"
74491	"PIANKATANK RIVER GOLF CLUB"	71811	NA	NA	"vwuds_flag_coord"
74499	"Hat Creek Golf Course"	71731	NA	NA	"vwuds_flag_coord"
74501	"CEDARS COUNTRY CLUB"	72222	NA	NA	"vwuds_flag_coord"
74504	"KISKIACK GOLF CLUB"	72435	NA	NA	"vwuds_flag_coord"
74506	"The Regency at Dominion Valley"	72444	NA	NA	"vwuds_flag_coord"
74508	"Creighton Farms, The Club at "	72017	NA	NA	"vwuds_flag_coord"
74523	"Appleland Sport Center"	71724	NA	NA	"vwuds_flag_coord"
90364	"Birch Island Apartments"	67414	NA	NA	"vwuds_flag_coord"
90365	"Birch Island Apartments"	67414	NA	NA	"vwuds_flag_coord"
90366	"Sussex Courthouse"	67352	NA	NA	"vwuds_flag_coord"
90451	"OLD HICKORY GOLF CLUB"	72219	NA	NA	"vwuds_flag_coord"
90462	"BEAVER HILLS GOLF COURSE"	90430	NA	NA	"vwuds_flag_coord"
90469	"OLD HICKORY GOLF CLUB"	72219	NA	NA	"vwuds_flag_coord"
90473	"Colonial Hills Golf Course"	90428	NA	NA	"vwuds_flag_coord"
90474	"KING CARTER GOLF CLUB"	90417	NA	NA	"vwuds_flag_coord"
90475	"Colonial Hills Golf Course"	90428	NA	NA	"vwuds_flag_coord"
90479	"MAGNOLIA GREEN GOLF CLUB"	90432	NA	NA	"vwuds_flag_coord"
90480	"Monte Vista Golf Course"	90433	NA	NA	"vwuds_flag_coord"
90483	"Millwood Country Club"	90439	NA	NA	"vwuds_flag_coord"
90486	"Gordon Trent Golf Course"	90444	NA	NA	"vwuds_flag_coord"
90488	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90489	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90490	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90492	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90494	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90496	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90498	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90500	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90502	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90505	"PACKSADDLE RIDGE GOLF CLUB, LLC"	90420	NA	NA	"vwuds_flag_coord"
90509	"SOUTH RIDING GOLF"	90413	NA	NA	"vwuds_flag_coord"
90510	"PLEASANT VALLEY GOLF"	90412	NA	NA	"vwuds_flag_coord"
90517	"DRAPER VALLEY GOLF CLUB"	90429	NA	NA	"vwuds_flag_coord"
91190	"Potomac and Westmoreland Shores"	67236	NA	NA	"vwuds_flag_coord"
91196	"Gloucester County Public Utilities"	67688	NA	NA	"vwuds_flag_coord"
163287	"MAGNOLIA GREEN GOLF CLUB"	90432	NA	NA	"vwuds_flag_coord"
163289	"Augustine Golf Club"	179223	NA	NA	"vwuds_flag_coord"
163290	"Auburn Hills Golf Club"	90442	NA	NA	"vwuds_flag_coord"
163294	"LONGVIEW GOLF COURSE"	179227	NA	NA	"vwuds_flag_coord"
176308	"Foxwells Community Water System"	67409	NA	NA	"vwuds_flag_coord"
191592	"VANSANT NO. 2 PREP PLANT"	68671	NA	NA	"vwuds_flag_coord"
