"DEQ.ID.of.Source"	"FacilityName"	"FacilityID"	"Latitude"	"Longitude"	"flag"	"Corrected_Latitude"	"Corrected_Longitude"
60383	"WAYSIDE FARM MARKET"	2329	0.1	0	"vwuds_flag_coord"	37.647331	-75.756506
60386	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
60387	"JOHN T WILLIAMS"	1163	0.1	0	"vwuds_flag_coord"	36.747961	-78.567291
60388	"KELLEY FARMS INC."	1182	0.1	0	"vwuds_flag_coord"	37.979139	-75.530233
60391	"Duer Home Farm"	616	0.1	0	"vwuds_flag_coord"	37.588117	-75.783198
60392	"J H WILLIAMS"	1099	0.1	0	"vwuds_flag_coord"	36.868611111	-79.463611111
60397	"Farm Ponds"	715	0.1	0	"vwuds_flag_coord"	36.7225	-79.4925
60400	"ASHLAND BERRY FARM"	29	0.1	0	"vwuds_flag_coord"	37.855772	-77.532185
60403	"BLACKWATER HOG FARM"	185	0.1	0	"vwuds_flag_coord"	36.677473	-75.984732
60404	"HAWKINS BROTHERS FARM"	946	0.1	0	"vwuds_flag_coord"	37.103632	-79.125436
60405	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
60408	"TICONDEROGA FARMS"	2169	0.1	0	"vwuds_flag_coord"	38.889371	-77.537345
60409	"LAKE PACKING COMPANY INC"	1249	0.1	0	"vwuds_flag_coord"	37.972222222	-76.467222222
60410	"FROG HOLLOW SOD FARM INC"	787	0.1	0	"vwuds_flag_coord"	37.695277777	-76.998611111
60415	"JOHN T WILLIAMS"	1163	0.1	0	"vwuds_flag_coord"	36.747961	-78.567291
60416	"BASS FARMS"	109	0.1	0	"vwuds_flag_coord"	37.161864	-79.070868
60428	"RENWOOD FARMS INC"	1788	0.1	0	"vwuds_flag_coord"	37.245833333	-76.945833333
60430	"EMMETT HAZELWOOD JR."	679	0.1	0	"vwuds_flag_coord"	36.544466	-79.539117
60431	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
60432	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
60433	"RIVER ROAD FARM"	1827	0.1	0	"vwuds_flag_coord"	36.691215	-76.934825
60437	"JOHN N MILLS & SONS - 3 FARMS"	1161	0.1	0	"vwuds_flag_coord"	37.772957	-77.307285
60439	"JOHN N MILLS & SONS - 3 FARMS"	1161	0.1	0	"vwuds_flag_coord"	37.772957	-77.307285
60446	"BALLARD FARM"	98	0.1	0	"vwuds_flag_coord"	37.917692	-75.372709
60449	"LAWRENCE HOBBS"	1278	0.1	0	"vwuds_flag_coord"	37.155706	-77.853189
60450	"RIVER ROAD FARM"	1827	0.1	0	"vwuds_flag_coord"	36.691215	-76.934825
60451	"HOLLY HILL FARM CORP"	1015	0.1	0	"vwuds_flag_coord"	38.038476	-77.374313
60452	"HOLLY HILL FARM CORP"	1015	0.1	0	"vwuds_flag_coord"	38.038476	-77.374313
60453	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
60456	"RONALD W CREWS"	1879	0.1	0	"vwuds_flag_coord"	36.707346	-78.7433
60457	"SUNSET VIEW FARM"	2101	0.1	0	"vwuds_flag_coord"	36.783051	-76.853599
60458	"DIAMOND GROVE FARM INC"	578	0.1	0	"vwuds_flag_coord"	36.717777777	-77.931666666
60460	"WESTMORELAND BERRY FARM"	2353	0.1	0	"vwuds_flag_coord"	38.136449	-77.047223
60465	"LAKE WILDERNESS SERVICE AREA"	1254	0.1	0	"vwuds_flag_coord"	38.312777777	-77.739166666
60467	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
60468	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.199231	-76.005575
60469	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
60477	"WESTMORELAND BERRY FARM"	2353	0.1	0	"vwuds_flag_coord"	38.136449	-77.047223
60480	"JOHNNY DAVIS"	1165	0.1	0	"vwuds_flag_coord"	38.164444	-77.160833
60481	"HORSESHOE FARM"	1035	0.1	0	"vwuds_flag_coord"	37.662777777	-77.133888888
60484	"TUSCARORA COUNTRY CLUB"	2212	39.668611111111	-79.431944444444	"vwuds_flag_coord"	36.668611111	-79.431944444
60486	"Farms"	718	0.1	0	"vwuds_flag_coord"	37.063439	-79.134524
60488	"Brink Concentrator Site System"	240	37	77	"vwuds_flag_coord"	37	-77
60493	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
60495	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
60501	"RONALD W CREWS"	1879	0.1	0	"vwuds_flag_coord"	36.707346	-78.7433
60502	"RONALD W CREWS"	1879	0.1	0	"vwuds_flag_coord"	36.707346	-78.7433
60503	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
60504	"CLAIBORNE FARMS"	415	0.1	0	"vwuds_flag_coord"	36.694307	-78.490812
60505	"Household, Barn and Lawn"	1036	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
60510	"DIFFICULT HILL FARM"	583	0.99	-0.99	"vwuds_flag_coord"	37.825043	-77.233127
60511	"LAKE WILDERNESS SERVICE AREA"	1254	0.1	0	"vwuds_flag_coord"	38.312777777	-77.739166666
60513	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
60519	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
60521	"Farms"	718	0.1	0	"vwuds_flag_coord"	37.063439	-79.134524
60524	"ROBERT I MAPP"	1852	0.1	0	"vwuds_flag_coord"	37.421344444	-75.923234883
60564	"David's Nursery"	550	0.1	0	"vwuds_flag_coord"	37.528005555	-75.893555555
60569	"BOISSEVAIN SERVICE AREA"	207	0.1	0	"vwuds_flag_coord"	37.263055555	-81.379166666
60571	"W.T. HOLLAND & SONS, INC"	2282	0.1	0.1	"vwuds_flag_coord"	37.993366	-75.574312
60599	"Barry D Knight Hog Farm"	104	0.1	0.1	"vwuds_flag_coord"	36.677481	-75.984743
60649	"KEVIN WHITE"	1195	0.1	0	"vwuds_flag_coord"	36.746792	-79.237733
60660	"Manassas"	1359	0.1	0	"vwuds_flag_coord"	38.7575	-77.449722222
60664	"BALLARD FARM"	98	0.1	0	"vwuds_flag_coord"	37.917692	-75.372709
60689	"Household, Barn and Lawn"	1036	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
60699	"BRICKHOUSE FARM"	233	0.1	0	"vwuds_flag_coord"	37.258888888	-75.9325
60700	"BALLARD FARM"	98	0.1	0	"vwuds_flag_coord"	37.917692	-75.372709
60701	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
60708	"RICKS AND VANS"	1810	0.1	0	"vwuds_flag_coord"	38.312171	-77.408809
60736	"TIDES GOLF LODGE INC., THE"	2170	0.1	0	"vwuds_flag_coord"	37.671388888	-76.432777777
60766	"CURTIS MITCHELL"	514	0.1	0	"vwuds_flag_coord"	37.066845	-77.473629
60783	"RIVERSIDE FARM"	1835	0.1	0.1	"vwuds_flag_coord"	37.708055555	-77.212299
60799	"CHARLOTTE CT HSE SERVICE AREA"	376	0.1	0	"vwuds_flag_coord"	37.056358	-78.632163
60802	"CONCORD CONCENTRATOR SITE"	472	36.5245	-77.3435	"vwuds_flag_coord"	36.5245	-77.3435
60817	"CONCORD CONCENTRATOR SITE"	472	36.5226	-77.3429	"vwuds_flag_coord"	36.5226	-77.3429
60829	"CONCORD CONCENTRATOR SITE"	472	36.5213	-77.344	"vwuds_flag_coord"	36.5213	-77.344
60834	"CONCORD CONCENTRATOR SITE"	472	36.5309	-77.3425	"vwuds_flag_coord"	36.5309	-77.3425
60835	"DONALD L MOORE"	596	0.1	0	"vwuds_flag_coord"	36.663799	-79.491908
60876	"Household, Barn and Lawn"	1036	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
60919	"WAYSIDE FARM MARKET"	2329	0.1	0	"vwuds_flag_coord"	37.647331	-75.756506
60957	"Oak Shades Mobile Home Park"	1581	99	-99	"vwuds_flag_coord"	37.173017	-77.209602
60986	"Bell Nursery (formerly Blue Ridge Growers, Inc.)"	136	0.1	0	"vwuds_flag_coord"	38.436944444	-77.861666666
60987	"SS RESEARCH FARM"	2053	0.1	0	"vwuds_flag_coord"	37.514966	-76.984842
60988	"HAROLD R MASSIE"	936	0.1	0	"vwuds_flag_coord"	38.128241	-79.019847
60991	"INDEPENDENT SYSTEMS"	1070	NA	NA	"vwuds_flag_coord"	36.980395	-76.626099
60992	"WILLIAM H ROGERS JR"	2380	0.1	0	"vwuds_flag_coord"	36.742361	-79.373298
60993	"W E HUNTER"	2277	0.1	0	"vwuds_flag_coord"	36.664567	-76.593792
61011	"CARL BOUSMAN"	324	0.1	0	"vwuds_flag_coord"	36.915178	-79.667625
61015	"GEORGE H LOVELL"	815	0.1	0	"vwuds_flag_coord"	37.649239	-75.741367
61018	"RICHARD D TURNER"	1799	0.1	0	"vwuds_flag_coord"	36.924379	-79.44107
61020	"CURLES NECK FARM"	512	0.1	0	"vwuds_flag_coord"	37.367269	-77.284173
61024	"WISE FARM LLC"	2415	0.1	0	"vwuds_flag_coord"	38.292975	-78.972816
61025	"Somerset"	2018	0.1	0	"vwuds_flag_coord"	38.207564	-78.21806
61026	"SPRING HOLLOW RESERVOIR"	2044	0.1	0	"vwuds_flag_coord"	37.231	-80.1761
61027	"LAKE WILDERNESS SERVICE AREA"	1254	0.1	0	"vwuds_flag_coord"	38.312777777	-77.739166666
61040	"REUSENS HYDROPOWER PLANT"	1793	99	-99	"vwuds_flag_coord"	37.463623	-79.185839
61049	"RADFORD HYDROPOWER PLANT"	1747	99	-99	"vwuds_flag_coord"	37.075108	-80.584824
61055	"GARY AND RHONDA GUTHRIE"	804	0.1	0	"vwuds_flag_coord"	37.017222222	-79.040555555
61063	"W J MIDKIFF"	2278	0.1	0	"vwuds_flag_coord"	37.405159	-77.650893
61076	"TERRY A. MOORE"	2136	0.1	0	"vwuds_flag_coord"	36.834621	-79.439792
61077	"T HUME DIXON III"	2118	0.1	0	"vwuds_flag_coord"	37.188164	-75.947269
61083	"DAVID A MILLER"	542	0.1	0	"vwuds_flag_coord"	38.510351	-78.780196
61130	"EDWARD G BULLOCK"	658	0.1	0	"vwuds_flag_coord"	36.751919	-78.491557
61288	"BAYSHORE FARMS"	123	0.1	0	"vwuds_flag_coord"	37.260859	-76.020079
61349	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
61356	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
61362	"VIRGINIA BEACH KOA CAMPGROUND"	2258	-99	99	"vwuds_flag_coord"	36.796213	-75.992526
61417	"Greenbrier Farms Nursery"	896	0.1	0	"vwuds_flag_coord"	36.637222222	-76.222777777
61441	"JERRIDALE FARM"	1141	0.1	0	"vwuds_flag_coord"	38.336507	-78.782618
61459	"ROBERT S BARNES"	1856	0.1	0	"vwuds_flag_coord"	37.005434	-77.577263
61476	"ALICE BARNES"	74	0.1	0	"vwuds_flag_coord"	36.91845	-77.572928
61477	"HERBERT W LINTHICUM"	964	0.1	0	"vwuds_flag_coord"	36.905319	-79.496501
61480	"GOLDEN VIEW FARM"	863	0.1	0	"vwuds_flag_coord"	38.406111111	-79.045277777
61485	"Robert Watkins farm"	1861	0.1	0	"vwuds_flag_coord"	37.179722222	-77.690833333
61491	"AMOS BOWMAN"	6	0.1	0	"vwuds_flag_coord"	36.669426	-80.499147
61492	"KELLEY FARMS INC."	1182	0.1	0	"vwuds_flag_coord"	37.979139	-75.530233
61493	"EDNA A MAHAN"	656	0.1	0	"vwuds_flag_coord"	36.890472	-79.549472
61500	"RUBEN W TUCKER"	1897	0.1	0	"vwuds_flag_coord"	37.00703	-79.15905
61501	"GAYRE KELLY"	810	0.1	0	"vwuds_flag_coord"	36.973848	-79.194904
61502	"BRYANT TOBACCO COMPANY"	261	0.1	0	"vwuds_flag_coord"	36.892719	-79.450256
61516	"BASS FARMS"	109	0.1	0	"vwuds_flag_coord"	37.092081	-79.0359
61522	"WILLIAMS CATTLE CO LLC"	2384	0.1	0	"vwuds_flag_coord"	36.767728	-76.61927
61528	"FRANK L BAILEY"	772	0.1	0	"vwuds_flag_coord"	36.960992	-78.414247
61533	"W.T. HOLLAND & SONS, INC"	2282	0.1	0.1	"vwuds_flag_coord"	37.993366	-75.574312
61537	"NICHOL RIVER FARM"	1533	0.1	0	"vwuds_flag_coord"	38.305277777	-78.822777777
61540	"CHARLES WEST"	374	0.1	0	"vwuds_flag_coord"	37.438918	-75.88085
61545	"BELLE MEADE FARM"	139	0.1	0	"vwuds_flag_coord"	38.568284	-78.232078
61553	"AUGUSTA FORESTRY CENTER"	41	0.1	0	"vwuds_flag_coord"	38.18	-78.85
61554	"CHEROKEE POINT FARMS"	387	0.1	0	"vwuds_flag_coord"	37.469246	-75.930752
61561	"FAIRFIELD FARM INC"	702	0.1	0	"vwuds_flag_coord"	37.551267	-76.446069
61582	"Tankards Rest"	2129	0.1	0	"vwuds_flag_coord"	37.500234	-75.856813
61583	"RIVERSIDE FARM"	1835	0.1	0	"vwuds_flag_coord"	37.708055555	-77.234166666
61598	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
61603	"RIVER ROAD FARM"	1827	0.1	0	"vwuds_flag_coord"	36.691215	-76.934825
61606	"HORSESHOE FARM"	1035	0.1	0	"vwuds_flag_coord"	37.662777777	-77.133888888
61642	"BAYSHORE FARMS"	123	0.1	0	"vwuds_flag_coord"	37.260859	-76.020079
61649	"Brink Concentrator Site System"	240	36	77	"vwuds_flag_coord"	36.65205	-77.61507
61657	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
61683	"LINDA S WILMOTH"	1303	0.1	0	"vwuds_flag_coord"	36.885961	-79.166377
61792	"BETHEL HEIGHTS"	161	99	-99	"vwuds_flag_coord"	36.981025	-76.619995
61832	"KEY WEST SERVICE AREA"	1196	0.1	0	"vwuds_flag_coord"	38.060833333	-78.446111111
61890	"CREEK RUN FARM"	493	0.1	0	"vwuds_flag_coord"	38.190853	-79.404675
61909	"KEY WEST SERVICE AREA"	1196	0.1	0	"vwuds_flag_coord"	38.060833333	-78.446111111
61989	"RAYMOND LEE STOWE"	1770	0.1	0	"vwuds_flag_coord"	36.737069	-79.485758
62005	"Charles West Farm"	375	99	-99	"vwuds_flag_coord"	37.43319	-75.875853
62014	"MT AIRY FARM"	1485	0.1	0	"vwuds_flag_coord"	37.969189	-76.787511
62016	"BLACKWATER HOG FARM"	185	0.1	0	"vwuds_flag_coord"	36.677473	-75.984732
62044	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
62051	"JAMES R RIDEOUT"	1121	0.1	0	"vwuds_flag_coord"	36.86631	-77.547916
62054	"Household, Barn and Lawn"	1036	99	-99	"vwuds_flag_coord"	38.429939	-77.422312
62060	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
62070	"HEART SEVENTEEN PRODUCE INC"	953	0.1	0	"vwuds_flag_coord"	37.568888888	-76.362777777
62081	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
62107	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
62113	"Wilkins Brothers Dairy LLC"	2374	0.1	0	"vwuds_flag_coord"	38.709444444	-78.643888888
62133	"WILLIAM BAIN FARMS @ Leonard Harrison Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
62140	"RAY NEWMAN"	1767	0.1	0	"vwuds_flag_coord"	36.873685	-76.118763
62142	"GEORGE V CRADDOCK"	818	0.1	0	"vwuds_flag_coord"	37.002781	-79.171693
62143	"J P LINGERFELT"	1101	0.1	0	"vwuds_flag_coord"	37.046686	-77.693772
62159	"DIFFICULT HILL FARM"	583	0.99	-0.99	"vwuds_flag_coord"	37.825043	-77.233127
62227	"Duer Home Farm"	616	0.1	0	"vwuds_flag_coord"	37.588117	-75.783198
62243	"GERALD B WILLIAMS"	823	0.1	0	"vwuds_flag_coord"	36.862	-79.673335
62370	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
62388	"ROBERT T LEWIS SR"	1857	0.1	0	"vwuds_flag_coord"	36.555316	-79.466735
62395	"EUGENE EDMONDS"	688	0.1	0	"vwuds_flag_coord"	36.953647	-79.358828
62396	"MATTHEW L. AARON JR."	1395	0.1	0	"vwuds_flag_coord"	36.800686	-79.598442
62400	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
62408	"I R INTERNATIONAL INC"	1051	0.1	0	"vwuds_flag_coord"	37.500833333	-77.341111111
62419	"WILLIAM BAIN FARMS @ Fraser Farm"	2376	0.1	0	"vwuds_flag_coord"	36.961555	-77.570841
62513	"FROG HOLLOW SOD FARM INC"	787	0.1	0	"vwuds_flag_coord"	37.695277777	-76.998611111
62626	"RIVERHILL FARMS LLC"	1831	0.1	0.1	"vwuds_flag_coord"	38.319525	-78.784029
62665	"C T STEPHENS"	300	0.1	0	"vwuds_flag_coord"	38.900933	-78.372786
62666	"EMERSON BROTHERS"	678	0.1	0	"vwuds_flag_coord"	36.717135	-79.458133
62667	"BLACKWATER HOG FARM"	185	0.1	0	"vwuds_flag_coord"	36.677473	-75.984732
62668	"Bell Nursery (formerly Blue Ridge Growers, Inc.)"	136	0.1	0	"vwuds_flag_coord"	38.436944444	-77.861666666
62672	"EMERSON BROTHERS"	678	0.1	0	"vwuds_flag_coord"	36.717135	-79.458133
62678	"MILLWOOD"	1441	0.1	0	"vwuds_flag_coord"	36.694563	-78.928003
62694	"OTTOBINE DAIRY"	1611	0.1	0.1	"vwuds_flag_coord"	38.444857	-79.057172
62701	"LEWIS A MITCHELL"	1295	0.1	0	"vwuds_flag_coord"	36.83032	-79.39309
62731	"SPRINGFIELD GOLF & COUNTRY CLB"	2047	0.1	0	"vwuds_flag_coord"	38.756944444	-77.235555555
62757	"M GLENN HUTCHERSON"	1347	0.1	0	"vwuds_flag_coord"	36.994724	-79.168329
62854	"CREEK RUN FARM"	493	0.1	0	"vwuds_flag_coord"	38.190853	-79.404675
62863	"Farm Ponds"	715	0.1	0	"vwuds_flag_coord"	36.7225	-79.4925
62938	"GLEN ADAMS"	834	0.1	0	"vwuds_flag_coord"	36.832695	-79.236356
62940	"CARL V SHELL"	325	0.1	0	"vwuds_flag_coord"	37.138961	-77.510152
62963	"LAKE PACKING COMPANY INC"	1249	0.1	0	"vwuds_flag_coord"	37.972222222	-76.467222222
62985	"Mappsville North Complex"	1368	0.1	0	"vwuds_flag_coord"	37.615278	-75.806944
62987	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
62991	"RONNIE HAYMORE"	1880	0.1	0	"vwuds_flag_coord"	36.817663	-79.397196
63036	"MACK'S BLUEBERRY FARM"	1353	0.1	0	"vwuds_flag_coord"	37.425048	-76.356475
63044	"GEORGE T BRYANT JR"	817	0.1	0	"vwuds_flag_coord"	36.571111111	-80.404166666
63083	"EVELYN D MCPHERSON"	689	0.1	0	"vwuds_flag_coord"	37.216917	-80.436733
63130	"Colonial Williamsburg -New Golf Course"	468	36.261111111111	-76.686111111111	"vwuds_flag_coord"	37.261111111	-76.686111111
63157	"TATTERSON GREENHOUSE INC"	2132	0.1	0	"vwuds_flag_coord"	37.387241	-76.318249
63203	"YAROS FARMS INC"	2445	0.1	0	"vwuds_flag_coord"	37.19862	-75.979445
63205	"HAWKINS BROTHERS FARM"	946	0.1	0	"vwuds_flag_coord"	37.103632	-79.125436
63233	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
63247	"WILLIAM K PEARSON JR"	2382	0.1	0	"vwuds_flag_coord"	36.916418	-79.454469
63252	"F.A. HOLLAND & SONS"	697	0.1	0	"vwuds_flag_coord"	38.007352	-75.433971
63272	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63274	"ROSLYN FARM"	1884	0.1	0	"vwuds_flag_coord"	37.242824	-77.389995
63277	"SIX-O-FIVE VILLAGE"	1982	99	-99	"vwuds_flag_coord"	37.97353	-77.915601
63286	"SYDNOR - small well systems"	2114	0.1	0	"vwuds_flag_coord"	37.526263	-76.419289
63292	"INGLESIDE PLANTATION NURSERIES"	1082	0.1	0	"vwuds_flag_coord"	38.151928	-77.005976
63307	"SELDOM RESTS FARMS"	1944	0.1	0	"vwuds_flag_coord"	36.757456	-77.847185
63320	"ROSCOE O MARTIN"	1881	0.1	0	"vwuds_flag_coord"	37.526929	-79.860335
63333	"TOMMY R LAW"	2178	0.1	0	"vwuds_flag_coord"	36.743211	-79.475095
63343	"WAYNE T HEATH FARMS INC"	2321	0.1	0	"vwuds_flag_coord"	37.182777777	-75.990277777
63344	"GREEN ACRES FARMS"	888	0.1	0	"vwuds_flag_coord"	37.719794	-75.665741
63363	"FRIEDENSHEIM"	785	0.1	0	"vwuds_flag_coord"	37.564905	-77.884809
63364	"WALLACE J WYATT"	2288	0.1	0	"vwuds_flag_coord"	36.942155	-79.146085
63365	"NICK KERNICH"	1534	0.1	0	"vwuds_flag_coord"	37.597324	-77.925462
63366	"WEST NURSERY"	2344	0.1	0	"vwuds_flag_coord"	37.791709	-77.586778
63371	"RAPIDAN BERRY GARDENS"	1756	0.1	0	"vwuds_flag_coord"	38.312661	-78.065794
63379	"ALVIN RICE JR"	1	0.1	0	"vwuds_flag_coord"	36.970408	-77.846933
63381	"WILLIAM G YEOMAN III"	2379	0.1	0	"vwuds_flag_coord"	36.982243	-76.63103
63384	"BAYSHORE FARMS"	123	0.1	0	"vwuds_flag_coord"	37.260859	-76.020079
63385	"B S MATTHEWS AND SONS"	94	0.1	0	"vwuds_flag_coord"	37.874102	-75.523659
63386	"JOHN L PARKS"	1160	0.1	0	"vwuds_flag_coord"	37.82498	-75.625102
63387	"JOHN E KELLAM"	1154	0.1	0	"vwuds_flag_coord"	37.564628	-75.80713
63388	"Herbert Nottingham Farm (Cheapside)"	963	0.1	0	"vwuds_flag_coord"	37.313745	-75.93105
63390	"Perkins Farm"	1656	0.1	0	"vwuds_flag_coord"	37.323964	-75.924585
63391	"LYNNBRIER CREENHOUSE INC"	1343	0.1	0	"vwuds_flag_coord"	36.761483	-76.204284
63402	"LLOYD PATTON ALDERSON"	1314	0.1	0	"vwuds_flag_coord"	36.710272	-79.177699
63403	"STANLEY OWENS"	2062	0.1	0	"vwuds_flag_coord"	36.644061	-79.53599
63405	"VERNON G JACOBS"	2241	0.1	0	"vwuds_flag_coord"	37.009263	-79.269444
63407	"RAYMOND G. ROWLAND SR."	1769	0.1	0	"vwuds_flag_coord"	36.972014	-79.303708
63408	"ELWOOD L. GOSNEY"	677	0.1	0	"vwuds_flag_coord"	36.682449	-79.316907
63409	"JOHN COLLIE JR"	1153	0.1	0	"vwuds_flag_coord"	36.735134	-79.257786
63410	"WK FARMS"	2416	0.1	0	"vwuds_flag_coord"	37.035642	-79.227377
63411	"HOBGOOD NURSERY"	1003	0.1	0	"vwuds_flag_coord"	36.604673	-78.63129
63413	"RICHARD D WOOD"	1800	0.1	0	"vwuds_flag_coord"	36.756217	-79.568662
63416	"Bennetts Creek Wholesale Nursery"	147	0.1	0	"vwuds_flag_coord"	36.874687	-76.466247
63417	"JOHN HENRY BYRUM"	1158	0.1	0	"vwuds_flag_coord"	36.812926	-76.672178
63418	"RICHARD BYRUM"	1798	0.1	0	"vwuds_flag_coord"	36.80048	-76.685345
63421	"KENNETH C LITTLE"	1186	0.1	0	"vwuds_flag_coord"	37.058597	-77.675536
63422	"ERNEST B LEE"	686	0.1	0	"vwuds_flag_coord"	37.071072	-77.644517
63423	"GERARD B ROGERSON"	824	0.1	0	"vwuds_flag_coord"	37.019382	-77.576498
63429	"PAUL C LEWIS"	1635	0.1	0	"vwuds_flag_coord"	36.953921	-79.358914
63430	"HOWARD B LESTER PROPERTY"	1038	0.1	0	"vwuds_flag_coord"	36.71362	-79.395731
63431	"B C RIGNEY"	93	0.1	0	"vwuds_flag_coord"	36.894472	-79.397905
63432	"FRANK L BAILEY"	772	0.1	0	"vwuds_flag_coord"	36.960992	-78.414247
63433	"G E MILAM"	795	0.1	0	"vwuds_flag_coord"	37.464882	-79.204591
63434	"FULTON C CONNER"	794	0.1	0	"vwuds_flag_coord"	36.942888	-78.805002
63435	"GEORGE W FANSON III"	819	0.1	0	"vwuds_flag_coord"	36.779673	-79.164898
63436	"WAYNE PARRISH"	2320	0.1	0	"vwuds_flag_coord"	36.925462	-78.029661
63437	"MORTAGE MANOR"	1464	0.1	0	"vwuds_flag_coord"	38.200426	-79.24516
63438	"WRIGHT BROTHERS"	2435	0.1	0	"vwuds_flag_coord"	38.145136	-79.0699929
63439	"OLIVER C MAYHEW JR"	1602	0.1	0	"vwuds_flag_coord"	36.736891	-79.362536
63440	"DAVID AND LEWIS GREGORY"	543	0.1	0	"vwuds_flag_coord"	36.791697	-79.202287
63441	"M D ROBERTS"	1345	0.1	0	"vwuds_flag_coord"	36.981855	-77.765804
63442	"JONES H BARKSDALE JR"	1172	0.1	0	"vwuds_flag_coord"	36.835048	-79.471819
63444	"DALTON FARMS"	531	0.1	0	"vwuds_flag_coord"	36.766666666	-80.083333333
63445	"JAMES N TERRY JR"	1120	0.1	0	"vwuds_flag_coord"	36.742127	-79.240564
63446	"J T CREWS"	1102	0.1	0	"vwuds_flag_coord"	37.352201	-79.243601
63447	"OLD POAGE FARM"	1595	0.1	0	"vwuds_flag_coord"	37.201595	-80.048755
63448	"G RUSSELL VAUGHAN JR"	796	0.1	0	"vwuds_flag_coord"	36.669225	-79.676044
63451	"SAMUEL TURNER & BOBBY HATCHETT"	1921	0.1	0	"vwuds_flag_coord"	36.844871	-79.707144
63452	"J L WALKER"	1100	0.1	0	"vwuds_flag_coord"	36.882585	-79.654938
63453	"Adams Ross"	61	0.1	0	"vwuds_flag_coord"	37.644613	-75.696425
63454	"DOUBLE B FARM"	601	0.1	0	"vwuds_flag_coord"	38.27906	-77.881105
63455	"OAK GREEN FARM"	1574	0.1	0	"vwuds_flag_coord"	38.33968	-77.943219
63456	"BEN F. KELLAM JR. ESTATE"	145	0.1	0	"vwuds_flag_coord"	37.473602	-75.889161
63457	"SCARLET MAPLE FARMS INC"	1926	0.1	0	"vwuds_flag_coord"	38.389538	-78.955927
63458	"JOHN WALKER"	1164	0.1	0	"vwuds_flag_coord"	38.083323	-79.056268
63459	"Midwood Farm"	1434	0.1	0	"vwuds_flag_coord"	37.202379	-75.966868
63460	"C DAVID PALMER"	298	0.1	0	"vwuds_flag_coord"	36.870772	-78.896008
63461	"I KEITH WHITE"	1050	0.1	0	"vwuds_flag_coord"	36.651806	-79.479058
63462	"WALTER PERKINS"	2294	0.1	0	"vwuds_flag_coord"	37.337787	-77.373533
63463	"DRUMHELLER'S ORCHARD"	612	0.1	0	"vwuds_flag_coord"	37.741578	-78.903123
63464	"KENNETH HUTCHERSON"	1188	0.1	0	"vwuds_flag_coord"	36.993001	-79.174093
63465	"COLONIAL FARM NURSERY"	461	0.1	0	"vwuds_flag_coord"	39.465511	-78.004298
63466	"LLOYD A OUTTEN JR"	1313	0.1	0	"vwuds_flag_coord"	37.473804	-75.930968
