"DEQ.ID.of.Source"	"FacilityName"	"Latitude"	"Longitude"	"vwuds_flag_coord"	"Corrected_Latitude"	"Corrected_Longitude"
978	"Becks Water System"	36.716944444	-76.662777777	""	36.716944444	-76.662777777
979	"Kilby Shores"	36.7225	-76.625888888	""	36.7225	-76.625888888
980	"Arbor Meadows"	36.871666666	-76.463138888	""	36.871666666	-76.463138888
981	"Nansemond Shores"	36.866055555	-76.501944444	""	36.866055555	-76.501944444
982	"S L Hines Water System"	36.689166666	-76.609722222	""	36.689166666	-76.609722222
991	"Franklin Virginia Mill"	36.643555555	-76.89105	""	36.643555555	-76.89105
992	"Deerfield Subdivision"	36.842111111	-76.465722222	""	36.842111111	-76.465722222
993	"Deerfield Subdivision"	36.842166666	-76.465611111	""	36.842166666	-76.465611111
994	"Lancaster Farms Incorporated"	36.868569444	-76.471116666	""	36.868569444	-76.471116666
995	"Albert G. Horton, Jr. Memorial Veterans Cemetery"	36.82575	-76.641444444	""	36.82575	-76.641444444
997	"Lake Kilby Water Treatment Facility"	36.747716666	-76.587177777	""	36.747716666	-76.587177777
999	"Albert G. Horton, Jr. Memorial Veterans Cemetery"	36.825666666	-76.641444444	""	36.825666666	-76.641444444
1001	"Village of Whaleyville"	36.588694444	-76.688138888	""	36.588694444	-76.688138888
1004	"Albert G. Horton, Jr. Memorial Veterans Cemetery"	36.82575	-76.641361111	""	36.82575	-76.641361111
1009	"Village of Whaleyville"	36.593916666	-76.681777777	""	36.593916666	-76.681777777
1019	"Quinton Estates"	37.522783333	-77.11585	""	37.522783333	-77.11585
1020	"Route 33 Corridor Water System"	37.492658333	-76.863197222	""	37.492658333	-76.863197222
1021	"Route 33 Corridor Water System"	37.505	-76.865	""	37.505	-76.865
1029	"Hermitage Farms Nursery"	37.473333333	-75.880225	""	37.473333333	-75.880225
1030	"Hermitage Farms Nursery"	37.473441666	-75.879763888	""	37.473441666	-75.879763888
1031	"Hermitage Farms Nursery"	37.473527777	-75.879533333	""	37.473527777	-75.879533333
1032	"Hermitage Farms Nursery"	37.470672222	-75.884702777	""	37.470672222	-75.884702777
1033	"Hermitage Farms Nursery"	37.470283333	-75.88465	""	37.470283333	-75.88465
1034	"Hermitage Farms Nursery"	37.469736111	-75.881347222	""	37.469736111	-75.881347222
1035	"Cape Charles Municipal Corporation"	37.268733333	-76.002483333	""	37.268733333	-76.002483333
1037	"Mount Warren (Custis) Farms"	37.487861111	-75.838305555	""	37.487861111	-75.838305555
1038	"Mount Warren (Custis) Farms"	37.489027777	-75.837611111	""	37.489027777	-75.837611111
1039	"Mount Warren (Custis) Farms"	37.489972222	-75.836916666	""	37.489972222	-75.836916666
1040	"Kellam (Eastville) Farm"	37.373916666	-75.974666666	""	37.373916666	-75.974666666
1041	"Kellam (Eastville) Farm"	37.373944444	-75.975333333	""	37.373944444	-75.975333333
1045	"Jones 3 Farm"	37.468916666	-75.901027777	""	37.468916666	-75.901027777
1046	"Jones 3 Farm"	37.46875	-75.900638888	""	37.46875	-75.900638888
1060	"Rip Rap Road Ready Mix Plant Well 1 2 and 3"	37.033805555	-76.353083333	""	37.033805555	-76.353083333
1062	"Rip Rap Road Ready Mix Plant Well 1 2 and 3"	37.033972222	-76.352833333	""	37.033972222	-76.352833333
1073	"Naval Security Activity Northwest"	36.569472222	-76.250611111	""	36.569472222	-76.250611111
1074	"Naval Security Activity Northwest"	36.568638888	-76.252194444	""	36.568638888	-76.252194444
1075	"VDOC -Saint Brides / Indian Creek Correctional Center"	36.612666666	-76.181527777	""	36.612666666	-76.181527777
1077	"Indian River Water Company"	36.818777777	-76.224111111	""	36.818777777	-76.224111111
1079	"Indian River Water Company"	36.817361111	-76.225527777	""	36.817361111	-76.225527777
1080	"Indian River Water Company"	36.819805555	-76.224944444	""	36.819805555	-76.224944444
1081	"Norfolk City of Nursery"	36.614341666	-76.191547222	""	36.614341666	-76.191547222
1085	"Indian River Water Company"	36.816388888	-76.224972222	""	36.816388888	-76.224972222
1088	"VDOC -Saint Brides / Indian Creek Correctional Center"	36.613722222	-76.182666666	""	36.613722222	-76.182666666
1092	"Woods Edge Dispatch Station Water System"	37.537938888	-77.205558333	""	37.537938888	-77.205558333
1094	"Colonial Downs Public Water System"	37.480277777	-77.0075	""	37.480277777	-77.0075
1095	"Kenwood Farms"	37.534172222	-77.113091666	""	37.534172222	-77.113091666
1096	"Woods Edge Dispatch Station Water System"	37.537058333	-77.202844444	""	37.537058333	-77.202844444
1098	"Quinton Park Water System"	37.520763888	-77.172297222	""	37.520763888	-77.172297222
1099	"Quinton Estates"	37.519022222	-77.1142	""	37.519022222	-77.1142
1100	"Northwest River/Western Branch Systems"	36.777527777	-76.460166666	""	36.777527777	-76.460166666
1103	"Northwest River/Western Branch Systems"	36.7855	-76.450527777	""	36.7855	-76.450527777
1105	"Bottoms Bridge"	37.514279044	-77.182871225	""	37.514279044	-77.182871225
1111	"Bottoms Bridge"	37.500519202	-77.167360966	""	37.500519202	-77.167360966
1112	"Bottoms Bridge"	37.502948483	-77.161648883	""	37.502948483	-77.161648883
1116	"New Kent Courthouse"	37.5125	-76.986111111	""	37.5125	-76.986111111
1117	"New Kent Courthouse"	37.514444444	-76.984427777	""	37.514444444	-76.984427777
1123	"Shore Memorial Hospital"	37.476361111	-75.862333333	""	37.476361111	-75.862333333
1124	"Exmore Town of"	37.543611111	-75.820277777	""	37.543611111	-75.820277777
1125	"Exmore Town of"	37.541666666	-75.820833333	""	37.541666666	-75.820833333
1127	"Shore Memorial Hospital"	37.475583333	-75.865194444	""	37.475583333	-75.865194444
1128	"Cherrystone Family Camping Resort"	37.289361111	-76.012055555	""	37.289361111	-76.012055555
1129	"Eastville Town of"	37.354736111	-75.943913888	""	37.354736111	-75.943913888
1130	"Eastville Town of"	37.354722222	-75.943913888	""	37.354722222	-75.943913888
1131	"Eastville Town of"	37.351669444	-75.938911111	""	37.351669444	-75.938911111
1132	"Sunset Beach Resort & Campground"	37.137958333	-75.968794444	""	37.137958333	-75.968794444
1133	"Cape Charles Municipal Corporation"	37.268055555	-76.006111111	""	37.268055555	-76.006111111
1134	"Cherrystone Family Camping Resort"	37.28925	-76.010888888	""	37.28925	-76.010888888
1135	"Cherrystone Family Camping Resort"	37.283333333	-76.010416666	""	37.283333333	-76.010416666
1138	"Cherrystone Family Camping Resort"	37.290722222	-76.012944444	""	37.290722222	-76.012944444
1139	"Cherrystone Family Camping Resort"	37.289861111	-76.012361111	""	37.289861111	-76.012361111
1142	"Sunset Beach Resort & Campground"	37.138080555	-75.968844444	""	37.138080555	-75.968844444
1143	"Cape Charles Municipal Corporation"	37.268611111	-76.003055555	""	37.268611111	-76.003055555
1147	"Edgewater Farm"	37.222938888	-75.981208333	""	37.222938888	-75.981208333
1152	"Cherrystone Family Camping Resort"	37.288361111	-76.012	""	37.288361111	-76.012
1153	"Cherrystone Family Camping Resort"	37.289305555	-76.011777777	""	37.289305555	-76.011777777
1155	"NTGarigulo LP Bull Farm"	37.149722222	-75.956111111	""	37.149722222	-75.956111111
1157	"NTGarigulo LP Bull Farm"	37.156388888	-75.955277777	""	37.156388888	-75.955277777
1158	"Kiptopeke State Park"	37.167388888	-75.974916666	""	37.167388888	-75.974916666
1160	"Kiptopeke State Park"	37.172111111	-75.97725	""	37.172111111	-75.97725
1161	"Bayshore Concrete Products Corp Cape Charles"	37.261944444	-76.021083333	""	37.261944444	-76.021083333
1163	"Bayshore Concrete Products Corp Cape Charles"	37.260777777	-76.023166666	""	37.260777777	-76.023166666
1164	"Bayshore Concrete Products Corp Cape Charles"	37.259805555	-76.023111111	""	37.259805555	-76.023111111
1165	"Cape Charles Municipal Corporation"	37.268277777	-76.00525	""	37.268277777	-76.00525
1167	"Bayshore Concrete Products Corp Cape Charles"	37.261777777	-76.021472222	""	37.261777777	-76.021472222
1170	"Cape Charles Municipal Corporation"	37.268611111	-76.006944444	""	37.268611111	-76.006944444
1173	"YMCA Family Campground"	37.494972222	-75.956777777	""	37.494972222	-75.956777777
1174	"YMCA Family Campground"	37.494833333	-75.956722222	""	37.494833333	-75.956722222
1178	"Sunset Beach Resort & Campground"	37.138336111	-75.9714	""	37.138336111	-75.9714
1179	"Sunset Beach Resort & Campground"	37.138077777	-75.971130555	""	37.138077777	-75.971130555
1180	"Sunset Beach Resort & Campground"	37.135708333	-75.967680555	""	37.135708333	-75.967680555
1181	"Lumber Hall Farm"	37.515109722	-75.834184444	""	37.515109722	-75.834184444
1182	"Lumber Hall Farm"	37.511965833	-75.837366111	""	37.511965833	-75.837366111
1183	"Lumber Hall Farm"	37.511473333	-75.836821111	""	37.511473333	-75.836821111
1184	"Lumber Hall Farm"	37.512098888	-75.839458333	""	37.512098888	-75.839458333
1185	"Lumber Hall Farm"	37.513092777	-75.839451944	""	37.513092777	-75.839451944
1186	"Lumber Hall Farm"	37.513406388	-75.835914444	""	37.513406388	-75.835914444
1187	"Lumber Hall Farm"	37.513676111	-75.837389166	""	37.513676111	-75.837389166
1188	"Lumber Hall Farm"	37.514845	-75.838755277	""	37.514845	-75.838755277
1189	"Lumber Hall Farm"	37.515065277	-75.838922222	""	37.515065277	-75.838922222
1190	"Lumber Hall Farm"	37.514758055	-75.839495	""	37.514758055	-75.839495
1191	"Lumber Hall Farm"	37.514584166	-75.839730277	""	37.514584166	-75.839730277
1192	"Lumber Hall Farm"	37.515385555	-75.83466	""	37.515385555	-75.83466
1193	"Lumber Hall Farm"	37.515981111	-75.835604722	""	37.515981111	-75.835604722
1198	"C and H Farms Incorporated"	37.3486	-75.969372222	""	37.3486	-75.969372222
1199	"C and H Farms Incorporated"	37.350947222	-75.970516666	""	37.350947222	-75.970516666
1200	"David's Nursery"	37.530833333	-75.901027777	""	37.530833333	-75.901027777
1201	"David's Nursery"	37.528005555	-75.893555555	""	37.528005555	-75.893555555
1202	"David's Nursery"	37.529855555	-75.894163888	""	37.529855555	-75.894163888
1203	"David's Nursery"	37.528947222	-75.896630555	""	37.528947222	-75.896630555
1204	"David's Nursery"	37.532083333	-75.901916666	""	37.532083333	-75.901916666
1205	"David's Nursery"	37.528283333	-75.899463888	""	37.528283333	-75.899463888
1210	"Tankard Farm"	37.223769444	-75.968813888	""	37.223769444	-75.968813888
1211	"Tankard Farm"	37.223852777	-75.968805555	""	37.223852777	-75.968805555
1212	"Wyatt Farm"	37.230930555	-75.952197222	""	37.230930555	-75.952197222
1217	"David's Nursery"	37.529805555	-75.889305555	""	37.529805555	-75.889305555
1219	"Herbert Nottingham Farm (Cheapside)"	37.2105	-75.986222222	""	37.2105	-75.986222222
1220	"Silver Beach Farm"	37.480194444	-75.957833333	""	37.480194444	-75.957833333
1221	"Eastville Town of"	37.354466666	-75.944188888	""	37.354466666	-75.944188888
1222	"David's Nursery"	37.531916666	-75.903083333	""	37.531916666	-75.903083333
1223	"Marshall/Johnson Farm"	37.535452777	-75.897075	""	37.535452777	-75.897075
1224	"Marshall/Johnson Farm"	37.538525	-75.896072222	""	37.538525	-75.896072222
1225	"Marshall/Johnson Farm"	37.539213888	-75.894766666	""	37.539213888	-75.894766666
1226	"Grapeland Farm"	37.537805555	-75.882455555	""	37.537805555	-75.882455555
1227	"Grapeland Farm"	37.541080555	-75.884080555	""	37.541080555	-75.884080555
1228	"Holts Neck Farm"	37.376944444	-75.894452777	""	37.376944444	-75.894452777
1229	"Cherrystone Family Camping Resort"	37.28575	-76.010861111	""	37.28575	-76.010861111
1232	"Cherrystone Family Camping Resort"	37.283305555	-76.010722222	""	37.283305555	-76.010722222
1239	"Kiptopeke State Park"	37.166944444	-75.977361111	""	37.166944444	-75.977361111
1240	"Bayshore Concrete Products Corp Cape Charles"	37.261583333	-76.022055555	""	37.261583333	-76.022055555
1241	"Bayshore Concrete Products Corp Cape Charles"	37.259527777	-76.020638888	""	37.259527777	-76.020638888
1242	"Bayshore Concrete Products Corp Cape Charles"	37.259472222	-76.020611111	""	37.259472222	-76.020611111
1243	"Bayshore Concrete Products Corp Cape Charles"	37.258694444	-76.022416666	""	37.258694444	-76.022416666
1244	"Bayshore Concrete Products Corp Cape Charles"	37.263166666	-76.021861111	""	37.263166666	-76.021861111
1249	"Machipongo Farm"	37.402875	-75.886875	""	37.402875	-75.886875
1250	"Machipongo Farm"	37.402591666	-75.887041666	""	37.402591666	-75.887041666
1251	"Machipongo Farm"	37.402063888	-75.88725	""	37.402063888	-75.88725
1252	"Machipongo Farm"	37.400733333	-75.887991666	""	37.400733333	-75.887991666
1257	"Holly Grove Farm"	37.495171158	-75.879707277	""	37.495171158	-75.879707277
1258	"Roberts Farm"	37.421344444	-75.923234883	""	37.421344444	-75.923234883
1260	"Scott Farm"	37.242027777	-75.973611111	""	37.242027777	-75.973611111
1261	"Long Farm"	37.234	-75.97175	""	37.234	-75.97175
1262	"Machipongo Farm"	37.400875	-75.888302777	""	37.400875	-75.888302777
1263	"Machipongo Farm"	37.402061111	-75.887	""	37.402061111	-75.887
1277	"Hermitage Farms Nursery"	37.473644444	-75.883038888	""	37.473644444	-75.883038888
1278	"Hermitage Farms Nursery"	37.473119444	-75.882630555	""	37.473119444	-75.882630555
1283	"Turner Farm"	37.5003379	-75.875512861	""	37.5003379	-75.875512861
1285	"Route 301 Water System"	37.143888888	-77.358333333	""	37.143888888	-77.358333333
1286	"Beechwood Manor"	37.293777777	-77.211472222	""	37.293777777	-77.211472222
1287	"Rivers Edge"	37.275555555	-77.202777777	""	37.275555555	-77.202777777
1288	"Beechwood Manor"	37.297111111	-77.205002777	""	37.297111111	-77.205002777
1289	"Pine Ridge Community"	37.216638888	-77.26	""	37.216638888	-77.26
1290	"Pine Ridge Community"	37.216638888	-77.260055555	""	37.216638888	-77.260055555
1291	"Pine Ridge Community"	37.216472222	-77.254611111	""	37.216472222	-77.254611111
1292	"Pine Ridge Community"	37.216305555	-77.254555555	""	37.216305555	-77.254555555
1293	"Wildwood Farms"	37.156527777	-77.327638888	""	37.156527777	-77.327638888
1294	"Rivers Edge"	37.277916666	-77.206083333	""	37.277916666	-77.206083333
1295	"Cedarwood Subdivision Water System"	37.1575	-77.338611111	""	37.1575	-77.338611111
1296	"Whispering Winds Mobile Home Park"	37.217777777	-77.275277777	""	37.217777777	-77.275277777
1297	"Whispering Winds Mobile Home Park"	37.219444444	-77.272083333	""	37.219444444	-77.272083333
1298	"Whispering Winds Mobile Home Park"	37.221111111	-77.274166666	""	37.221111111	-77.274166666
1299	"Route 301 Water System"	37.144533411	-77.359745927	""	37.144533411	-77.359745927
1301	"Beechwood Manor"	37.305944444	-77.22075	""	37.305944444	-77.22075
1302	"Food Lion Industrial Water Supply"	37.158611111	-77.286527777	""	37.158611111	-77.286527777
1303	"Food Lion Industrial Water Supply"	37.159527777	-77.284388888	""	37.159527777	-77.284388888
1304	"Holiday Inn Express"	37.146472222	-77.357833333	""	37.146472222	-77.357833333
1306	"Cardinal Golf Course at Fort Lee"	37.223361111	-77.316138888	""	37.223361111	-77.316138888
1307	"Cardinal Golf Course at Fort Lee"	37.224194444	-77.3275	""	37.224194444	-77.3275
1309	"Route 301 Water System"	37.148888888	-77.357777777	""	37.148888888	-77.357777777
1310	"Pine Ridge Community"	37.216388888	-77.2545	""	37.216388888	-77.2545
1312	"Solenis LLC"	36.650263888	-76.998533333	""	36.650263888	-76.998533333
1313	"Solenis LLC"	36.658088888	-77.007655555	""	36.658088888	-77.007655555
1314	"Solenis LLC"	36.654422222	-77.003622222	""	36.654422222	-77.003622222
1315	"AEC Virginia"	36.585111111	-77.204472222	""	36.585111111	-77.204472222
1316	"Town of Ivor"	36.9075	-76.899138888	""	36.9075	-76.899138888
1317	"Town of Ivor"	36.904111111	-76.897694444	""	36.904111111	-76.897694444
1318	"Branchville Boykins"	36.584722222	-77.1975	""	36.584722222	-77.1975
1319	"Capron Town of"	36.710816666	-77.199355555	""	36.710816666	-77.199355555
1320	"Courtland Town of"	36.718055555	-77.070833333	""	36.718055555	-77.070833333
1321	"Courtland Town of"	36.718055555	-77.070833333	""	36.718055555	-77.070833333
1322	"Newsoms Town of"	36.625833333	-77.124444444	""	36.625833333	-77.124444444
1323	"Newsoms Town of"	36.628611111	-77.126666666	""	36.628611111	-77.126666666
1327	"Edgehill"	36.715666666	-76.941861111	""	36.715666666	-76.941861111
1330	"Capron Town of"	36.703983333	-77.204805555	""	36.703983333	-77.204805555
1331	"HP Beale and Sons Incorporated"	36.798055555	-77.035277777	""	36.798055555	-77.035277777
1332	"Branchville Boykins"	36.5825	-77.193888888	""	36.5825	-77.193888888
1333	"Branchville Boykins"	36.574166666	-77.236944444	""	36.574166666	-77.236944444
1334	"Branchville Boykins"	36.574166666	-77.235555555	""	36.574166666	-77.235555555
1335	"Virginia Supertree Nursery"	36.772794444	-77.174458333	""	36.772794444	-77.174458333
1336	"AEC Virginia"	36.586555555	-77.204166666	""	36.586555555	-77.204166666
1337	"HP Beale and Sons Incorporated"	36.798055555	-77.035277777	""	36.798055555	-77.035277777
1338	"HP Beale and Sons Incorporated"	36.798055555	-77.035277777	""	36.798055555	-77.035277777
1339	"HP Beale and Sons Incorporated"	36.798055555	-77.034166666	""	36.798055555	-77.034166666
1340	"Courtland Town of"	36.708611111	-77.052222222	""	36.708611111	-77.052222222
1341	"VDOC -Southampton Correctional Complex"	36.724325	-77.247836111	""	36.724325	-77.247836111
1342	"Sedley Water Company"	36.775222222	-76.982361111	""	36.775222222	-76.982361111
1343	"Valley Proteins Incorporated Emporia Plant"	36.679638888	-77.386305555	""	36.679638888	-77.386305555
1344	"Southampton Mobile Home Park"	36.594388888	-76.933416666	""	36.594388888	-76.933416666
1345	"Southampton Mobile Home Park"	36.588416666	-76.927055555	""	36.588416666	-76.927055555
1347	"Solenis LLC"	36.6508	-76.996622222	""	36.6508	-76.996622222
1348	"Agri-Business Industrial Park"	36.685152777	-77.0253	""	36.685152777	-77.0253
1349	"Agri-Business Industrial Park"	36.685305555	-77.025575	""	36.685305555	-77.025575
1350	"Sedley Water Company"	36.775305555	-76.982416666	""	36.775305555	-76.982416666
1352	"Scottswood Subdivision Water System"	36.706388888	-76.981672222	""	36.706388888	-76.981672222
1354	"VDOC -Southampton Correctional Complex"	36.725141666	-77.256313888	""	36.725141666	-77.256313888
1355	"Scottswood Subdivision Water System"	36.706388888	-76.981408333	""	36.706388888	-76.981408333
1356	"VDOC -Southampton Correctional Complex"	36.715419444	-77.259905555	""	36.715419444	-77.259905555
1357	"VDOC -Southampton Correctional Complex"	36.736155555	-77.254019444	""	36.736155555	-77.254019444
1358	"AEC Virginia"	36.586861111	-77.204444444	""	36.586861111	-77.204444444
1359	"White Tail Park"	36.8889	-76.840969444	""	36.8889	-76.840969444
1362	"Virginia Supertree Nursery"	36.773075	-77.175022222	""	36.773075	-77.175022222
1363	"Southampton County of High School"	36.700277777	-77.109166666	""	36.700277777	-77.109166666
1365	"VDOC -Southampton Correctional Complex"	36.728833333	-77.243166666	""	36.728833333	-77.243166666
1367	"Town of Ivor"	36.907694444	-76.899444444	""	36.907694444	-76.899444444
1370	"Valley Proteins Incorporated Emporia Plant"	36.679738816	-77.404274772	""	36.679738816	-77.404274772
1375	"Smithfield Carroll's Farm 6-8"	36.856083333	-77.038027777	""	36.856083333	-77.038027777
1376	"Smithfield Carroll's Farm 6-8"	36.855638888	-77.038	""	36.855638888	-77.038
1377	"Smithfield Carroll's Farm 6-8"	36.864194444	-77.033416666	""	36.864194444	-77.033416666
1378	"Smithfield Carroll's Farm 6-8"	36.864083333	-77.033472222	""	36.864083333	-77.033472222
1379	"Smithfield Carroll's Farm 6-8"	36.862333333	-77.03975	""	36.862333333	-77.03975
1380	"Smithfield Carroll's Farm 6-8"	36.862222222	-77.039666666	""	36.862222222	-77.039666666
1385	"Surry Town of"	37.141666666	-76.841111111	""	37.141666666	-76.841111111
1386	"Surry Town of"	37.133333333	-76.847222222	""	37.133333333	-76.847222222
1389	"Surry Power Station"	37.166304877	-76.694434338	""	37.166304877	-76.694434338
1390	"Surry Power Station"	37.154248925	-76.673098361	""	37.154248925	-76.673098361
1391	"Surry Power Station"	37.165623905	-76.699451769	""	37.165623905	-76.699451769
1392	"Surry Power Station"	37.163714255	-76.69685893	""	37.163714255	-76.69685893
1393	"Surry County Public Schools"	37.080166666	-76.902944444	""	37.080166666	-76.902944444
1395	"Chippokes Plantation State Park"	37.145	-76.730833333	""	37.145	-76.730833333
1396	"Chippokes Plantation State Park"	37.145833333	-76.740555555	""	37.145833333	-76.740555555
1397	"Surry Power Station"	37.164101686	-76.698815888	""	37.164101686	-76.698815888
1398	"Surry County Public Schools"	37.079166666	-76.901416666	""	37.079166666	-76.901416666
1399	"Claremont Town of Water System"	37.2225	-76.951388888	""	37.2225	-76.951388888
1400	"Surry Power Station"	37.168542583	-76.696738725	""	37.168542583	-76.696738725
1401	"Surry Power Station"	37.168314747	-76.696509597	""	37.168314747	-76.696509597
1402	"Surry Power Station"	37.160620922	-76.693363025	""	37.160620922	-76.693363025
1403	"Surry Power Station"	37.156673588	-76.689376786	""	37.156673588	-76.689376786
1404	"Dendron Town of Community Water System"	37.045833333	-76.935	""	37.045833333	-76.935
1405	"Claremont Town of Water System"	37.2225	-76.951666666	""	37.2225	-76.951666666
1406	"Surry Power Station"	37.158876802	-76.693369572	""	37.158876802	-76.693369572
1407	"Smithfield Carroll's Farms - 9,10 & 21"	37.110472222	-77.044555555	""	37.110472222	-77.044555555
1408	"Smithfield Carroll's Farms - 9,10 & 21"	37.110333333	-77.0445	""	37.110333333	-77.0445
1409	"Smithfield Carroll's Farms - 9,10 & 21"	37.112861111	-77.033194444	""	37.112861111	-77.033194444
1410	"Smithfield Carroll's Farms - 9,10 & 21"	37.112722222	-77.033166666	""	37.112722222	-77.033166666
1411	"Smithfield Carroll's Farms - 9,10 & 21"	37.108277777	-77.041055555	""	37.108277777	-77.041055555
1412	"Smithfield Carroll's Farms - 9,10 & 21"	37.108333333	-77.040833333	""	37.108333333	-77.040833333
1413	"Smithfield Carroll's Farms - 16 & 17"	37.124916666	-77.06775	""	37.124916666	-77.06775
1414	"Smithfield Carroll's Farms - 16 & 17"	37.124888888	-77.068	""	37.124888888	-77.068
1415	"Smithfield Carroll's Farms - 16 & 17"	37.122833333	-77.076888888	""	37.122833333	-77.076888888
1416	"Smithfield Carroll's Farms - 16 & 17"	37.122916666	-77.076694444	""	37.122916666	-77.076694444
1417	"CW Reeson Boxwood Nursery"	37.1678475	-76.980021944	""	37.1678475	-76.980021944
1418	"Chippokes Plantation State Park"	37.139638888	-76.722694444	""	37.139638888	-76.722694444
1419	"Chippokes Plantation State Park"	37.120694444	-76.743083333	""	37.120694444	-76.743083333
1424	"Wakefield Town of Municipal Water Supply System"	36.971388888	-76.989722222	""	36.971388888	-76.989722222
1425	"Wakefield Town of Municipal Water Supply System"	36.971666666	-76.989444444	""	36.971666666	-76.989444444
1426	"Southeast 4 H Educational Center"	36.910833333	-77.034444444	""	36.910833333	-77.034444444
1427	"Waverly Town of Municipal Water Supply System"	37.0325	-77.109444444	""	37.0325	-77.109444444
1428	"Stony Creek Town of Municipal Water Supply System"	36.942833333	-77.397555555	""	36.942833333	-77.397555555
1429	"Southeast 4 H Educational Center"	36.910138888	-77.033888888	""	36.910138888	-77.033888888
1430	"Wakefield Town of Municipal Water Supply System"	36.971944444	-76.989166666	""	36.971944444	-76.989166666
1431	"Northeastern Regional Water System"	37.049444444	-77.199444444	""	37.049444444	-77.199444444
1432	"Northeastern Regional Water System"	37.048333333	-77.200833333	""	37.048333333	-77.200833333
1438	"Smithfield Carroll's Farms - Feedmill"	37.074583333	-77.152	""	37.074583333	-77.152
1439	"Smithfield Carroll's Farm 12"	37.0035	-77.033083333	""	37.0035	-77.033083333
1440	"Smithfield Carroll's Farm 12"	37.003361111	-77.033388888	""	37.003361111	-77.033388888
1441	"Smithfield Carroll's Farms - 13 & 14"	36.930333333	-77.037277777	""	36.930333333	-77.037277777
1443	"Smithfield Carroll's Farms - 13 & 14"	36.941055555	-77.039888888	""	36.941055555	-77.039888888
1444	"Smithfield Carroll's Farms - 13 & 14"	36.941138888	-77.039777777	""	36.941138888	-77.039777777
1445	"Smithfield Carroll's Farm - 15"	36.900166666	-77.086722222	""	36.900166666	-77.086722222
1446	"Smithfield Carroll's Farm - 15"	36.900166666	-77.086972222	""	36.900166666	-77.086972222
1447	"Smithfield Carroll's Farm 18"	36.984194444	-77.168027777	""	36.984194444	-77.168027777
1448	"Smithfield Carroll's Farm 18"	36.984277777	-77.167888888	""	36.984277777	-77.167888888
1449	"Smithfield Carroll's Farms -19 & 20"	36.983861111	-77.190277777	""	36.983861111	-77.190277777
1450	"Smithfield Carroll's Farms -19 & 20"	36.983805555	-77.190222222	""	36.983805555	-77.190222222
1451	"Smithfield Carroll's Farms -19 & 20"	36.989222222	-77.193805555	""	36.989222222	-77.193805555
1452	"Smithfield Carroll's Farms -19 & 20"	36.98925	-77.193694444	""	36.98925	-77.193694444
1453	"Stony Creek Town of Municipal Water Supply System"	36.946666666	-77.393444444	""	36.946666666	-77.393444444
1454	"Stony Creek Town of Municipal Water Supply System"	36.947	-77.391916666	""	36.947	-77.391916666
1455	"Stony Creek Town of Municipal Water Supply System"	36.943777777	-77.400138888	""	36.943777777	-77.400138888
1456	"Lightfoot Water Supply System"	37.356388888	-76.721944444	""	37.356388888	-76.721944444
1457	"Williamsburg City of -number 1"	37.313333333	-76.699444444	""	37.313333333	-76.699444444
1458	"Water Country USA"	37.260555555	-76.637222222	""	37.260555555	-76.637222222
1459	"Combined Skimino Banbury and Lightfoot Systems"	37.355111111	-76.740972222	""	37.355111111	-76.740972222
1460	"Lightfoot Water Supply System"	37.347972222	-76.738055555	""	37.347972222	-76.738055555
1461	"Lightfoot Water Supply System"	37.351666666	-76.721111111	""	37.351666666	-76.721111111
1462	"Combined Skimino Banbury and Lightfoot Systems"	37.365527777	-76.721305555	""	37.365527777	-76.721305555
1463	"Water Country USA"	37.263611111	-76.634722222	""	37.263611111	-76.634722222
1467	"Water Country USA"	37.259722222	-76.637222222	""	37.259722222	-76.637222222
1469	"Combined Skimino Banbury and Lightfoot Systems"	37.356222222	-76.721472222	""	37.356222222	-76.721472222
1470	"Williamsburg Pottery Factory"	37.348416666	-76.745777777	""	37.348416666	-76.745777777
1471	"Williamsburg Pottery Factory"	37.348416666	-76.745777777	""	37.348416666	-76.745777777
1472	"Williamsburg Pottery Factory"	37.347833333	-76.750611111	""	37.347833333	-76.750611111
1475	"Williamsburg Country Club"	37.242305555	-76.64075	""	37.242305555	-76.64075
1476	"Williamsburg Country Club"	37.240083333	-76.641388888	""	37.240083333	-76.641388888
1488	"Bethel Landfill"	37.0795	-76.443277777	""	37.0795	-76.443277777
1489	"Bethel Landfill"	37.076388888	-76.444166666	""	37.076388888	-76.444166666
1491	"Rip Rap Road Ready Mix Plant Well 1 2 and 3"	37.03375	-76.352472222	""	37.03375	-76.352472222
1505	"Fort Eustis"	37.146083333	-76.571722222	""	37.146083333	-76.571722222
1508	"James River Country Club"	37.057222222	-76.502777777	""	37.057222222	-76.502777777
1509	"James River Country Club"	37.056666666	-76.5025	""	37.056666666	-76.5025
1510	"James River Country Club"	37.056944444	-76.5025	""	37.056944444	-76.5025
1511	"James River Country Club"	37.056666666	-76.503055555	""	37.056666666	-76.503055555
1512	"James River Country Club"	37.056666666	-76.501666666	""	37.056666666	-76.501666666
1513	"James River Country Club"	37.056388888	-76.506111111	""	37.056388888	-76.506111111
1514	"James River Country Club"	37.056111111	-76.506388888	""	37.056111111	-76.506388888
1515	"Pier IX/X Terminals"	36.968638888	-76.426111111	""	36.968638888	-76.426111111
1517	"Dominion Terminal Associates"	36.966422222	-76.419180555	""	36.966422222	-76.419180555
