"FacilityID"	"FacilityName"	"FacLong"	"FacLat"	"OutfallID"	"Outfall_Longitude"	"Outfall_Latitude"	"DesignFlow_mgd"	"Measured_Effluent"	"Permitted_Limit"	"Units"	"MP_Begin_Date"	"MP_End_Date"	"Violation_Code"	"Violation_Severity"	"CWPStatus"	"CWPE90Cnt"	"CWPInspectionCount"	"CWPDateLastInspection"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.243	0.175	"MGD"	"06/01/2017"	"06/30/2017"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.246	0.175	"MGD"	"05/01/2018"	"05/31/2018"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.179	0.175	"MGD"	"10/01/2017"	"10/31/2017"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.255	0.175	"MGD"	"01/01/2017"	"01/31/2017"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.222	0.175	"MGD"	"10/01/2015"	"10/31/2015"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.208	0.175	"MGD"	"03/01/2018"	"03/31/2018"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.199	0.175	"MGD"	"01/01/2016"	"01/31/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.215	0.175	"MGD"	"05/01/2016"	"05/31/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.18	0.175	"MGD"	"12/01/2016"	"12/31/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.254	0.175	"MGD"	"11/01/2017"	"11/30/2017"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.197	0.175	"MGD"	"11/01/2015"	"11/30/2015"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.209	0.175	"MGD"	"12/01/2015"	"12/31/2015"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.364	0.175	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.205	0.175	"MGD"	"08/01/2016"	"08/31/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.275	0.175	"MGD"	"05/01/2017"	"05/31/2017"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.243	0.175	"MGD"	"10/01/2016"	"10/31/2016"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064599"	"CRAIG NEW CASTLE PSA WWT PLANT"	-80.10068	37.50976	"VA0064599001"	-80.0969722225748	37.508611111245	0.175	0.263	0.175	"MGD"	"04/01/2018"	"04/30/2018"	"E90"	2	"Noncompliance"	0	1	"02/16/2018"
"VA0064726"	"MARY WALTER ELEMENTARY SCHOOL"	-77.70184	38.50332	"VA0064726001"	-77.7047222221275	38.504444444151	0.0067	0.0038	0.0067	"MGD"	"10/01/2016"	"10/31/2016"	"D90"	1	"Noncompliance"	23	5	"01/06/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"07/01/2014"	"07/31/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"04/01/2015"	"04/30/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"06/01/2015"	"06/30/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"08/01/2015"	"08/31/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"06/01/2014"	"06/30/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"10/01/2014"	"10/31/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"05/01/2015"	"05/31/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"08/01/2014"	"08/31/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"09/01/2014"	"09/30/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"11/01/2014"	"11/30/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"07/01/2015"	"07/31/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"05/01/2014"	"05/31/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"01/01/2015"	"01/31/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"02/01/2015"	"02/28/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"03/01/2015"	"03/31/2015"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0065358"	"BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY"	-78.138055	38.525555	"VA0065358001"	-78.1373055555298	38.5252777777022	0.015	NA	0.015	"MGD"	"12/01/2014"	"12/31/2014"	"D80"	1	"Significant Violation"	30	2	"05/16/2017"
"VA0066303"	"HOT SPRINGS REGIONAL STP"	-79.860532	38.008491	"VA0066303001"	-79.8633333331524	38.009444444146	0.45	0.491	0.45	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	8	4	"08/11/2017"
"VA0067962"	"VESPER VIEW STP"	-78.85	38.142222	"VA0067962001"	-78.8499999995542	38.1422222225522	0.1	0.107	0.1	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	14	1	"05/15/2014"
"VA0068543"	"THOUSAND TRAILS LYNCHBURG PRESERVE"	-79.043631	37.210623	"VA0068543001"	-79.0566666662454	37.2013888891127	0.0396	0	0.0396	"MGD"	"12/01/2017"	"12/31/2017"	"D90"	1	"Significant Violation"	4	2	"07/30/2014"
"VA0072044"	"NORTH FORK RESORT STP"	-78.22972	38.95713	"VA0072044001"	-78.2277777776737	38.9613888887864	0.035	0.0064	0.035	"MGD"	"06/01/2017"	"06/30/2017"	"D90"	1	"No Violation"	3	1	"03/25/2015"
"VA0072389"	"RAMSEYS MOBILE HOME PARK"	-79.8372	37.27304	"VA0072389001"	-79.8305555556581	37.2747222223292	0.015	NA	0.015	"MGD"	"01/01/2017"	"01/31/2017"	"D90"	1	"No Violation"	0	1	"12/08/2016"
"VA0072991"	"CAMP BLUE RIDGE STP"	-79.12373	37.85068	"VA0072991001"	-79.1208333332783	37.8527777781311	0.025	0.0077	NA	"MGD"	"07/01/2017"	"07/31/2017"	"D90"	1	"Noncompliance"	18	1	"08/06/2015"
"VA0073156"	"MILLBORO STP"	-79.594444	37.981389	"VA0073156001"	-79.5944444441834	37.9813888891196	0.05	0.054	0.05	"MGD"	"12/01/2015"	"12/31/2015"	"E90"	2	"Noncompliance"	9	1	"02/23/2017"
"VA0073156"	"MILLBORO STP"	-79.594444	37.981389	"VA0073156001"	-79.5944444441834	37.9813888891196	0.05	0.08	0.05	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	9	1	"02/23/2017"
"VA0073636"	"NAVAL SUPPORT FACILITY, DAHLGR"	-77.026944	38.326667	"VA0073636002"	-77.0265833332227	38.3255277774902	0.29	NA	NA	"MGD"	"10/01/2017"	"12/31/2017"	"D80"	1	"Noncompliance"	0	NA	"03/21/2013"
"VA0073733"	"CLOVER WWTP"	-78.773509	36.865881	"VA0073733001"	-78.7205555554833	36.8352777778538	0.035	0.05	0.035	"MGD"	"01/01/2018"	"01/31/2018"	"E90"	2	"Noncompliance"	2	2	"06/12/2018"
"VA0073733"	"CLOVER WWTP"	-78.773509	36.865881	"VA0073733001"	-78.7205555554833	36.8352777778538	0.035	0.051	0.035	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	2	2	"06/12/2018"
"VA0074586"	"COUNTRY OAKS LLC"	-79.433981	36.601043	"VA0074586001"	-79.4369444441829	36.6272222220646	0.03	NA	0.03	"MGD"	"11/01/2015"	"11/30/2015"	"D90"	1	"Noncompliance"	0	2	"08/22/2017"
"VA0074934"	"ONE STOP TRAILER PARK"	-77.53441	39.21643	"VA0074934001"	-77.5330555556361	39.221944444507	0.0062	0.0067	0.0062	"MGD"	"06/01/2016"	"06/30/2016"	"E90"	2	"No Violation"	22	1	"06/08/2016"
"VA0074934"	"ONE STOP TRAILER PARK"	-77.53441	39.21643	"VA0074934001"	-77.5330555556361	39.221944444507	0.0062	0.0064	0.0062	"MGD"	"10/01/2015"	"10/31/2015"	"E90"	2	"No Violation"	22	1	"06/08/2016"
"VA0074934"	"ONE STOP TRAILER PARK"	-77.53441	39.21643	"VA0074934001"	-77.5330555556361	39.221944444507	0.0062	0.0092	0.0062	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"No Violation"	22	1	"06/08/2016"
"VA0075515"	"LEE COUNTY PUBLIC SERVICE AUTHORITY - CROSS CREEK"	-82.916667	36.768333	"VA0075515001"	-82.9166666665864	36.7683333333684	0.03	0.01	0.03	"MGD"	"01/01/2017"	"01/31/2017"	"D90"	1	"No Violation"	1	2	"03/09/2016"
"VA0076805"	"REMINGTON WASTEWATER TREATMENT PLANT"	-77.7981	38.53006	"VA0076805001"	-77.8113888886329	38.5255555552995	2	1.208	2	"MGD"	"04/01/2014"	"04/30/2014"	"D90"	1	"Noncompliance"	5	3	"02/23/2017"
"VA0078131"	"LOCUST GROVE ELEMENTARY SCHOOL"	-77.83202	38.30011	"VA0078131001"	-77.8313888884904	38.295833333499	0.014	0.044	0.014	"MGD"	"08/01/2016"	"08/31/2016"	"E90"	2	"No Violation"	8	2	"08/28/2017"
"VA0080535"	"TWO HILLS INC STP"	-78.64348	38.68261	"VA0080535001"	-78.6413888890064	38.6819444444943	0.0054	0.007	0.0054	"MGD"	"05/01/2018"	"05/31/2018"	"E90"	2	"Noncompliance"	12	3	"04/05/2018"
"VA0080535"	"TWO HILLS INC STP"	-78.64348	38.68261	"VA0080535001"	-78.6413888890064	38.6819444444943	0.0054	0.0088	0.0054	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	12	3	"04/05/2018"
"VA0081264"	"HRSD - CHESAPEAKE-ELIZABETH SEWAGE TREATMENT PLANT"	-76.164327	36.908682	"VA0081264001"	-76.1694444447849	36.936666666485	24	73.52	24	"MGD"	"06/01/2014"	"06/30/2014"	"E90"	2	"No Violation"	4	2	"02/27/2018"
"VA0085171"	"BOYCE STP"	-78.05713	39.09051	"VA0085171001"	-78.0641666663561	39.0886111110408	0.099	0.7	0.099	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"Noncompliance"	7	1	"06/20/2018"
"VA0085723"	"CULPEPER PETROLEUM COOPERATIVE"	-77.973854	38.482902	"VA0085723001"	-77.9679444448595	38.4861388887945	0.144	0	NA	"MGD"	"01/01/2017"	"06/30/2017"	"D80"	1	"No Violation"	0	NA	"03/23/2013"
"VA0086720"	"PRESIDENTIAL LAKES SECTION 14 STP"	-77.2409	38.29627	"VA0086720001"	-77.2463888886167	38.2905555556229	0.07	0.51	0.07	"MGD"	"01/01/2016"	"01/31/2016"	"E90"	2	"No Violation"	13	7	"09/11/2017"
"VA0086967"	"YOUNG LIFE ROCKBRIDGE ALUM SPRINGS STP"	-79.608632	37.908097	"VA0086967001"	-79.6108333333797	37.9097222219772	0.04	0.312	0.04	"MGD"	"05/01/2018"	"05/31/2018"	"E90"	2	"Noncompliance"	1	1	"04/25/2017"
"VA0087114"	"REUSENS HYDROELECTRIC PLANT"	-79.187587	37.461393	"VA0087114006"	-79.1861111112147	37.4633333334216	0.177	9	NA	"MGD"	"07/01/2017"	"09/30/2017"	"D80"	1	"No Violation"	0	1	"01/07/2015"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"04/01/2018"	"04/30/2018"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"02/01/2018"	"02/28/2018"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"06/01/2017"	"06/30/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"09/01/2017"	"09/30/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"12/01/2017"	"12/31/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"07/01/2017"	"07/31/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	0	0.007	"MGD"	"02/01/2017"	"02/28/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"03/01/2018"	"03/31/2018"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"11/01/2017"	"11/30/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"01/01/2018"	"01/31/2018"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"10/01/2017"	"10/31/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0087173"	"BAY MARINE LTD SEWAGE TREATMENT PLANT"	-76.317222	37.559722	"VA0087173001"	-76.3172222219089	37.5597222220679	0.007	NA	0.007	"MGD"	"08/01/2017"	"08/31/2017"	"D90"	1	"Significant Violation"	0	2	"09/21/2017"
"VA0088684"	"AMHERST COUNTY LANDFILL PERMIT NUMBER 181"	-78.973611	37.576389	"VA0088684003"	-78.97444444411	37.5780555557801	0.07	0.00144	NA	"MGD"	"07/01/2017"	"09/30/2017"	"D80"	1	"No Violation"	1	1	"12/08/2016"
"VA0088684"	"AMHERST COUNTY LANDFILL PERMIT NUMBER 181"	-78.973611	37.576389	"VA0088684001"	-78.9736111111569	37.5763888890855	0.07	0.00144	NA	"MGD"	"07/01/2017"	"09/30/2017"	"D80"	1	"No Violation"	1	1	"12/08/2016"
"VA0090093"	"JOHN MARSHALL III SITE"	-77.23057	38.92286	"VA0090093001"	-77.238333333443	38.9213888886239	0.1224	0.000015	NA	"MGD"	"01/01/2016"	"06/30/2016"	"D80"	1	"No Violation"	0	1	"11/18/2016"
"VA0090531"	"BUCHANAN CNTY PSA - CONAWAY WWTP"	-82.138221	37.177061	"VA0090531001"	-82.2080555551101	37.3511111114393	NA	2.2	2	"MGD"	"01/01/2013"	"01/31/2013"	"E90"	2	"Noncompliance"	0	2	"08/18/2017"
"VA0090531"	"BUCHANAN CNTY PSA - CONAWAY WWTP"	-82.138221	37.177061	"VA0090531001"	-82.2080555551101	37.3511111114393	NA	2.4	2	"MGD"	"03/01/2011"	"03/31/2011"	"E90"	2	"Noncompliance"	0	2	"08/18/2017"
"VA0090531"	"BUCHANAN CNTY PSA - CONAWAY WWTP"	-82.138221	37.177061	"VA0090531001"	-82.2080555551101	37.3511111114393	NA	2.1	2	"MGD"	"04/01/2011"	"04/30/2011"	"E90"	2	"Noncompliance"	0	2	"08/18/2017"
"VA0090883"	"PROSPECT HILL SPRINGS WTP"	-78.0335	39.08713	"VA0090883001"	-78.0424999996941	39.0886111110408	0.018	0.1071	0.018	"MGD"	"04/01/2016"	"04/30/2016"	"E90"	2	"No Violation"	3	1	"11/24/2015"
"VA0090883"	"PROSPECT HILL SPRINGS WTP"	-78.0335	39.08713	"VA0090883001"	-78.0424999996941	39.0886111110408	0.018	0.09	0.018	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"No Violation"	3	1	"11/24/2015"
"VA0091821"	"DOC - AUGUSTA CORRECTIONAL CENTER"	-79.36742	38.05839	"VA0091821001"	-79.3744444448528	38.0600000002651	0.435	0.467	0.435	"MGD"	"05/01/2017"	"05/31/2017"	"E90"	2	"No Violation"	26	2	"02/22/2017"
"VA0091821"	"DOC - AUGUSTA CORRECTIONAL CENTER"	-79.36742	38.05839	"VA0091821001"	-79.3744444448528	38.0600000002651	0.435	0.548	0.435	"MGD"	"02/01/2016"	"02/29/2016"	"E90"	2	"No Violation"	26	2	"02/22/2017"
"VA0091995"	"RESTON LAKE ANNE AIR CONDITIONING CORPORATION"	-77.34324	38.96818	"VA0091995001"	-77.3374999997773	38.9650000002033	0	NA	NA	"MGD"	"01/01/2017"	"03/31/2017"	"D80"	1	"No Violation"	0	1	"08/23/2017"
"VA0092339"	"RAPIDAN MILL WWTP CLEAN RAPIDAN WATER COMPANY"	-78.065811	38.31044	"VA0092339001"	-78.0661111111111	38.3102777774893	0.02	0	0.02	"MGD"	"01/01/2016"	"12/31/2016"	"D90"	1	"No Violation"	0	NA	""
"VA0092428"	"OILVILLE WASTEWATER TREATMENT PLANT"	-77.780278	37.707778	"VA0092428001"	-77.7802777779431	37.7077777774422	0.3	NA	0.3	"MGD"	"01/01/2015"	"12/31/2015"	"D80"	1	"No Violation"	0	NA	""
"VA0092584"	"TRAVELERS INN - PETERSBURG"	-77.35739	37.08589	"VA0092584001"	-77.3585277774227	37.0840277778402	0.0036	NA	0.00356	"MGD"	"02/01/2016"	"02/29/2016"	"D90"	1	"Significant Violation"	137	2	"03/15/2018"
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004001"	NA	NA	NA	117	NA	"MGD"	"03/01/2012"	"03/31/2012"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004001"	NA	NA	NA	0	NA	"MGD"	"11/01/2013"	"11/30/2013"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004101"	NA	NA	NA	0	NA	"MGD"	"11/01/2013"	"11/30/2013"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004101"	NA	NA	NA	0.084	NA	"MGD"	"03/01/2012"	"03/31/2012"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004102"	NA	NA	NA	0	NA	"MGD"	"03/01/2012"	"03/31/2012"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004102"	NA	NA	NA	0	NA	"MGD"	"07/01/2014"	"07/31/2014"	"D80"	1	NA	NA	NA	NA
NA	"MIRANT POTOMAC RIVER L.L.C."	NA	NA	"DC0022004102"	NA	NA	NA	0	NA	"MGD"	"11/01/2013"	"11/30/2013"	"D80"	1	NA	NA	NA	NA
NA	"MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION"	NA	NA	"VA0092711104"	NA	NA	NA	0	NA	"MGD"	"01/01/2016"	"03/31/2016"	"D80"	1	NA	NA	NA	NA
NA	"MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION"	NA	NA	"VA0092711105"	NA	NA	NA	0	NA	"MGD"	"01/01/2016"	"03/31/2016"	"D80"	1	NA	NA	NA	NA
NA	"MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION"	NA	NA	"VA0092711106"	NA	NA	NA	0	NA	"MGD"	"01/01/2016"	"03/31/2016"	"D80"	1	NA	NA	NA	NA
NA	"MIDTOWN/DOWNTOWN TUNNEL/MLK EXTENSION"	NA	NA	"VA0092711107"	NA	NA	NA	0	NA	"MGD"	"01/01/2016"	"03/31/2016"	"D80"	1	NA	NA	NA	NA
NA	"GOSHEN SCOUT CAMP POND CLOSURE"	NA	NA	"VA0092959001"	NA	NA	NA	0	0.015	"MGD"	"06/01/2017"	"06/30/2017"	"D90"	1	NA	NA	NA	NA
NA	"HAYMOUNT WASTEWATER TREATMENT FACILITY"	NA	NA	"VAN020030500"	NA	NA	NA	0	NA	"MGD"	"04/01/2017"	"04/30/2017"	"D80"	1	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.039	0.032	"MGD"	"01/01/2016"	"01/31/2016"	"E90"	2	NA	NA	NA	NA
NA	"WASHINGTON CNTY PUBLIC SCHOOLS - GREENDALE ELEM"	NA	NA	"VA0063673001"	NA	NA	NA	0	0.0132	"MGD"	"07/01/2016"	"07/31/2016"	"D90"	1	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.033	0.032	"MGD"	"05/01/2016"	"05/31/2016"	"E90"	2	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.039	0.032	"MGD"	"11/01/2015"	"11/30/2015"	"E90"	2	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.033	0.032	"MGD"	"08/01/2016"	"08/31/2016"	"E90"	2	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.036	0.032	"MGD"	"10/01/2015"	"10/31/2015"	"E90"	2	NA	NA	NA	NA
NA	"HENRY COUNTY PUBLIC SA - GREENBRIAR LAGOON STP"	NA	NA	"VA0090280001"	NA	NA	NA	0.035	0.032	"MGD"	"12/01/2015"	"12/31/2015"	"E90"	2	NA	NA	NA	NA
