"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_link_facility_mps"	"dh_geofield"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669009"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4541700002755)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669101"	"active"	"echo_VA0004669"	"POINT (-77.4291699995884 37.4458300002242)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669102"	"active"	"echo_VA0004669"	"POINT (-77.4333299997528 37.4541700002755)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669103"	"active"	"echo_VA0004669"	"POINT (-77.4333349997757 37.4499980001814)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669750"	"active"	"echo_VA0004669"	"POINT (-77.4206769999056 37.4469830002267)"
"transfer"	"FROM VA0004677"	"outfall"	"echo_VA0004677001"	"active"	"echo_VA0004677"	"POINT (-79.4391666668883 37.6433333332704)"
"transfer"	"FROM VA0004677"	"outfall"	"echo_VA0004677007"	"active"	"echo_VA0004677"	"POINT (-79.4391666668883 37.6433333332704)"
"transfer"	"FROM VA0004677"	"outfall"	"echo_VA0004677101"	"active"	"echo_VA0004677"	"POINT (-79.446543 37.636098)"
"transfer"	"FROM VA0004677"	"outfall"	"echo_VA0004677104"	"active"	"echo_VA0004677"	"POINT (-79.4391666668883 37.6433333332704)"
"transfer"	"FROM VA0004774"	"outfall"	"echo_VA0004774004"	"active"	"echo_VA0004774"	"POINT (-79.050505000439 37.4138929999191)"
"transfer"	"FROM VA0004791"	"outfall"	"echo_VA0004791001"	"active"	"echo_VA0004791"	"POINT (-79.3661111108303 37.7436111111508)"
"transfer"	"FROM VA0004804"	"outfall"	"echo_VA0004804021"	"active"	"echo_VA0004804"	"POINT (-76.4447222221232 36.988611111253)"
"transfer"	"FROM VA0004804"	"outfall"	"echo_VA0004804022"	"active"	"echo_VA0004804"	"POINT (-76.4463888889277 36.9900000003033)"
"transfer"	"FROM VA0004880"	"outfall"	"echo_VA0004880001"	"active"	"echo_VA0004880"	"POINT (-77.3969444443471 37.4141666668608)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291001"	"active"	"echo_VA0005291"	"POINT (-77.2702777779842 37.2983333331603)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291002"	"active"	"echo_VA0005291"	"POINT (-77.2747222224968 37.2972222220251)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291003"	"active"	"echo_VA0005291"	"POINT (-77.2722222218408 37.3100000000868)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291101"	"active"	"echo_VA0005291"	"POINT (-77.2702777779842 37.2983333331603)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291301"	"active"	"echo_VA0005291"	"POINT (-77.2702777779842 37.2983333331603)"
"transfer"	"FROM VA0005291"	"outfall"	"echo_VA0005291401"	"active"	"echo_VA0005291"	"POINT (-77.2711111109373 37.2980555554861)"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312001"	"active"	"echo_VA0005312"	"POINT (-77.2790569997811 37.3361089998968)"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312002"	"active"	"echo_VA0005312"	"POINT (-77.2835929996892 37.3357470000748)"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312003"	"active"	"echo_VA0005312"	"POINT (-77.2837130002381 37.3357960002061)"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312201"	"active"	"echo_VA0005312"	"POINT (-77.2819869997091 37.3332480002798)"
"transfer"	"FROM VA0005312"	"outfall"	"echo_VA0005312202"	"active"	"echo_VA0005312"	"POINT (-77.2884 37.33963)"
"transfer"	"FROM VA0005657"	"outfall"	"echo_VA0005657001"	"active"	"echo_VA0005657"	"POINT (-76.3169444448567 36.9988888887287)"
"transfer"	"FROM VA0005657"	"outfall"	"echo_VA0005657002"	"active"	"echo_VA0005657"	"POINT (-76.3044444442721 36.9855555557698)"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720001"	"active"	"echo_VA0005720"	"POINT (-77.4358333331585 37.4452777774261)"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720002"	"active"	"echo_VA0005720"	"POINT (-77.4358333331585 37.4452777774261)"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720003"	"active"	"echo_VA0005720"	"POINT (-77.4372222220125 37.4449999998756)"
"transfer"	"FROM VA0005720"	"outfall"	"echo_VA0005720004"	"active"	"echo_VA0005720"	"POINT (-77.4372222220125 37.4449999998756)"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819004"	"active"	"echo_VA0005819"	"POINT (-77.5177777773433 37.2216666669712)"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819005"	"active"	"echo_VA0005819"	"POINT (-77.5219444448038 37.2241666666004)"
"transfer"	"FROM VA0005819"	"outfall"	"echo_VA0005819101"	"active"	"echo_VA0005819"	"POINT (-77.5177777773433 37.2216666669712)"
"transfer"	"FROM VA0005835"	"outfall"	"echo_VA0005835001"	"active"	"echo_VA0005835"	"POINT (-76.2908333336822 36.9444444443727)"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851001"	"active"	"echo_VA0005851"	"POINT (-76.2916666666353 36.8333333331227)"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851002"	"active"	"echo_VA0005851"	"POINT (-76.2961111111478 36.9694444443819)"
"transfer"	"FROM VA0005851"	"outfall"	"echo_VA0005851003"	"active"	"echo_VA0005851"	"POINT (-76.2916666666353 36.8333333331227)"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860001"	"active"	"echo_VA0005860"	"POINT (-76.3087789996726 36.8613190001415)"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860002"	"active"	"echo_VA0005860"	"POINT (-76.3176389997765 36.8553270001061)"
"transfer"	"FROM VA0005860"	"outfall"	"echo_VA0005860003"	"active"	"echo_VA0005860"	"POINT (-76.3095799995636 36.8617820000172)"
"transfer"	"FROM VA0006076"	"outfall"	"echo_VA0006076001"	"active"	"echo_VA0006076"	"POINT (-79.8380555558293 37.848055555767)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203001"	"active"	"echo_VA0006203"	"POINT (-76.1133333329258 36.9647222225645)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203002"	"active"	"echo_VA0006203"	"POINT (-76.4722222221518 37.0974999998342)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203003"	"active"	"echo_VA0006203"	"POINT (-76.1127777779232 36.966388888592)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203004"	"active"	"echo_VA0006203"	"POINT (-76.1069444445566 36.9805555555581)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203005"	"active"	"echo_VA0006203"	"POINT (-76.0777777777235 37.0361111109098)"
"transfer"	"FROM VA0006203"	"outfall"	"echo_VA0006203006"	"active"	"echo_VA0006203"	"POINT (-76.0630555553317 37.0458333332099)"
"transfer"	"FROM VA0006254"	"outfall"	"echo_VA0006254001"	"active"	"echo_VA0006254"	"POINT (-77.6444444446046 37.4113888890202)"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408001"	"active"	"echo_VA0006408"	"POINT (-78.9013888889503 37.5130555558373)"
"transfer"	"FROM VA0006408"	"outfall"	"echo_VA0006408301"	"active"	"echo_VA0006408"	"POINT (-78.9150000004385 37.5049999999682)"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483001"	"active"	"echo_VA0006483"	"POINT (-77.5230555557073 36.6952777777056)"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483002"	"active"	"echo_VA0006483"	"POINT (-77.5241666666109 36.696111110908)"
"transfer"	"FROM VA0006483"	"outfall"	"echo_VA0006483101"	"active"	"echo_VA0006483"	"POINT (-77.5239400001052 36.6919710000245)"
"transfer"	"FROM VA0020168"	"outfall"	"echo_VA0020168001"	"active"	"echo_VA0020168"	"POINT (-78.5486111110414 36.6208333333855)"
"transfer"	"FROM VA0020176"	"outfall"	"echo_VA0020176001"	"active"	"echo_VA0020176"	"POINT (-78.237499999652 36.9949999996801)"
"transfer"	"FROM VA0020184"	"outfall"	"echo_VA0020184001"	"active"	"echo_VA0020184"	"POINT (-78.2161111109405 36.9949999996801)"
"transfer"	"FROM VA0020222"	"outfall"	"echo_VA0020222001"	"active"	"echo_VA0020222"	"POINT (-77.7691666671108 37.3858333336718)"
"transfer"	"FROM VA0020249"	"outfall"	"echo_VA0020249001"	"active"	"echo_VA0020249"	"POINT (-78.8511111113561 37.3277777780889)"
"transfer"	"FROM VA0020257"	"outfall"	"echo_VA0020257001"	"active"	"echo_VA0020257"	"POINT (-78.8161111111564 37.3544444445306)"
"transfer"	"FROM VA0020281"	"outfall"	"echo_VA0020281001"	"active"	"echo_VA0020281"	"POINT (-81.0622222217824 36.9383333333358)"
"transfer"	"FROM VA0020303"	"outfall"	"echo_VA0020303001"	"active"	"echo_VA0020303"	"POINT (-78.1238888888764 37.1883333334527)"
"transfer"	"FROM VA0020311"	"outfall"	"echo_VA0020311001"	"active"	"echo_VA0020311"	"POINT (-78.35695999992 38.975859000311)"
"transfer"	"FROM VA0020320"	"outfall"	"echo_VA0020320001"	"active"	"echo_VA0020320"	"POINT (-78.9091666670719 36.7686111110592)"
"transfer"	"FROM VA0020346"	"outfall"	"echo_VA0020346001"	"active"	"echo_VA0020346"	"POINT (-77.5266666663685 36.6786111109369)"
"transfer"	"FROM VA0020354"	"outfall"	"echo_VA0020354001"	"active"	"echo_VA0020354"	"POINT (-77.8366666668544 36.7455555555179)"
"transfer"	"FROM VA0020362"	"outfall"	"echo_VA0020362001"	"active"	"echo_VA0020362"	"POINT (-78.8808333331919 36.6944444441139)"
"transfer"	"FROM VA0020451"	"outfall"	"echo_VA0020451001"	"active"	"echo_VA0020451"	"POINT (-79.2713888890086 37.1130555556567)"
"transfer"	"FROM VA0020460"	"outfall"	"echo_VA0020460001"	"active"	"echo_VA0020460"	"POINT (-77.6936388890004 38.7383611113507)"
"transfer"	"FROM VA0020508"	"outfall"	"echo_VA0020508001"	"active"	"echo_VA0020508"	"POINT (-78.5580555559675 38.8202777774884)"
"transfer"	"FROM VA0020524"	"outfall"	"echo_VA0020524001"	"active"	"echo_VA0020524"	"POINT (-79.3783333334645 36.8061111112277)"
"transfer"	"FROM VA0020532"	"outfall"	"echo_VA0020532001"	"active"	"echo_VA0020532"	"POINT (-77.9072222222565 39.1063888888113)"
"transfer"	"FROM VA0020532"	"outfall"	"echo_VA0020532002"	"active"	"echo_VA0020532"	"POINT (-77.891503000155 39.1249700001458)"
"transfer"	"FROM VA0020532"	"outfall"	"echo_VA0020532999"	"active"	"echo_VA0020532"	"POINT (-77.9072222222565 39.1063888888113)"
"transfer"	"FROM VA0020630"	"outfall"	"echo_VA0020630001"	"active"	"echo_VA0020630"	"POINT (-77.3602777773428 37.7099999999042)"
"transfer"	"FROM VA0020656"	"outfall"	"echo_VA0020656001"	"active"	"echo_VA0020656"	"POINT (-77.906944444306 37.6808333329822)"
"transfer"	"FROM VA0020664"	"outfall"	"echo_VA0020664001"	"active"	"echo_VA0020664"	"POINT (-77.3361111109232 37.7541666664277)"
"transfer"	"FROM VA0020672"	"outfall"	"echo_VA0020672001"	"active"	"echo_VA0020672"	"POINT (-81.9275000003061 36.999722222356)"
"transfer"	"FROM VA0020681"	"outfall"	"echo_VA0020681002"	"active"	"echo_VA0020681"	"POINT (-77.8288888887328 37.6344444443735)"
"transfer"	"FROM VA0020699"	"outfall"	"echo_VA0020699001"	"active"	"echo_VA0020699"	"POINT (-77.835833333003 37.6283333333374)"
"transfer"	"FROM VA0020702"	"outfall"	"echo_VA0020702002"	"active"	"echo_VA0020702"	"POINT (-77.8965000001955 37.6706666666779)"
"transfer"	"FROM VA0020729"	"outfall"	"echo_VA0020729001"	"active"	"echo_VA0020729"	"POINT (-80.8913888891424 37.165833333464)"
"transfer"	"FROM VA0020737"	"outfall"	"echo_VA0020737001"	"active"	"echo_VA0020737"	"POINT (-77.3625000000483 38.0483333334734)"
"transfer"	"FROM VA0020745"	"outfall"	"echo_VA0020745001"	"active"	"echo_VA0020745"	"POINT (-82.052777777815 36.9216666663675)"
"transfer"	"FROM VA0020761"	"outfall"	"echo_VA0020761001"	"active"	"echo_VA0020761"	"POINT (-77.478888888532 36.8011111113325)"
"transfer"	"FROM VA0020788"	"outfall"	"echo_VA0020788001"	"active"	"echo_VA0020788"	"POINT (-76.3661111115473 37.7083333330863)"
"transfer"	"FROM VA0020851"	"outfall"	"echo_VA0020851001"	"active"	"echo_VA0020851"	"POINT (-79.4322222226181 37.3641666663524)"
"transfer"	"FROM VA0020877"	"outfall"	"echo_VA0020877001"	"active"	"echo_VA0020877"	"POINT (-76.483055555932 37.9188888886486)"
"transfer"	"FROM VA0020940"	"outfall"	"echo_VA0020940001"	"active"	"echo_VA0020940"	"POINT (-82.7997222222018 36.8552777781196)"
"transfer"	"FROM VA0020974"	"outfall"	"echo_VA0020974001"	"active"	"echo_VA0020974"	"POINT (-77.663055555608 39.1388888886685)"
"transfer"	"FROM VA0020982"	"outfall"	"echo_VA0020982001"	"active"	"echo_VA0020982"	"POINT (-78.284022000095 39.0310220003478)"
"transfer"	"FROM VA0020991"	"outfall"	"echo_VA0020991001"	"active"	"echo_VA0020991"	"POINT (-79.3636111110727 37.7269444447622)"
"transfer"	"FROM VA0020991"	"outfall"	"echo_VA0020991002"	"active"	"echo_VA0020991"	"POINT (-79.3625000001691 37.7263888886912)"
"transfer"	"FROM VA0021016"	"outfall"	"echo_VA0021016001"	"active"	"echo_VA0021016"	"POINT (-82.1622222220285 36.9380555556653)"
"transfer"	"FROM VA0021067"	"outfall"	"echo_VA0021067001"	"active"	"echo_VA0021067"	"POINT (-77.0277777781402 38.3208333332409)"
"transfer"	"FROM VA0021083"	"outfall"	"echo_VA0021083001"	"active"	"echo_VA0021083"	"POINT (-82.4630555555387 36.6538888886355)"
"transfer"	"FROM VA0021105"	"outfall"	"echo_VA0021105001"	"active"	"echo_VA0021105"	"POINT (-78.1997222226425 38.1249999998624)"
"transfer"	"FROM VA0021113"	"outfall"	"echo_VA0021113001"	"active"	"echo_VA0021113"	"POINT (-80.8099999999601 37.3344444443883)"
"transfer"	"FROM VA0021130"	"outfall"	"echo_VA0021130001"	"active"	"echo_VA0021130"	"POINT (-81.8438888893167 36.6513888892312)"
"transfer"	"FROM VA0021148"	"outfall"	"echo_VA0021148001"	"active"	"echo_VA0021148"	"POINT (-79.2969620000578 37.8972579998661)"
"transfer"	"FROM VA0021172"	"outfall"	"echo_VA0021172001"	"active"	"echo_VA0021172"	"POINT (-77.8153600000425 38.7162500001901)"
"transfer"	"FROM VA0021199"	"outfall"	"echo_VA0021199001"	"active"	"echo_VA0021199"	"POINT (-81.8324999996356 37.0913888888465)"
"transfer"	"FROM VA0021253"	"outfall"	"echo_VA0021253001"	"active"	"echo_VA0021253"	"POINT (-75.7491666662342 37.7161111111247)"
"transfer"	"FROM VA0021261"	"outfall"	"echo_VA0021261001"	"active"	"echo_VA0021261"	"POINT (-77.0436129996943 37.3694439998983)"
"transfer"	"FROM VA0021318"	"outfall"	"echo_VA0021318001"	"active"	"echo_VA0021318"	"POINT (-78.6080555556112 38.5652777781266)"
"transfer"	"FROM VA0021326"	"outfall"	"echo_VA0021326001"	"active"	"echo_VA0021326"	"POINT (-81.2525000001755 36.8905555552078)"
"transfer"	"FROM VA0021342"	"outfall"	"echo_VA0021342001"	"active"	"echo_VA0021342"	"POINT (-78.66864 38.6612)"
"transfer"	"FROM VA0021385"	"outfall"	"echo_VA0021385001"	"active"	"echo_VA0021385"	"POINT (-78.1558333334176 38.2658333330891)"
"transfer"	"FROM VA0021750"	"outfall"	"echo_VA0021750001"	"active"	"echo_VA0021750"	"POINT (-77.5322222217847 39.2130555553859)"
"transfer"	"FROM VA0021768"	"outfall"	"echo_VA0021768001"	"active"	"echo_VA0021768"	"POINT (-78.1850000002507 36.7024999999902)"
"transfer"	"FROM VA0021776"	"outfall"	"echo_VA0021776001"	"active"	"echo_VA0021776"	"POINT (-78.4983333334472 36.7005555552693)"
"transfer"	"FROM VA0021849"	"outfall"	"echo_VA0021849001"	"active"	"echo_VA0021849"	"POINT (-78.1938888892759 36.6877777779821)"
"transfer"	"FROM VA0021857"	"outfall"	"echo_VA0021857001"	"active"	"echo_VA0021857"	"POINT (-78.5394444440658 36.7116666667853)"
"transfer"	"FROM VA0021989"	"outfall"	"echo_VA0021989001"	"active"	"echo_VA0021989"	"POINT (-79.8511111114166 36.6261111108822)"
"transfer"	"FROM VA0022012"	"outfall"	"echo_VA0022012001"	"active"	"echo_VA0022012"	"POINT (-82.7906999998323 36.9172699999534)"
"transfer"	"FROM VA0022225"	"outfall"	"echo_VA0022225001"	"active"	"echo_VA0022225"	"POINT (-79.6685000003241 37.5288333334053)"
"transfer"	"FROM VA0022241"	"outfall"	"echo_VA0022241001"	"active"	"echo_VA0022241"	"POINT (-78.9391666668581 37.0366666666536)"
"transfer"	"FROM VA0022250"	"outfall"	"echo_VA0022250001"	"active"	"echo_VA0022250"	"POINT (-78.9324999996401 37.0516666666094)"
"transfer"	"FROM VA0022322"	"outfall"	"echo_VA0022322001"	"active"	"echo_VA0022322"	"POINT (-78.9594444446661 38.2477777780863)"
"transfer"	"FROM VA0022349"	"outfall"	"echo_VA0022349001"	"active"	"echo_VA0022349"	"POINT (-78.8816666670433 38.2988888886859)"
"transfer"	"FROM VA0022373"	"outfall"	"echo_VA0022373001"	"active"	"echo_VA0022373"	"POINT (-76.3055555551756 37.4888888891706)"
"transfer"	"FROM VA0022390"	"outfall"	"echo_VA0022390001"	"active"	"echo_VA0022390"	"POINT (-79.463694444374 37.328583333245)"
"transfer"	"FROM VA0022471"	"outfall"	"echo_VA0022471001"	"active"	"echo_VA0022471"	"POINT (-78.1769444441786 38.6861111114)"
"transfer"	"FROM VA0022705"	"outfall"	"echo_VA0022705001"	"active"	"echo_VA0022705"	"POINT (-78.9124999997826 36.6291666668391)"
"transfer"	"FROM VA0022721"	"outfall"	"echo_VA0022721001"	"active"	"echo_VA0022721"	"POINT (-79.0428055554102 36.8353833330643)"
"transfer"	"FROM VA0022730"	"outfall"	"echo_VA0022730001"	"active"	"echo_VA0022730"	"POINT (-79.0166666665304 36.9233333330178)"
"transfer"	"FROM VA0022748"	"outfall"	"echo_VA0022748001"	"active"	"echo_VA0022748"	"POINT (-78.8738888889217 36.8319444444795)"
"transfer"	"FROM VA0022772"	"outfall"	"echo_VA0022772001"	"active"	"echo_VA0022772"	"POINT (-79.81571 37.81334)"
"transfer"	"FROM VA0022802"	"outfall"	"echo_VA0022802002"	"active"	"echo_VA0022802"	"POINT (-77.7158333329598 39.1191666663284)"
"transfer"	"FROM VA0022845"	"outfall"	"echo_VA0022845001"	"active"	"echo_VA0022845"	"POINT (-78.2366388889937 38.3800000000993)"
"transfer"	"FROM VA0022985"	"outfall"	"echo_VA0022985001"	"active"	"echo_VA0022985"	"POINT (-80.2541100002932 36.6357999997541)"
"transfer"	"FROM VA0022993"	"outfall"	"echo_VA0022993001"	"active"	"echo_VA0022993"	"POINT (-81.5483333332722 36.6875000001996)"
"transfer"	"FROM VA0023027"	"outfall"	"echo_VA0023027001"	"active"	"echo_VA0023027"	"POINT (-82.460507 36.8956)"
"transfer"	"FROM VA0023108"	"outfall"	"echo_VA0023108001"	"active"	"echo_VA0023108"	"POINT (-77.7661111114523 37.7044444442517)"
"transfer"	"FROM VA0023141"	"outfall"	"echo_VA0023141001"	"active"	"echo_VA0023141"	"POINT (-79.8120800004311 37.4691499996848)"
"transfer"	"FROM VA0023183"	"outfall"	"echo_VA0023183001"	"active"	"echo_VA0023183"	"POINT (-77.6494444441198 39.2813888892036)"
"transfer"	"FROM VA0023281"	"outfall"	"echo_VA0023281001"	"active"	"echo_VA0023281"	"POINT (-79.5730460000922 38.4149769997859)"
"transfer"	"FROM VA0023299"	"outfall"	"echo_VA0023299001"	"active"	"echo_VA0023299"	"POINT (-77.2122222222684 38.6833333335396)"
"transfer"	"FROM VA0023329"	"outfall"	"echo_VA0023329001"	"active"	"echo_VA0023329"	"POINT (-77.3261111109945 37.8375000000508)"
"transfer"	"FROM VA0023345"	"outfall"	"echo_VA0023345001"	"active"	"echo_VA0023345"	"POINT (-78.3011111107839 36.7200000001317)"
"transfer"	"FROM VA0023370"	"outfall"	"echo_VA0023370001"	"active"	"echo_VA0023370"	"POINT (-78.1388888892186 39.0508333334144)"
"transfer"	"FROM VA0023400"	"outfall"	"echo_VA0023400001"	"active"	"echo_VA0023400"	"POINT (-79.1498779999126 37.9898500000298)"
"transfer"	"FROM VA0023418"	"outfall"	"echo_VA0023418001"	"active"	"echo_VA0023418"	"POINT (-78.270555555995 37.9786111111538)"
"transfer"	"FROM VA0023426"	"outfall"	"echo_VA0023426001"	"active"	"echo_VA0023426"	"POINT (-77.5672222219844 37.3980555552685)"
"transfer"	"FROM VA0023469"	"outfall"	"echo_VA0023469001"	"active"	"echo_VA0023469"	"POINT (-76.6763888890853 37.9566666666608)"
"transfer"	"FROM VA0023477"	"outfall"	"echo_VA0023477001"	"active"	"echo_VA0023477"	"POINT (-82.4636111114396 36.9183333336604)"
"transfer"	"FROM VA0023558"	"outfall"	"echo_VA0023558001"	"active"	"echo_VA0023558"	"POINT (-79.9522222225058 36.6222222221354)"
"transfer"	"FROM VA0023817"	"outfall"	"echo_VA0023817001"	"active"	"echo_VA0023817"	"POINT (-75.9152777782077 37.4069444442868)"
"transfer"	"FROM VA0023825"	"outfall"	"echo_VA0023825001"	"active"	"echo_VA0023825"	"POINT (-78.6324000004222 38.4875200003169)"
"transfer"	"FROM VA0023892"	"outfall"	"echo_VA0023892001"	"active"	"echo_VA0023892"	"POINT (-82.2983333333175 37.2883333331368)"
"transfer"	"FROM VA0023914"	"outfall"	"echo_VA0023914001"	"active"	"echo_VA0023914"	"POINT (-77.0375000001185 37.6958333331623)"
"transfer"	"FROM VA0023965"	"outfall"	"echo_VA0023965001"	"active"	"echo_VA0023965"	"POINT (-79.0991666666162 37.2730555554195)"
"transfer"	"FROM VA0024031"	"outfall"	"echo_VA0024031001"	"active"	"echo_VA0024031"	"POINT (-80.2448611114179 37.1813333333521)"
"transfer"	"FROM VA0024040"	"outfall"	"echo_VA0024040001"	"active"	"echo_VA0024040"	"POINT (-80.444170000112 37.0563400001048)"
"transfer"	"FROM VA0024058"	"outfall"	"echo_VA0024058001"	"active"	"echo_VA0024058"	"POINT (-78.4927777780311 37.0383333331602)"
"transfer"	"FROM VA0024101"	"outfall"	"echo_VA0024101001"	"active"	"echo_VA0024101"	"POINT (-79.5428089995812 37.6263039997246)"
"transfer"	"FROM VA0024112"	"outfall"	"echo_VA0024112001"	"active"	"echo_VA0024112"	"POINT (-77.7438888888893 39.0058333335022)"
"transfer"	"FROM VA0024121"	"outfall"	"echo_VA0024121001"	"active"	"echo_VA0024121"	"POINT (-77.2358333336854 38.9744444442716)"
"transfer"	"FROM VA0024147"	"outfall"	"echo_VA0024147002"	"active"	"echo_VA0024147"	"POINT (-78.2493979996389 37.757927000187)"
"transfer"	"FROM VA0024163"	"outfall"	"echo_VA0024163001"	"active"	"echo_VA0024163"	"POINT (-77.6966666669537 37.5750000000366)"
"transfer"	"FROM VA0024406"	"outfall"	"echo_VA0024406001"	"active"	"echo_VA0024406"	"POINT (-78.4469444440512 38.5208333330033)"
"transfer"	"FROM VA0024414"	"outfall"	"echo_VA0024414001"	"active"	"echo_VA0024414"	"POINT (-78.6841666664295 38.264722222506)"
"transfer"	"FROM VA0024422"	"outfall"	"echo_VA0024422001"	"active"	"echo_VA0024422"	"POINT (-78.3849999997238 38.5916666666621)"
"transfer"	"FROM VA0024431"	"outfall"	"echo_VA0024431001"	"active"	"echo_VA0024431"	"POINT (-78.3047222223434 38.7650000001672)"
"transfer"	"FROM VA0024457"	"outfall"	"echo_VA0024457001"	"active"	"echo_VA0024457"	"POINT (-75.4791666663616 37.9458333331)"
"transfer"	"FROM VA0024481"	"outfall"	"echo_VA0024481001"	"active"	"echo_VA0024481"	"POINT (-82.004281 36.603994)"
"transfer"	"FROM VA0024490"	"outfall"	"echo_VA0024490001"	"active"	"echo_VA0024490"	"POINT (-81.0433333337268 36.941666666817)"
"transfer"	"FROM VA0024678"	"outfall"	"echo_VA0024678001"	"active"	"echo_VA0024678"	"POINT (-77.3455555558493 38.6455555553713)"
"transfer"	"FROM VA0024724"	"outfall"	"echo_VA0024724001"	"active"	"echo_VA0024724"	"POINT (-77.3066666670379 38.6250000002033)"
"transfer"	"FROM VA0024732"	"outfall"	"echo_VA0024732001"	"active"	"echo_VA0024732"	"POINT (-78.7127777773617 38.4049999997775)"
"transfer"	"FROM VA0024759"	"outfall"	"echo_VA0024759001"	"active"	"echo_VA0024759"	"POINT (-77.8813888890324 39.0588888887222)"
"transfer"	"FROM VA0024775"	"outfall"	"echo_VA0024775001"	"active"	"echo_VA0024775"	"POINT (-77.7266666667399 38.9730555557666)"
"transfer"	"FROM VA0024899"	"outfall"	"echo_VA0024899001"	"active"	"echo_VA0024899"	"POINT (-77.4711111113087 37.8086111112635)"
"transfer"	"FROM VA0024945"	"outfall"	"echo_VA0024945001"	"active"	"echo_VA0024945"	"POINT (-78.2963888892192 37.9150000002301)"
"transfer"	"FROM VA0024970"	"outfall"	"echo_VA0024970001"	"active"	"echo_VA0024970"	"POINT (-79.113888889008 37.3980555552685)"
"transfer"	"FROM VA0024988"	"outfall"	"echo_VA0024988001"	"active"	"echo_VA0024988"	"POINT (-77.4588888886745 38.8052777774664)"
"transfer"	"FROM VA0024996"	"outfall"	"echo_VA0024996001"	"active"	"echo_VA0024996"	"POINT (-77.4269444441333 37.4361111108502)"
"transfer"	"FROM VA0024996"	"outfall"	"echo_VA0024996003"	"active"	"echo_VA0024996"	"POINT (-77.4338888893018 37.4433333335987)"
"transfer"	"FROM VA0024996"	"outfall"	"echo_VA0024996004"	"active"	"echo_VA0024996"	"POINT (-77.4338888893018 37.4433333335987)"
"transfer"	"FROM VA0025020"	"outfall"	"echo_VA0025020001"	"active"	"echo_VA0025020"	"POINT (-79.9108300002888 37.266590000274)"
"transfer"	"FROM VA0025054"	"outfall"	"echo_VA0025054001"	"active"	"echo_VA0025054"	"POINT (-81.2819444440608 37.2608333331796)"
"transfer"	"FROM VA0025101"	"outfall"	"echo_VA0025101001"	"active"	"echo_VA0025101"	"POINT (-77.2702777779842 38.6108333334637)"
"transfer"	"FROM VA0025127"	"outfall"	"echo_VA0025127001"	"active"	"echo_VA0025127"	"POINT (-77.4491666666962 38.2883333336393)"
"transfer"	"FROM VA0025143"	"outfall"	"echo_VA0025143001"	"active"	"echo_VA0025143"	"POINT (-77.0663888890011 38.8441666668948)"
"transfer"	"FROM VA0025151"	"outfall"	"echo_VA0025151002"	"active"	"echo_VA0025151"	"POINT (-78.8741666668722 38.0830555554893)"
"transfer"	"FROM VA0025160"	"outfall"	"echo_VA0025160001"	"active"	"echo_VA0025160"	"POINT (-77.0572222220255 38.7936111111805)"
"transfer"	"FROM VA0025160"	"outfall"	"echo_VA0025160002"	"active"	"echo_VA0025160"	"POINT (-77.0599999997335 38.7969444445663)"
"transfer"	"FROM VA0025194"	"outfall"	"echo_VA0025194001"	"active"	"echo_VA0025194"	"POINT (-77.9541666662416 37.039444444635)"
"transfer"	"FROM VA0025291"	"outfall"	"echo_VA0025291001"	"active"	"echo_VA0025291"	"POINT (-78.996111110772 38.1280555554176)"
