"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_geofield"	"address1"	"city"	"dh_link_admin_location"
"facility"	"BRIDGEWATER WTP"	"unknown"	"echo_VA0051420"	"inactive"	"POINT (-78.98302 38.38775)"	"700 GREEN STREET"	"BRIDGEWATER"	"VA0051420"
"facility"	"TRANSMONTAIGNE  MONTVALE PIEDMONT TERMINAL"	"unknown"	"echo_VA0051446"	"active"	"POINT (-79.731644 37.388111)"	"11685 LYNCHBURG SALEM TURNPIKE W"	"MONTVALE"	"VA0051446"
"facility"	"COLONIAL PIPELINE - CHANTILLY STATION"	"unknown"	"echo_VA0051683"	"inactive"	"POINT (-77.4025 38.832777)"	"13100 MOORE RD"	"CLIFTON"	"VA0051683"
"facility"	"COLONIAL PIPELINE CO - LYNCHBU"	"unknown"	"echo_VA0051713"	"inactive"	"POINT (-79.056389 37.495278)"	"891 PARTRIDGE CREEK RD"	"AMHERST"	"VA0051713"
"facility"	"CHINCOTEAGUE TOWN - WATER TREA"	"unknown"	"echo_VA0051756"	"inactive"	"POINT (-75.374218 37.93147)"	"3740 WILLOW ST"	"CHINCOTEAGUE"	"VA0051756"
"facility"	"PULASKI CO PUBLIC SERVICE AUTH"	"unknown"	"echo_VA0051799"	"inactive"	"POINT (-80.72567 36.99935)"	"3056 WATER PLANT RD"	"PULASKI"	"VA0051799"
"facility"	"LYNCHBURG CITY ABERT WATER FIL"	"unknown"	"echo_VA0051888"	"inactive"	"POINT (-79.232944 37.492972)"	"2500 ABERT RD"	"LYNCHBURG"	"VA0051888"
"facility"	"COLONIAL PIPELINE COMPANY - MITCHELL JUNCTION"	"unknown"	"echo_VA0051926"	"active"	"POINT (-78.23809 37.665026)"	"425 DUNCAN STORE ROAD"	"COLUMBIA"	"VA0051926"
"facility"	"BLAND COUNTY WATER AUTHORITY -"	"unknown"	"echo_VA0052302"	"inactive"	"POINT (-81.111111 37.090556)"	"RTE 1001"	"BLAND"	"VA0052302"
"facility"	"APPALACHIA WTP"	"unknown"	"echo_VA0052337"	"inactive"	"POINT (-82.753611 36.901667)"	"PO BOX 112"	"APPALACHIA"	"VA0052337"
"facility"	"SCOTT COUNTY PSA WATER TREATME"	"unknown"	"echo_VA0052434"	"inactive"	"POINT (-82.558056 36.6375)"	"RTE 4 BOX 528"	"GATE CITY"	"VA0052434"
"facility"	"DOMINION - NORTH ANNA POWER STATION"	"fossilpower"	"echo_VA0052451"	"active"	"POINT (-77.80041 38.05477)"	"1022 HALEY DR"	"MINERAL"	"VA0052451"
"facility"	"VALLEY MILK PRODUCTS"	"industrial"	"echo_VA0052621"	"active"	"POINT (-78.35636 38.98779)"	"412 EAST KING STREET"	"STRASBURG"	"VA0052621"
"facility"	"NORFOLK SOUTHERN RAILWAY CO -WELLER YARD TERMINAL"	"unknown"	"echo_VA0052639"	"active"	"POINT (-82.175277 37.327777)"	"RTE 460 NEAR HARMAN JUNCTION"	"GRUNDY"	"VA0052639"
"facility"	"ALBEMARLE US INC"	"unknown"	"echo_VA0052655"	"active"	"POINT (-82.7575 36.735277)"	"RTE 871"	"DUFFIELD"	"VA0052655"
"facility"	"WOODSTOCK WTP"	"unknown"	"echo_VA0052817"	"inactive"	"POINT (-78.51089 38.86443)"	"145 BROADVIEW LANE"	"WOODSTOCK"	"VA0052817"
"facility"	"COLONIAL PIPELINE CO - WITT ST"	"unknown"	"echo_VA0052841"	"inactive"	"POINT (-79.395556 36.6775)"	"HWY 745"	"BLAIRS"	"VA0052841"
"facility"	"NRV REGIONAL WATER AUTHORITY WTP"	"unknown"	"echo_VA0052850"	"active"	"POINT (-80.42173 37.23215)"	"3515 PEPPERS FERRY RD"	"RADFORD"	"VA0052850"
"facility"	"DOSWELL TRUCK STOP"	"unknown"	"echo_VA0052906"	"active"	"POINT (-77.44984 37.84631)"	"10222 KINGS DOMINION BLVD"	"DOSWELL"	"VA0052906"
"facility"	"PENNINGTON GAP WATER PLANT"	"manufacturing"	"echo_VA0053023"	"inactive"	"POINT (-83.02419 36.757227)"	"204 CONSTITUTION RD"	"PENNINGTON GAP"	"VA0053023"
"facility"	"BUCKEYE TERMINALS LLC - CHESAPEAKE TERMINAL"	"industrial"	"echo_VA0053082"	"inactive"	"POINT (-76.29806 36.78362)"	"4030 BUELL ST"	"CHESAPEAKE"	"VA0053082"
"facility"	"ORANGE TOWN WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0053121"	"inactive"	"POINT (-78.15642 38.26465)"	"12996 SPICERS MILL RD"	"ORANGE"	"VA0053121"
"facility"	"JOHN FLANNAGAN WATER AUTHORITY"	"unknown"	"echo_VA0053228"	"inactive"	"POINT (-82.339903 37.21853)"	"552 FLANNAGAN DAM RD"	"HAYSI"	"VA0053228"
"facility"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"fossilpower"	"echo_VA0053317"	"active"	"POINT (-79.81373 38.192528)"	"316 POWER STATION RD"	"WARM SPRINGS"	"VA0053317"
"facility"	"GREATER TAZEWELL AREA REGIONAL"	"unknown"	"echo_VA0053465"	"inactive"	"POINT (-81.49848 37.125279)"	"145 BLACKWELL ST"	"TAZEWELL"	"VA0053465"
"facility"	"CENTER POINT TERMINAL COMPANY LLC"	"unknown"	"echo_VA0053473"	"inactive"	"POINT (-76.28709 36.80443)"	"428 BARNES ROAD"	"CHESAPEAKE"	"VA0053473"
"facility"	"SUEZ WTS SERVICES USA INCORPORATED"	"unknown"	"echo_VA0053554"	"inactive"	"POINT (-76.23014 36.85758)"	"4545 PATENT RD"	"NORFOLK"	"VA0053554"
"facility"	"KINDER MORGAN - SOUTH HILL TERMINAL"	"unknown"	"echo_VA0053686"	"inactive"	"POINT (-76.28704 36.793)"	"502 HILL ST"	"CHESAPEAKE"	"VA0053686"
"facility"	"COLONNAS SHIPYARD INC"	"unknown"	"echo_VA0053813"	"active"	"POINT (-76.27597 36.83424)"	"400 E INDIAN RIVER RD AND 111 S MAIN ST"	"NORFOLK"	"VA0053813"
"facility"	"KINDER MORGAN SOUTHEAST TERMINALS - CHESAPEAKE"	"industrial"	"echo_VA0053911"	"inactive"	"POINT (-76.297978 36.782048)"	"4115 BUELL ST"	"CHESAPEAKE"	"VA0053911"
"facility"	"SUNSET BAY UTILITIES - SOUTH"	"unknown"	"echo_VA0054003"	"active"	"POINT (-75.380738 37.931374)"	"3855 S MAIN ST"	"CHINCOTEAGUE"	"VA0054003"
"facility"	"IMTT VIRGINIA - RICHMOND EAST"	"unknown"	"echo_VA0054291"	"inactive"	"POINT (-77.41392 37.50949)"	"5501 OLD OSBORNE TPKE"	"RICHMOND"	"VA0054291"
"facility"	"SLURRY PAVERS CHESTERFIELD FACILITY"	"industrial"	"echo_VA0054330"	"inactive"	"POINT (-77.42728 37.41826)"	"7700 FORT DARLING RD"	"CHESTERFIELD"	"VA0054330"
"facility"	"DGIF - MARION STATE FISH HATCHERY"	"agriculture"	"echo_VA0054381"	"active"	"POINT (-81.47707 36.824034)"	"1910 HATCHERY DRIVE"	"MARION"	"VA0054381"
"facility"	"NEW MARKET POULTRY LLC"	"unknown"	"echo_VA0054453"	"active"	"POINT (-78.67038 38.647152)"	"145 E OLD CROSS RD"	"NEW MARKET"	"VA0054453"
"facility"	"BUCKEYE TERMINALS LLC - MONTVALE TERMINAL"	"industrial"	"echo_VA0054577"	"active"	"POINT (-79.733185 37.383467)"	"1070 OIL TERMINAL RD"	"MONTVALE"	"VA0054577"
"facility"	"CITGO PETROLEUM CORPORATION - CHESAPEAKE TERMINAL"	"unknown"	"echo_VA0054623"	"inactive"	"POINT (-76.29809 36.78654)"	"110 FREEMAN AVE"	"CHESAPEAKE"	"VA0054623"
"facility"	"RADFORD CITY - WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0054780"	"active"	"POINT (-80.591726 37.126793)"	"20 FOREST AVE"	"RADFORD"	"VA0054780"
"facility"	"NORFOLK OIL TRANSIT INCORPORATED"	"unknown"	"echo_VA0054828"	"inactive"	"POINT (-76.3147 36.8681)"	"500 ORAPAX ST"	"NORFOLK"	"VA0054828"
"facility"	"CROZET WTP"	"unknown"	"echo_VA0055000"	"inactive"	"POINT (-78.659722 38.068333)"	"4673 THREE NOTCHED ROAD"	"CROZET"	"VA0055000"
"facility"	"SCOTTSVILLE WTP"	"unknown"	"echo_VA0055018"	"inactive"	"POINT (-78.51672 37.79162)"	"663 JAMES RIVER RD"	"SCOTTSVILLE"	"VA0055018"
"facility"	"MAGELLAN TERMINALS HOLDINGS LP - MONTVALE TERMINAL"	"industrial"	"echo_VA0055328"	"active"	"POINT (-79.69729 37.369982)"	"11851 W LYNCHBURG SALEM TPKE"	"MONTVALE"	"VA0055328"
"facility"	"IMTT - VIRGINIA LLC - RICHMOND"	"unknown"	"echo_VA0055409"	"active"	"POINT (-77.41392 37.50949)"	"5500 OLD OSBORNE TPKE"	"RICHMOND"	"VA0055409"
"facility"	"BKEP MATERIALS LLC - NEWPORT N"	"unknown"	"echo_VA0055832"	"inactive"	"POINT (-76.41731 36.9698)"	"801 TERMINAL AVE"	"NEWPORT NEWS"	"VA0055832"
"facility"	"IMTT-VIRGINIA LLC - CHESAPEAKE TERMINAL"	"unknown"	"echo_VA0056138"	"inactive"	"POINT (-76.309593 36.774879)"	"2801 S MILITARY HWY"	"CHESAPEAKE"	"VA0056138"
"facility"	"CITY OF WILLIAMSBURG WATER FILTER PLANT"	"manufacturing"	"echo_VA0056537"	"active"	"POINT (-76.70626 37.30192)"	"618 WALLER MILL ROAD"	"WILLIAMSBURG"	"VA0056537"
"facility"	"KINDER MORGAN BULK TERMINALS - PIER IX"	"industrial"	"echo_VA0057142"	"inactive"	"POINT (-76.42834 36.96979)"	"1900 HARBOR ACCESS RD"	"NEWPORT NEWS"	"VA0057142"
"facility"	"QUARLES PETROLEUM - NEWINGTON"	"unknown"	"echo_VA0057380"	"inactive"	"POINT (-77.19288 38.73129)"	"8219 TERMINAL RD"	"NEWINGTON"	"VA0057380"
"facility"	"STAFFORD COUNTY - ABEL LAKE WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0057487"	"active"	"POINT (-77.4824 38.38819)"	"121 MOOREWOOD DR"	"FALMOUTH"	"VA0057487"
"facility"	"PRAXAIR INCORPORATED"	"unknown"	"echo_VA0057541"	"inactive"	"POINT (-76.38513 37.0896)"	"3201 COMMANDER SHEPARD BLVD"	"HAMPTON"	"VA0057541"
"facility"	"DOMINION TERMINAL ASSOCIATES LLP"	"unknown"	"echo_VA0057576"	"active"	"POINT (-76.415479 36.966822)"	"600 HARBOR RD - PIER 11"	"NEWPORT NEWS"	"VA0057576"
"facility"	"OMOHUNDRO WELL WTP"	"unknown"	"echo_VA0057606"	"inactive"	"POINT (-78.294167 37.7725)"	"14353 WEST RIVER RD FORK UNION"	"PALMYRA"	"VA0057606"
"facility"	"VULCAN CONSTRUCTION MATERIALS"	"industrial"	"echo_VA0058041"	"inactive"	"POINT (-77.541995 37.685285)"	"11460 STAPLES MILL RD"	"GLEN ALLEN"	"VA0058041"
"facility"	"BUCKINGHAM COUNTY WTP"	"unknown"	"echo_VA0058050"	"inactive"	"POINT (-78.5308 37.5698)"	"SR 631"	"BUCKINGHAM"	"VA0058050"
"facility"	"BASF CORPORATION - SUFFOLK"	"unknown"	"echo_VA0058254"	"inactive"	"POINT (-76.54321 36.77736)"	"2301 WILROY RD"	"SUFFOLK"	"VA0058254"
"facility"	"KINDER MORGAN SOUTHEAST TERMINALS LLC - RICHMOND 2"	"industrial"	"echo_VA0058378"	"active"	"POINT (-77.42737 37.46949)"	"4110 DEEPWATER TERMINAL RD"	"RICHMOND"	"VA0058378"
"facility"	"AUSTINVILLE LIMESTONE COMPANY INCORPORATED"	"unknown"	"echo_VA0058424"	"active"	"POINT (-80.917276 36.848675)"	"223 NEWTOWN CHURCH RD"	"AUSTINVILLE"	"VA0058424"
"facility"	"ZENITH ENERGY TERMINALS HOLDINGS LLC"	"industrial"	"echo_VA0058572"	"inactive"	"POINT (-76.284722 36.820278)"	"801 BUTT ST"	"CHESAPEAKE"	"VA0058572"
"facility"	"BERRYVILLE WTP"	"unknown"	"echo_VA0058599"	"inactive"	"POINT (-77.984167 39.1025)"	"2970 SPRINGSBURY RD"	"BERRYVILLE"	"VA0058599"
"facility"	"HANOVER COUNTY DPU STRAWHORN S"	"unknown"	"echo_VA0058611"	"inactive"	"POINT (-77.33559 37.64806)"	"6507 STRAWBANK DR"	"HANOVER"	"VA0058611"
"facility"	"WISE CNTY PSA - WISE COUNTY RE"	"unknown"	"echo_VA0058785"	"inactive"	"POINT (-82.37377 36.90398)"	"3055 CARFAX RD"	"COEBURN"	"VA0058785"
"facility"	"WARRENTON TOWN WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0058793"	"inactive"	"POINT (-77.790131 38.737652)"	"7240 BLACKWELL RD"	"WARRENTON"	"VA0058793"
"facility"	"NORTHEAST CREEK WATER TREATMENT PLANT"	"manufacturing"	"echo_VA0058891"	"inactive"	"POINT (-77.94033 37.9786)"	"3380 JEFFERSON HIGHWAY"	"LOUISA"	"VA0058891"
"facility"	"ATLANTIC POLE-VIRGINIA LLC"	"unknown"	"echo_VA0059056"	"inactive"	"POINT (-77.1421 36.62212)"	"21366 GENERAL THOMAS HWY"	"NEWSOMS"	"VA0059056"
"facility"	"GEORGIA PACIFIC WOOD PRODUCTS LLC - SKIPPERS"	"industrial"	"echo_VA0059072"	"active"	"POINT (-77.524872 36.548931)"	"234 FOREST RD"	"SKIPPERS"	"VA0059072"
"facility"	"DGIF - WYTHEVILLE FISH CULTURA"	"agriculture"	"echo_VA0059137"	"active"	"POINT (-80.9003 36.93081)"	"1260 RED HOLLOW RD"	"MAX MEADOWS"	"VA0059137"
"facility"	"CULPEPER WOOD PRESERVERS - CULPEPER"	"unknown"	"echo_VA0059145"	"inactive"	"POINT (-77.96 38.483331)"	"15487 BRAGGS CORNER RD"	"CULPEPER"	"VA0059145"
"facility"	"US ARMY GARRISON AND FORT LEE"	"unknown"	"echo_VA0059161"	"active"	"POINT (-77.34 37.24)"	"825 19TH ST"	"FORT LEE"	"VA0059161"
"facility"	"THE APPLE HOUSE WWTP"	"wwtp"	"echo_VA0059170"	"active"	"POINT (-78.101667 38.914167)"	"4675 JOHN MARSHALL HWY"	"LINDEN"	"VA0059170"
"facility"	"PROCTORS CREEK WWTP"	"wwtp"	"echo_VA0060194"	"active"	"POINT (-77.378036 37.381453)"	"1200 COXENDALE RD"	"CHESTER"	"VA0060194"
"facility"	"BREAKS INTERSTATE PARK CAMP NO 3 STP"	"public water supply"	"echo_VA0060275"	"active"	"POINT (-82.280087 37.294387)"	"STATE RTE 80"	"BREAKS"	"VA0060275"
"facility"	"PULASKI MOTEL"	"unknown"	"echo_VA0060321"	"inactive"	"POINT (-80.729108 37.021653)"	"3063 POSSUM HOLLOW RD"	"PULASKI"	"VA0060321"
"facility"	"UNIONVILLE ELEMENTARY SCHOOL"	"commercial"	"echo_VA0060330"	"active"	"POINT (-77.955656 38.260196)"	"10285 ZACHARY TAYLOR HWY"	"UNIONVILLE"	"VA0060330"
"facility"	"HARTWOOD ELEMENTARY SCHOOL"	"commercial"	"echo_VA0060348"	"active"	"POINT (-77.560833 38.400277)"	"14 SHACKELFORD WELL RD"	"HARTWOOD"	"VA0060348"
"facility"	"FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0060364"	"active"	"POINT (-79.879444 37.516667)"	"RT 220 N"	"FINCASTLE"	"VA0060364"
"facility"	"MCKENNEY WWTP"	"wwtp"	"echo_VA0060402"	"inactive"	"POINT (-77.740472 36.980972)"	"ROUTE 1010 EXTENSION"	"MCKENNEY"	"VA0060402"
"facility"	"FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT"	"commercial"	"echo_VA0060429"	"active"	"POINT (-77.26506 38.24824)"	"STATE ROUTE 615"	"RAPPAHANNOCK ACADEMY"	"VA0060429"
"facility"	"HENRY COUNTY PUBLIC SA - PIEDMONT ESTATES LAGOON"	"unknown"	"echo_VA0060445"	"active"	"POINT (-79.713784 36.678685)"	"279 FALCON RD"	"AXTON"	"VA0060445"
"facility"	"WATERFORD SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0060500"	"active"	"POINT (-77.61685 39.19063)"	"40024 OLD WHEATLAND RD"	"WATERFORD"	"VA0060500"
"facility"	"VDOC - ST BRIDES CORRECTIONAL CENTER"	"commercial"	"echo_VA0060526"	"active"	"POINT (-76.18467 36.61538)"	"701 SANDERSON RD"	"CHESAPEAKE"	"VA0060526"
"facility"	"WINDMILL POINT RESORT AND YACHT HARBOR"	"commercial"	"echo_VA0060569"	"active"	"POINT (-76.2923 37.61682)"	"56 WINDJAMMER LN"	"WHITE STONE"	"VA0060569"
"facility"	"CHARLES CITY ADMINISTRATION BUILDING"	"commercial"	"echo_VA0060585"	"active"	"POINT (-77.07574 37.34091)"	"10910 COURTHOUSE RD"	"CHARLES CITY"	"VA0060585"
"facility"	"DANVILLE CITY - NORTHSIDE"	"unknown"	"echo_VA0060593"	"active"	"POINT (-79.360352 36.564695)"	"229 NORTHSIDE DR"	"DANVILLE"	"VA0060593"
"facility"	"NORTH RIVER WWTF"	"wwtp"	"echo_VA0060640"	"active"	"POINT (-78.92986 38.343547)"	"856 N RIVER RD"	"MOUNT CRAWFORD"	"VA0060640"
"facility"	"REEDVILLE SANITARY DISTRICT"	"unknown"	"echo_VA0060712"	"active"	"POINT (-76.270039 37.831402)"	"152 MENHADEN RD"	"REEDVILLE"	"VA0060712"
"facility"	"SW VIRGINIA TRAINING CENTER ST"	"commercial"	"echo_VA0060763"	"inactive"	"POINT (-80.7955 36.74248)"	"160 TRAINING CENTER RD"	"HILLSVILLE"	"VA0060763"
"facility"	"APPALACHIA ELEMENTARY SCHOOL STP"	"public water supply"	"echo_VA0060798"	"active"	"POINT (-82.746412 36.924156)"	"3965 KENT JUNCTION RD"	"APPALACHIA"	"VA0060798"
"facility"	"BLACKSBURG VPI SANITATION AUTH - LOWER STROUBLES"	"unknown"	"echo_VA0060844"	"active"	"POINT (-80.519444 37.191389)"	"5277 PRICES FORK RD"	"BLACKSBURG"	"VA0060844"
"facility"	"RAPIDAN BAPTIST CAMP AND CONFERENCE CENTER"	"unknown"	"echo_VA0060879"	"active"	"POINT (-78.30003 38.28285)"	"177 BAPTIST CAMP DR"	"ROCHELLE"	"VA0060879"
"facility"	"LAKE LAND OR WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0060887"	"active"	"POINT (-77.552238 38.008816)"	"200 KENT DR"	"RUTHER GLEN"	"VA0060887"
"facility"	"DARE TO CARE CHARITIES INC"	"unknown"	"echo_VA0060909"	"inactive"	"POINT (-79.73605 37.4164)"	"1029 APPLE BUTTER LANE"	"BLUE RIDGE"	"VA0060909"
"facility"	"CAMP SHENANDOAH STP"	"public water supply"	"echo_VA0060917"	"inactive"	"POINT (-79.22907 38.1348)"	"222 BOY SCOUT LN"	"SWOOPE"	"VA0060917"
"facility"	"AQUIA WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0060968"	"active"	"POINT (-77.39547 38.44636)"	"75 COAL LANDING RD"	"STAFFORD"	"VA0060968"
"facility"	"BENNIES MOBILE HOME PARK SEWAGE TREATMENT PLANT"	"public water supply"	"echo_VA0061042"	"active"	"POINT (-79.110052 37.359376)"	"6080 CAMPBELL HIGHWAY"	"LYNCHBURG"	"VA0061042"
"facility"	"NOTTOWAY COUNTY SCHOOLS NOTTOWAY HIGH"	"commercial"	"echo_VA0061158"	"active"	"POINT (-78.065278 37.120833)"	"STATE HIGHWAY 460 W"	"NOTTOWAY"	"VA0061158"
"facility"	"GLADSTONE STP"	"public water supply"	"echo_VA0061247"	"active"	"POINT (-78.846389 37.543889)"	"1168 GLADSTONE RD"	"GLADSTONE"	"VA0061247"
"facility"	"VICA"	"unknown"	"echo_VA0061280"	"active"	"POINT (-77.533625 39.228207)"	"14001 JAMES MONROE HWY"	"LUCKETTS"	"VA0061280"
"facility"	"JOHN J WRIGHT EDUCATIONAL AND CULTURAL CENTER"	"commercial"	"echo_VA0061298"	"active"	"POINT (-77.59986 38.15596)"	"7565 COURTHOUSE RD"	"SPOTSYLVANIA"	"VA0061298"
"facility"	"BERKELEY ELEMENTARY SCHOOL"	"commercial"	"echo_VA0061301"	"active"	"POINT (-77.61785 38.12132)"	"5979 PARTLOW RD"	"PARTLOW"	"VA0061301"
"facility"	"SPRING BRANCH WWTF"	"wwtp"	"echo_VA0061310"	"inactive"	"POINT (-77.08597 37.050329)"	"601 JASPER LN"	"WAVERLY"	"VA0061310"
"facility"	"VDOT INTERSTATE 85 BRUNSWICK REST AREA"	"commercial"	"echo_VA0061379"	"active"	"POINT (-77.835 36.859444)"	"I85 MILE POST 34"	"BRUNSWICK COUNTY"	"VA0061379"
"facility"	"WOODFORD ESTATES MHC LIMITED LIABILITY CORPORATION"	"unknown"	"echo_VA0061409"	"active"	"POINT (-77.520332 38.091378)"	"12392 COUSTEAU ST"	"WOODFORD"	"VA0061409"
"facility"	"TOMS BROOK-MAURERTOWN SANITARY DISTRICT"	"unknown"	"echo_VA0061549"	"active"	"POINT (-78.4388 38.9454)"	"SR 653"	"TOMS BROOK"	"VA0061549"
"facility"	"CULPEPER WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0061590"	"active"	"POINT (-78.009722 38.481944)"	"15108 SERVICE LN"	"CULPEPER"	"VA0061590"
"facility"	"SURRY TOWN OF WWTF"	"wwtp"	"echo_VA0061646"	"inactive"	"POINT (-76.837272 37.130856)"	"11463 ROLFE HWY"	"SURRY"	"VA0061646"
"facility"	"SHEFFIELD ACRES STP"	"public water supply"	"echo_VA0061743"	"inactive"	"POINT (-82.460582 36.895704)"	"2823 DUNGANNON ROAD"	"COEBURN"	"VA0061743"
"facility"	"CHRISTIANSBURG TOWN - WWTF"	"wwtp"	"echo_VA0061751"	"active"	"POINT (-80.47159 37.15688)"	"2557 CRAB CREEK RD"	"CHRISTIANSBURG"	"VA0061751"
"facility"	"COURTLAND TOWN - WASTEWATER TREATMENT PLANT"	"wwtp"	"echo_VA0061859"	"active"	"POINT (-77.0371 36.68605)"	"24448 OLD BRIDGE RD"	"COURTLAND"	"VA0061859"
"facility"	"POUND WWTP"	"wwtp"	"echo_VA0061913"	"active"	"POINT (-82.603907 37.136225)"	"11543 OLD MILL VILLAGE"	"POUND"	"VA0061913"
"facility"	"FOREST LAKES ESTATES STP"	"public water supply"	"echo_VA0061964"	"active"	"POINT (-78.181463 39.064154)"	"211 FOREST LAKES DR"	"STEPHENS CITY"	"VA0061964"
"facility"	"TRAVELCENTERS OF AMERICA - RICHMOND TRAVEL CENTER"	"commercial"	"echo_VA0061972"	"inactive"	"POINT (-77.44716 37.72269)"	"10134 LEWISTOWN RD"	"ASHLAND"	"VA0061972"
"facility"	"EVERGREEN MOBILE HOME PARK"	"public water supply"	"echo_VA0062031"	"active"	"POINT (-79.099717 37.266749)"	"OFF ST RT 680"	"RUSTBURG"	"VA0062031"
"facility"	"SCOTTSBURG WWTP"	"wwtp"	"echo_VA0062103"	"inactive"	"POINT (-78.8025 36.741944)"	"PO BOX 28"	"SCOTTSBURG"	"VA0062103"
"facility"	"HANOVER COURTHOUSE WWTP"	"wwtp"	"echo_VA0062154"	"active"	"POINT (-77.47339 37.81829)"	"ROUTE 301"	"HANOVER"	"VA0062154"
"facility"	"CENTRAL VIRGINIA COMMUNITY HEA"	"public water supply"	"echo_VA0062162"	"inactive"	"POINT (-78.356667 37.638333)"	"PO BOX 220"	"GOLD HILL"	"VA0062162"
"facility"	"LCSA - SAINT LOUIS COMMUNITY"	"public water supply"	"echo_VA0062189"	"active"	"POINT (-77.558716 39.103252)"	"22151 NEWLIN MILL RD"	"MIDDLEBURG"	"VA0062189"
"facility"	"ELLISTON-LAFAYETTE WWTP"	"wwtp"	"echo_VA0062219"	"active"	"POINT (-80.21187 37.23054)"	"5229 ENTERPRISE DR"	"ELLISTON"	"VA0062219"
"facility"	"PINE GROVE PARK STP"	"public water supply"	"echo_VA0062316"	"inactive"	"POINT (-78.529445 36.597593)"	"63 PINE GROVE RD"	"CLARKSVILLE"	"VA0062316"
"facility"	"INDIAN COVE RESORT ASSOCIATION INCORPORATED"	"commercial"	"echo_VA0062391"	"inactive"	"POINT (-75.9733 36.73083)"	"1053 SANDBRIDGE RD"	"VIRGINIA BEACH"	"VA0062391"
"facility"	"NEWTON MOBILE COURT INC"	"unknown"	"echo_VA0062421"	"active"	"POINT (-78.636521 36.631396)"	"173 SUMMERVILLE ST"	"BUFFALO JUNCTION"	"VA0062421"
"facility"	"NEW HOPE WWTP"	"wwtp"	"echo_VA0062481"	"active"	"POINT (-78.90942 38.21492)"	"1998 KNIGHTLY MILL RD"	"FORT DEFIANCE"	"VA0062481"
"facility"	"DOC - SOUTHAMPTON CORRECTIONAL CENTER"	"commercial"	"echo_VA0062499"	"active"	"POINT (-77.255792 36.722094)"	"14545 OLD BELFIELD RD"	"CAPRON"	"VA0062499"
"facility"	"FERGUSON SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0062529"	"active"	"POINT (-77.928333 38.491666)"	"17311 BRANDY ROAD"	"BRANDY STATION"	"VA0062529"
"facility"	"TAZEWELL COUNTY PSA - FALLS MILLS HALES BOTTOM STP"	"public water supply"	"echo_VA0062561"	"active"	"POINT (-81.307222 37.276111)"	"INT RT 102 & RT 643"	"CEDAR BLUFF"	"VA0062561"
"facility"	"LURAY WWTP"	"wwtp"	"echo_VA0062642"	"active"	"POINT (-78.458819 38.684558)"	"45 E MAIN STREET"	"LURAY"	"VA0062642"
"facility"	"STONY CREEK WWTP"	"wwtp"	"echo_VA0062669"	"active"	"POINT (-77.388544 36.953496)"	"12521 SETZER RD"	"STONY CREEK"	"VA0062669"
"facility"	"PEPPERS FERRY REGIONAL WASTEWA"	"unknown"	"echo_VA0062685"	"active"	"POINT (-80.55949 37.1675)"	"7797 MASON ST"	"PULASKI"	"VA0062685"
"facility"	"ELK HILL FARM WWTP"	"wwtp"	"echo_VA0062731"	"active"	"POINT (-78.088072 37.718556)"	"ELK HILL FARM RD"	"GOOCHLAND"	"VA0062731"
"facility"	"FRONT ROYAL WWTP"	"wwtp"	"echo_VA0062812"	"active"	"POINT (-78.1858 38.9354)"	"END OF MANASSAS AVE EXTENDED IN FRONT ROYAL"	"FRONT ROYAL"	"VA0062812"
"facility"	"SPERRYVILLE SEWAGE TREATMENT PLANT"	"manufacturing"	"echo_VA0062880"	"active"	"POINT (-78.224324 38.656018)"	"3751 SPERRYVILLE PIKE"	"SPERRYVILLE"	"VA0062880"
"facility"	"CALVARY MENNONITE FELLOWSHIP"	"unknown"	"echo_VA0062928"	"inactive"	"POINT (-78.95894 38.48421)"	"6083 MT CLINTON PIKE"	"MOUNT CLINTON"	"VA0062928"
"facility"	"LIGHTFOOT ELEMENTARY SCHOOL"	"commercial"	"echo_VA0062961"	"active"	"POINT (-77.95279 38.24676)"	"11360 ZACHARY TAYLOR HWY"	"UNIONVILLE"	"VA0062961"
"facility"	"DOCKSIDE HEALTH AND REHAB CENTER WWTP"	"wwtp"	"echo_VA0063029"	"active"	"POINT (-76.509444 37.611111)"	"74 MIZPAH RD"	"LOCUST HILL"	"VA0063029"
"facility"	"HUGUENOT ACADEMY INCORPORATED"	"unknown"	"echo_VA0063037"	"active"	"POINT (-77.88428 37.55735)"	"2501 ACADEMY RD"	"POWHATAN"	"VA0063037"
