"OutfallID"|"Outfall_Type"|"Hydrocode"|"Facility_Name"|"Outfall_Longitude"|"Outfall_Latitude"|"City"|"County"|"Use_Type"|"Permit_Status"
"VA0004103102"|"INO"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.4566666668069|37.2166666666363|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004103104"|"INO"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.4525000002448|37.2280555555048|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004138001"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2881089995661|37.7079239996663|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138002"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2907909997969|37.7090489998421|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138004"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2952777774173|37.7041666665892|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138202"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2791666670698|37.7041666665892|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138203"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2930555556101|37.7058333332952|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138501"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138502"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138503"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138504"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138505"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004138999"|"EXO"|"VA0004138"|"DOMINION - BREMO POWER STATION"|-78.2902777779021|37.7072222218977|"BREMO BLUFF"|"Fluvanna"|"Energy"|"Effective"
"VA0004146001"|"COOL"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3808333331012|37.3827777775892|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146002"|"COOL"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3800000001481|37.3827777775892|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146003"|"COOL"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3844444446607|37.3719444443421|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146004"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3816666669527|37.3716666667492|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146005"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3638888889023|37.3722222223342|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146006"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146007"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146008"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146009"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146010"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146011"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146104"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3779|37.3821|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146401"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3844444446607|37.3763888887105|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004146402"|"INO"|"VA0004146"|"DOMINION ENERGY - CHESTERFIELD POWER STATION"|-77.3858333335148|37.3827777775892|"CHESTER"|"Chesterfield"|"Energy"|"Effective"
"VA0004162001"|"EXO"|"VA0004162"|"INTERNATIONAL PAPER - FRANKLIN MILL"|-76.9136111114636|36.5533333335205|"FRANKLIN"|"Franklin"|"Industrial"|"Effective"
"VA0004162103"|"EXO"|"VA0004162"|"INTERNATIONAL PAPER - FRANKLIN MILL"|-76.9136111114636|36.5533333335205|"FRANKLIN"|"Franklin"|"Industrial"|"Effective"
"VA0004642001"|"EXO"|"VA0004642"|"WESTROCK CP LLC - HOPEWELL"|-77.2632777774052|37.3030277776053|"HOPEWELL"|""|"Industrial"|"Admin Continued"
"VA0004642002"|"EXO"|"VA0004642"|"WESTROCK CP LLC - HOPEWELL"|-77.2666666664247|37.3005555554965|"HOPEWELL"|""|"Industrial"|"Admin Continued"
"VA0004669001"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.4291666668387|37.4458333329991|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669002"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4541700002755|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669003"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4458300002242|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669004"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4499999998776|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669005"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4499999998776|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669006"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4499999998776|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669007"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4499999998776|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669008"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4541700002755|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669009"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.437499999963|37.4541700002755|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669101"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.4291699995884|37.4458300002242|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669102"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.4333299997528|37.4541700002755|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669103"|"EXO"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.4333349997757|37.4499980001814|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004669750"|"INS"|"VA0004669"|"DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT"|-77.4206769999056|37.4469830002267|"RICHMOND"|""|"Industrial"|"Effective"
"VA0004677001"|"EXO"|"VA0004677"|"MOHAWK INDUSTRIES INC"|-79.4391666668883|37.6433333332704|"GLASGOW"|"Rockbridge"|"Industrial"|"Effective"
"VA0004677007"|"EXO"|"VA0004677"|"MOHAWK INDUSTRIES INC"|-79.4391666668883|37.6433333332704|"GLASGOW"|"Rockbridge"|"Industrial"|"Effective"
"VA0004677101"|"EXO"|"VA0004677"|"MOHAWK INDUSTRIES INC"|-79.446543|37.636098|"GLASGOW"|"Rockbridge"|"Industrial"|"Effective"
"VA0004677104"|"EXO"|"VA0004677"|"MOHAWK INDUSTRIES INC"|-79.4391666668883|37.6433333332704|"GLASGOW"|"Rockbridge"|"Industrial"|"Effective"
"VA0004774004"|"EXO"|"VA0004774"|"FRAMATOME INC - MAR"|-79.050505000439|37.4138929999191|"LYNCHBURG"|"Campbell"|"Commercial"|"Effective"
"VA0004791001"|"EXO"|"VA0004791"|"BONTEX INC"|-79.3661111108303|37.7436111111508|"BUENA VISTA"|""|"Industrial"|"Effective"
"VA0004804021"|"EXO"|"VA0004804"|"HUNTINGTON INGALLS INCORPORATED - NN SHIPBLDG DIV"|-76.4447222221232|36.988611111253|"NEWPORT NEWS"|""|"Industrial"|"Admin Continued"
"VA0004804022"|"EXO"|"VA0004804"|"HUNTINGTON INGALLS INCORPORATED - NN SHIPBLDG DIV"|-76.4463888889277|36.9900000003033|"NEWPORT NEWS"|""|"Industrial"|"Admin Continued"
"VA0004880001"|"EXO"|"VA0004880"|"VEOLIA JAMES RIVER PLANT"|-77.3969444443471|37.4141666668608|"NORTH CHESTERFIELD"|"Chesterfield"|"Industrial"|"Effective"
"VA0005291001"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2702777779842|37.2983333331603|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005291002"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2747222224968|37.2972222220251|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005291003"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2722222218408|37.3100000000868|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005291101"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2702777779842|37.2983333331603|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005291301"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2702777779842|37.2983333331603|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005291401"|"EXO"|"VA0005291"|"ADVANSIX RESINS & CHEMICALS LLC"|-77.2711111109373|37.2980555554861|"HOPEWELL"|""|"Industrial"|"Effective"
"VA0005312001"|"EXO"|"VA0005312"|"ADVANSIX RESINS AND CHEMICALS LLC - CHESTERFIELD"|-77.2790569997811|37.3361089998968|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0005312002"|"EXO"|"VA0005312"|"ADVANSIX RESINS AND CHEMICALS LLC - CHESTERFIELD"|-77.2835929996892|37.3357470000748|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0005312201"|"EXO"|"VA0005312"|"ADVANSIX RESINS AND CHEMICALS LLC - CHESTERFIELD"|-77.2819869997091|37.3332480002798|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0005312202"|"EXO"|"VA0005312"|"ADVANSIX RESINS AND CHEMICALS LLC - CHESTERFIELD"|-77.2884|37.33963|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0005657001"|"EXO"|"VA0005657"|"VDOT - HAMPTON ROADS BRIDGE TUNNEL I-64"|-76.3169444448567|36.9988888887287|"HAMPTON"|""|"Commercial"|"Effective"
"VA0005657002"|"EXO"|"VA0005657"|"VDOT - HAMPTON ROADS BRIDGE TUNNEL I-64"|-76.3044444442721|36.9855555557698|"HAMPTON"|""|"Commercial"|"Effective"
"VA0005720001"|"EXO"|"VA0005720"|"MOTIVA ENTERPRISES LLC - RICHMOND TERMINAL"|-77.44038|37.44545|"RICHMOND"|"Chesterfield"|"Commercial"|"Terminated"
"VA0005720002"|"EXO"|"VA0005720"|"MOTIVA ENTERPRISES LLC - RICHMOND TERMINAL"|-77.44038|37.44545|"RICHMOND"|"Chesterfield"|"Commercial"|"Terminated"
"VA0005720003"|"EXO"|"VA0005720"|"MOTIVA ENTERPRISES LLC - RICHMOND TERMINAL"|-77.44038|37.44545|"RICHMOND"|"Chesterfield"|"Commercial"|"Terminated"
"VA0005720004"|"EXO"|"VA0005720"|"MOTIVA ENTERPRISES LLC - RICHMOND TERMINAL"|-77.44038|37.44545|"RICHMOND"|"Chesterfield"|"Commercial"|"Terminated"
"VA0005819004"|"EXO"|"VA0005819"|"APPOMATTOX RIVER WATER AUTHORITY"|-77.5177777773433|37.2216666669712|"PETERSBURG"|"Chesterfield"|"Municipal"|"Effective"
"VA0005819005"|"EXO"|"VA0005819"|"APPOMATTOX RIVER WATER AUTHORITY"|-77.5219444448038|37.2241666666004|"PETERSBURG"|"Chesterfield"|"Municipal"|"Effective"
"VA0005819101"|"EXO"|"VA0005819"|"APPOMATTOX RIVER WATER AUTHORITY"|-77.5177777773433|37.2216666669712|"PETERSBURG"|"Chesterfield"|"Municipal"|"Effective"
"VA0005835001"|"EXO"|"VA0005835"|"VDOT - I-564 TUNNEL FACILITY"|-76.2908333336822|36.9444444443727|"NORFOLK"|""|"Commercial"|"Effective"
"VA0005851001"|"EXO"|"VA0005851"|"DOWNTOWN ELIZABETH RIVER TUNNEL"|-76.2916666666353|36.8333333331227|"NORFOLK"|""|"Commercial"|"Effective"
"VA0005851002"|"EXO"|"VA0005851"|"DOWNTOWN ELIZABETH RIVER TUNNEL"|-76.2961111111478|36.9694444443819|"NORFOLK"|""|"Commercial"|"Effective"
"VA0005851003"|"EXO"|"VA0005851"|"DOWNTOWN ELIZABETH RIVER TUNNEL"|-76.2916666666353|36.8333333331227|"NORFOLK"|""|"Commercial"|"Effective"
"VA0005860001"|"EXO"|"VA0005860"|"MIDTOWN ELIZABETH RIVER TUNNEL"|-76.3087789996726|36.8613190001415|"NORFOLK"|""|"Commercial"|"Effective"
"VA0005860002"|"EXO"|"VA0005860"|"MIDTOWN ELIZABETH RIVER TUNNEL"|-76.3176389997765|36.8553270001061|"NORFOLK"|""|"Commercial"|"Effective"
"VA0006076001"|"EXO"|"VA0006076"|"CLIFTON FORGE WATER TREATMENT PLANT"|-79.8380555558293|37.848055555767|"CLIFTON FORGE"|"Alleghany"|"Municipal"|"Effective"
"VA0006203001"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.1133333329258|36.9647222225645|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006203002"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.4722222221518|37.0974999998342|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006203003"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.1127777779232|36.966388888592|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006203004"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.1069444445566|36.9805555555581|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006203005"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.0777777777235|37.0361111109098|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006203006"|"EXO"|"VA0006203"|"CHESAPEAKE BAY BRIDGE AND TUNNEL DISTRICT"|-76.0630555553317|37.0458333332099|"CAPE CHARLES"|""|"Commercial"|"Effective"
"VA0006254001"|"EXO"|"VA0006254"|"ADDISON EVANS WATER PRODUCTION AND LABORATORY"|-77.6444444446046|37.4113888890202|"CHESTERFIELD"|"Chesterfield"|"Municipal"|"Effective"
"VA0006408001"|"EXO"|"VA0006408"|"GREIF RIVERVILLE LLC - FIBRE PLANT"|-78.9013888889503|37.5130555558373|"RIVERVILLE"|"Amherst"|"Industrial"|"Effective"
"VA0006408301"|"EXO"|"VA0006408"|"GREIF RIVERVILLE LLC - FIBRE PLANT"|-78.9150000004385|37.5049999999682|"RIVERVILLE"|"Amherst"|"Industrial"|"Effective"
"VA0006483001"|"EXO"|"VA0006483"|"GEORGIA PACIFIC WOOD PRODUCTS - EMPORIA - PLYWOOD"|-77.5230555557073|36.6952777777056|"EMPORIA"|"Greensville"|"Industrial"|"Effective"
"VA0006483002"|"EXO"|"VA0006483"|"GEORGIA PACIFIC WOOD PRODUCTS - EMPORIA - PLYWOOD"|-77.5241666666109|36.696111110908|"EMPORIA"|"Greensville"|"Industrial"|"Effective"
"VA0020168001"|"EXO"|"VA0020168"|"CLARKSVILLE WWTP"|-78.5486111110414|36.6208333333855|"CLARKSVILLE"|"Mecklenburg"|"Municipal"|"Admin Continued"
"VA0020176001"|"EXO"|"VA0020176"|"VICTORIA WEST SEWAGE TREATMENT PLANT"|-78.237499999652|36.9949999996801|"VICTORIA"|"Amherst"|"Municipal"|"Effective"
"VA0020184001"|"EXO"|"VA0020184"|"VICTORIA EAST SEWAGE TREATMENT PLANT"|-78.2161111109405|36.9949999996801|"VICTORIA"|"Lunenburg"|"Municipal"|"Effective"
"VA0020222001"|"EXO"|"VA0020222"|"GRANGE HALL ELEMENTARY SCHOOL"|-77.7691666671108|37.3858333336718|"MOSELEY"|"Chesterfield"|"Commercial"|"Effective"
"VA0020249001"|"EXO"|"VA0020249"|"APPOMATTOX TRICKLING FILTER PLANT"|-78.8511111113561|37.3277777780889|"APPOMATTOX"|"Appomattox"|"Municipal"|"Admin Continued"
"VA0020257001"|"EXO"|"VA0020257"|"APPOMATTOX WATER RECLAMATION FACILITY"|-78.8161111111564|37.3544444445306|"APPOMATTOX"|"Appomattox"|"Municipal"|"Effective"
"VA0020281001"|"EXO"|"VA0020281"|"WYTHEVILLE WWTP"|-81.0622222217824|36.9383333333358|"WYTHEVILLE"|"Wythe"|"Municipal"|"Effective"
"VA0020303001"|"EXO"|"VA0020303"|"CREWE WWTP"|-78.1238888888764|37.1883333334527|"CREWE"|"Nottoway"|"Municipal"|"Admin Continued"
"VA0020311001"|"EXO"|"VA0020311"|"STRASBURG STP"|-78.35695999992|38.975859000311|"STRASBURG"|"Shenandoah"|"Municipal"|"Effective"
"VA0020320001"|"EXO"|"VA0020320"|"COWFORD RD WWTP"|-78.9091666670719|36.7686111110592|"HALIFAX"|"Halifax"|"Municipal"|"Admin Continued"
"VA0020346001"|"EXO"|"VA0020346"|"EMPORIA WWTP"|-77.5266666663685|36.6786111109369|"EMPORIA"|""|"Municipal"|"Admin Continued"
"VA0020354001"|"EXO"|"VA0020354"|"LAWRENCEVILLE WASTEWATER TREATMENT PLANT"|-77.8366666668544|36.7455555555179|"LAWRENCEVILLE"|"Brunswick"|"Municipal"|"Admin Continued"
"VA0020362001"|"EXO"|"VA0020362"|"MAPLE AVE WWTP"|-78.8808333331919|36.6944444441139|"SOUTH BOSTON"|""|"Municipal"|"Effective"
"VA0020451001"|"EXO"|"VA0020451"|"ALTAVISTA TOWN - WASTEWATER TREATMENT PLANT"|-79.2713888890086|37.1130555556567|"ALTAVISTA"|"Campbell"|"Municipal"|"Effective"
"VA0020460001"|"EXO"|"VA0020460"|"VINT HILL FARMS STATION WWTP"|-77.6936388890004|38.7383611113507|"WARRENTON"|"Fauquier"|"Municipal"|"Effective"
"VA0020508001"|"EXO"|"VA0020508"|"EDINBURG STP"|-78.5580555559675|38.8202777774884|"EDINBURG"|"Shenandoah"|"Municipal"|"Effective"
"VA0020524001"|"EXO"|"VA0020524"|"CHATHAM TOWN - SEWAGE TREATMEN"|-79.3783333334645|36.8061111112277|"CHATHAM"|"Pittsylvania"|"Municipal"|"Admin Continued"
"VA0020532001"|"EXO"|"VA0020532"|"BERRYVILLE WWTP"|-77.9072222222565|39.1063888888113|"BERRYVILLE"|"Clarke"|"Municipal"|"Effective"
"VA0020532002"|"EXO"|"VA0020532"|"BERRYVILLE WWTP"|-77.891503000155|39.1249700001458|"BERRYVILLE"|"Clarke"|"Municipal"|"Effective"
"VA0020532999"|"EXO"|"VA0020532"|"BERRYVILLE WWTP"|-77.9072222222565|39.1063888888113|"BERRYVILLE"|"Clarke"|"Municipal"|"Effective"
"VA0020630001"|"EXO"|"VA0020630"|"DJJ BARRETT JUVENILE CORRECTIONAL CENTER"|-77.3602777773428|37.7099999999042|"MECHANICSVILLE"|"Hanover"|"Commercial"|"Effective"
"VA0020656001"|"EXO"|"VA0020656"|"BEAUMONT JUVENILE CORRECTION CENTER"|-77.906944444306|37.6808333329822|"BEAUMONT"|"Powhatan"|"Commercial"|"Effective"
"VA0020664001"|"EXO"|"VA0020664"|"VIRGINIA PUBLIC SAFETY TRAINING CENTER"|-77.3361111109232|37.7541666664277|"HANOVER"|"Hanover"|"Commercial"|"Effective"
"VA0020672001"|"EXO"|"VA0020672"|"DOC - APPALACHIAN MENS DETENTION CENTER"|-81.9275000003061|36.999722222356|"HONAKER"|"Russell"|"Commercial"|"Effective"
"VA0020681002"|"EXO"|"VA0020681"|"JAMES RIVER CORRECTION CENTER"|-77.8288888887328|37.6344444443735|"STATE FARM"|"Goochland"|"Commercial"|"Effective"
"VA0020699001"|"EXO"|"VA0020699"|"DOC POWHATAN CORRECTIONAL CENTER"|-77.835833333003|37.6283333333374|"STATE FARM"|"Goochland"|"Commercial"|"Effective"
"VA0020702002"|"EXO"|"VA0020702"|"VIRGINIA CORRECTIONAL CENTER FOR WOMEN"|-77.8965000001955|37.6706666666779|"GOOCHLAND"|"Goochland"|"Commercial"|"Effective"
"VA0020729001"|"EXO"|"VA0020729"|"VDOC - BLAND CORRECTIONAL CENTER ESU WWTP"|-80.8913888891424|37.165833333464|"BLAND"|""|"Commercial"|"Effective"
"VA0020737001"|"EXO"|"VA0020737"|"BOWLING GREEN WASTEWATER TREATMENT PLANT"|-77.3625000000483|38.0483333334734|"BOWLING GREEN"|"Caroline"|"Municipal"|"Effective"
"VA0020745001"|"EXO"|"VA0020745"|"LEBANON WWTP"|-82.052777777815|36.9216666663675|"LEBANON"|"Russell"|"Municipal"|"Effective"
"VA0020761001"|"EXO"|"VA0020761"|"JARRATT SEWAGE TREATMENT PLANT"|-77.478888888532|36.8011111113325|"JARRATT"|"Greensville"|"Municipal"|"Effective"
"VA0020788001"|"EXO"|"VA0020788"|"KILMARNOCK WASTEWATER TREATMENT PLANT"|-76.3661111115473|37.7083333330863|"KILMARNOCK"|"Lancaster"|"Municipal"|"Effective"
"VA0020877001"|"EXO"|"VA0020877"|"NORTHUMBERLAND FAMILY YMCA"|-76.483055555932|37.9188888886486|"HEATHSVILLE"|"Northumberland"|"Commercial"|"Effective"
"VA0020940001"|"EXO"|"VA0020940"|"BIG STONE GAP REGIONAL WWTP"|-82.7997222222018|36.8552777781196|"BIG STONE GAP"|"Wise"|"Municipal"|"Effective"
"VA0020974001"|"EXO"|"VA0020974"|"HAMILTON SEWAGE TREATMENT PLANT"|-77.663055555608|39.1388888886685|"HAMILTON"|"Loudoun"|"Municipal"|"Effective"
"VA0020982001"|"EXO"|"VA0020982"|"MIDDLETOWN STP"|-78.284022000095|39.0310220003478|"MIDDLETOWN"|"Frederick"|"Municipal"|"Effective"
"VA0020991001"|"EXO"|"VA0020991"|"BUENA VISTA STP"|-79.3636111110727|37.7269444447622|"BUENA VISTA"|""|"Municipal"|"Effective"
"VA0020991002"|"EXO"|"VA0020991"|"BUENA VISTA STP"|-79.3625000001691|37.7263888886912|"BUENA VISTA"|""|"Municipal"|"Effective"
"VA0021016001"|"EXO"|"VA0021016"|"CLEVELAND STP"|-82.1622222220285|36.9380555556653|"CLEVELAND"|"Russell"|"Municipal"|"Effective"
"VA0021067001"|"EXO"|"VA0021067"|"NAVAL SUPPORT FACILITY DAHLGREN"|-77.0277777781402|38.3208333332409|"DAHLGREN"|"King George"|"Commercial"|"Effective"
"VA0021083001"|"EXO"|"VA0021083"|"SCOTT COUNTY SCHOOLS - HILTON ELEMENTARY"|-82.4630555555387|36.6538888886355|"HILTONS"|"Scott"|"Commercial"|"Effective"
"VA0021105001"|"EXO"|"VA0021105"|"GORDONSVILLE SEWAGE TREATMENT PLANT"|-78.1997222226425|38.1249999998624|"GORDONSVILLE"|"Orange"|"Municipal"|"Admin Continued"
"VA0021113001"|"EXO"|"VA0021113"|"NARROWS TOWN - SEWAGE TREATMENT PLANT"|-80.8099999999601|37.3344444443883|"NARROWS"|"Giles"|"Municipal"|"Effective"
"VA0021130001"|"EXO"|"VA0021130"|"DAMASCUS WWTP"|-81.8438888893167|36.6513888892312|"DAMASCUS"|"Washington"|"Municipal"|"Effective"
"VA0021148001"|"EXO"|"VA0021148"|"CENTRA ROCKBRIDGE RIVERMONT SCHOOL"|-79.2969620000578|37.8972579998661|"FAIRFIELD"|"Rockbridge"|"Commercial"|"Effective"
"VA0021172001"|"EXO"|"VA0021172"|"WARRENTON TOWN SEWAGE TREATMENT PLANT"|-77.8153600000425|38.7162500001901|"WARRENTON"|"Fauquier"|"Municipal"|"Effective"
"VA0021199001"|"EXO"|"VA0021199"|"RICHLANDS REGIONAL WWTF"|-81.8324999996356|37.0913888888465|"RICHLANDS"|"Tazewell"|"Municipal"|"Effective"
"VA0021253001"|"EXO"|"VA0021253"|"ONANCOCK TOWN - WASTE WATER TREATMENT PLANT"|-75.7491666662342|37.7161111111247|"ONANCOCK"|"Accomack"|"Municipal"|"Effective"
"VA0021261001"|"EXO"|"VA0021261"|"RUTHVILLE COMMUNITY CENTER WWTP"|-77.0436129996943|37.3694439998983|"CHARLES CITY"|""|"Municipal"|"Effective"
"VA0021318001"|"EXO"|"VA0021318"|"PAGE COUNTY HIGH SCHOOL AND MIDDLE SCHOOL STP"|-78.6080555556112|38.5652777781266|"SHENANDOAH"|"Page"|"Commercial"|"Effective"
"VA0021326001"|"EXO"|"VA0021326"|"RURAL RETREAT WASTEWATER TREATMENT PLANT"|-81.2525000001755|36.8905555552078|"RURAL RETREAT"|"Wythe"|"Municipal"|"Effective"
"VA0021342001"|"EXO"|"VA0021342"|"VIRGINIA MUSEUM OF THE CIVIL WAR"|-78.66864|38.6612|"NEW MARKET"|"Shenandoah"|"Commercial"|"Terminated"
"VA0021385001"|"EXO"|"VA0021385"|"ORANGE TOWN SEWAGE TREATMENT PLANT"|-78.1558333334176|38.2658333330891|"ORANGE"|"Orange"|"Municipal"|"Effective"
"VA0021750001"|"EXO"|"VA0021750"|"LUCKETTS ELEMENTARY SCHOOL"|-77.5322222217847|39.2130555553859|"LEESBURG"|"Loudoun"|"Commercial"|"Admin Continued"
"VA0021768001"|"EXO"|"VA0021768"|"MECKLENBURG CO SCHOOLS - PARKVIEW HIGH SCHOOL"|-78.1850000002507|36.7024999999902|"SOUTH HILL"|"Mecklenburg"|"Commercial"|"Effective"
"VA0021776001"|"EXO"|"VA0021776"|"MECKLENBURG CO SCHOOLS BLUESTONE HIGH SCHOOL"|-78.4983333334472|36.7005555552693|"SKIPWITH"|""|"Commercial"|"Effective"
