"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality","OWS Planner" 
"59100","vwuds_mp8118","Surface Water Intake","FARM POND 7 #3876","73009","SEVEN SPRINGS FARMS INC","irrigation","2021","0","0.00","36.896000000000","-78.055000000000","51111","","rgreen"
"59101","vwuds_384033078304701","Surface Water Intake","S FORK SHENANDOAH RIVER","74040","LURAY CAVERNS COUNTRY CLUB","commercial","2021","14.402","0.04","38.675833333300","-78.513055555600","51139","","gmahadwar"
"59104","vwuds_381550078331501","Well","WELL #6","74156","BLUE RIDGE SCHOOL","commercial","2021","1.67115","0.00","38.263888888900","-78.554166666700","51079","","gmahadwar"
"59105","vwuds_381315079065301","Surface Water Intake","GARDNER SPRING","74051","STAUNTON WTP","municipal","2021","586.977","1.61","38.221463000000","-79.115693000000","51015","","gmahadwar"
"59106","vwuds_mp7865","Surface Water Intake","Pamunkey River - CH16 29.4 acres","74107","CABIN HILL FARM","irrigation","2021","3.2","0.01","37.788611000000","-77.350000000000","51085","","hsomers"
"59131","vwuds_mp8275","Surface Water Intake","JAMES RIVER MP 8275","73295","VARINA ON THE JAMES","irrigation","2021","7.3","0.02","37.394800000000","-77.327025000000","51087","","rgreen"
"59132","vwuds_380328078533701","Surface Water Intake","BAKER SPRING","73133","The LYCRA Company Waynesboro Plant","manufacturing","2021","6.667","0.02","38.059341670000","-78.894202500000","51820","","gmahadwar"
"59134","vwuds_mp8219","Surface Water Intake","In Line Irrigation Lake on Spring Branch","73024","Spring Creek Golf Club","commercial","2021","0","0.00","37.994394440000","-78.211061110000","51109","","hsomers"
"59137","vwuds_mp8220","Surface Water Intake","Impoundment located on Camp Creek","73024","Spring Creek Golf Club","commercial","2021","23.804","0.07","38.001030000000","-78.198600000000","51109","","hsomers"
"59151","vwuds_374315079210001","Well","FRENCH POST WELL","73971","BUENA VISTA","municipal","2021","2.216","0.01","37.720833333300","-79.350000000000","51530","","gmahadwar"
"59155","vwuds_mp8234","Surface Water Intake","Hawksbill Creek","72228","ATWOOD FARMS","irrigation","2021","0","0.00","38.640258000000","-78.465217000000","51139","","gmahadwar"
"59170","vwuds_mp8273","Surface Water Intake","JAMES RIVER MP 8273","73295","VARINA ON THE JAMES","irrigation","2021","33.42","0.09","37.380022000000","-77.350808000000","51087","","rgreen"
"59171","vwuds_AU2246","Well","MARYFIELD  WELL #1A","67683","Maryfield","municipal","2021","0","0.00","37.956250000000","-76.894890000000","51057","","hsomers"
"59172","vwuds_mp8276","Well","Lawn Irrigation Well","73017","ALTRIA HEADQUARTERS","commercial","2021","3.8","0.01","37.600246000000","-77.517290000000","51087","","rgreen"
"59173","vwuds_B5725","Surface Water Intake","OLD FARM POND 1 WALTERS HOUSE","73901","Bass Farms","irrigation","2021","0.72","0.00","0.100000000000","0.000000000000","51031","","trevor.lawson@d..."
"59184","vwuds_370607079210301","Surface Water Intake","MCMINNIS SPRING","72929","ALTAVISTA SERVICE AREA","municipal","2021","105.241","0.29","37.101944444400","-79.350833333300","51031","","trevor.lawson@d..."
"59186","vwuds_363749080241901","Surface Water Intake","DUCK POND","73969","PRIMLAND RESORT","commercial","2021","8.345","0.02","36.630277777800","-80.405277777800","51141","","trevor.lawson@d..."
"59192","vwuds_373615077430011","Well","WELL #11","73824","MANAKIN FARMS SERVICE AREA","municipal","2021","7.005918","0.02","0.100000000000","0.000000000000","51075","","gmahadwar"
"59196","vwuds_381359076574001","Well","POINT WELL (CASTLEWOOD PARK)#2","66992","Colonial Beach, Town of","municipal","2021","27.3462","0.07","38.233055555600","-76.961111111100","51193","","hsomers"
"59197","vwuds_375723079515601","Surface Water Intake","CASCADES-CHAPLIN-MCALLISTER SPRINGS","73036","Homestead Water Company-VA Hot Springs","municipal","2021","310.562","0.85","37.956388888900","-79.865555555600","51017","","gmahadwar"
"59205","vwuds_38025679465401","Well","Old Dairy Well","74108","Bath County Regional Water System","municipal","2021","23.47","0.06","0.000000000000","0.000000000000","51017","","gmahadwar"
"59210","vwuds_381840077442108","Well","WELL #8","72573","LAKE WILDERNESS SERVICE AREA","municipal","2021","15.249152","0.04","0.100000000000","0.000000000000","51177","","hsomers"
"59216","vwuds_385120077180001","Well","WELL","72412","FAIRFAX GOLF COURSE","commercial","2021","4.35","0.01","38.858320000000","-77.276080000000","51600","","hsomers"
"59217","vwuds_381532076583101","Well","4TH STREET WELL        #3","66992","Colonial Beach, Town of","municipal","2021","38.9428","0.11","38.258888888900","-76.975277777800","51193","","hsomers"
"59219","vwuds_37333308004701","Surface Water Intake","Craig Creek","73939","Lemon Farm","irrigation","2021","0","0.00","37.560010000000","-80.004412000000","51045","","trevor.lawson@d..."
"59226","vwuds_390107077170601","Well","14TH HOLE BOUNDARY WELL","73567","RIVER BEND COUNTRY CLUB","commercial","2021","0","0.00","39.018611110000","-77.285000000000","51059","","hsomers"
"59229","vwuds_391137078210301","Well","AREA 100 WELLS","72626","SHAWNEE LAND UTILITIES CO","municipal","2021","0","0.00","39.193611111100","-78.350833333300","51069","","gmahadwar"
"59230","vwuds_382000077334504","Well","WELL #11","73768","LAKE LAND 'OR SERVICE AREA","municipal","2021","1.64415","0.00","99.000000000000","-99.000000000000","51033","","hsomers"
"59231","vwuds_382000077334505","Well","WELL #12","73768","LAKE LAND 'OR SERVICE AREA","municipal","2021","71.634","0.20","99.000000000000","-99.000000000000","51033","","hsomers"
"59232","vwuds_380205077310401","Well","WELL #1","72642","CAMPBELLS CREEK SERVICE AREA","municipal","2021","0.01657","0.00","38.034722222200","-77.517777777800","51033","","hsomers"
"59233","vwuds_372139079513101","Well","WELL #5","73809","RAINBOW FOREST SERVICE AREA","municipal","2021","12.324","0.03","37.360833333300","-79.858611111100","51023","","trevor.lawson@d..."
"59236","vwuds_372221079490702","Well","WELL #1","73817","STRATFORD PLACE SERVICE AREA","municipal","2021","0","0.00","37.372500000000","-79.818611111100","51023","","trevor.lawson@d..."
"59237","vwuds_372321079482501","Well","WELL #2","72588","BLUE RIDGE HGHTS SERVICE AREA","municipal","2021","0.895","0.00","37.389166666700","-79.806944444400","51023","","trevor.lawson@d..."
"59238","vwuds_380830077330501","Well","WELL #6","72842","Indian Acres / Po River W&S","municipal","2021","0","0.00","38.141666666700","-77.551388888900","51177","","hsomers"
"59239","vwuds_380900077333003","Well","WELLS #2 & #3","72842","Indian Acres / Po River W&S","municipal","2021","0.1423","0.00","38.150000000000","-77.558333333300","51177","","hsomers"
"59248","vwuds_375845079543501","Surface Water Intake","Cascades Creek","73300","Homestead Golf Irrigation & Snow Production","commercial","2021","12.241528","0.03","37.979166666700","-79.909722222200","51017","","gmahadwar"
"59250","vwuds_384318078094901","Well","WELL #3","73245","WASHINGTON (TOWN) SERVICE AREA","municipal","2021","12.936","0.04","38.721666666700","-78.163611111100","51157","","hsomers"
"59253","vwuds_385853077265101","Well","Sterling R/M well #4","73469","DULLES READY MIX  PLANT","manufacturing","2021","0.279","0.00","38.981388888900","-77.447500000000","51107","","hsomers"
"59254","vwuds_363731082053601","Surface Water Intake","Sinking Creek Transfer Station","73480","VIRGINIAN GOLF CLUB COURSE","commercial","2021","41.508","0.11","36.625277777800","-82.093333333300","51191","","trevor.lawson@d..."
"59256","vwuds_374808079270101","Surface Water Intake","MAURY RIVER","74129","MAURY RIVER WTP","municipal","2021","476.164","1.30","37.802222222200","-79.450277777800","51163","","gmahadwar"
"59257","vwuds_384438077032203","Well","WELL #3","67378","Tauxemont Community Water System","municipal","2021","3.985","0.01","38.743888888900","-77.056111111100","51059","","hsomers"
"59258","vwuds_382318078521001","Well","MOUNTAIN NINE WELL","71650","LAKEVIEW GOLF COURSE","commercial","2021","0","0.00","38.396115277800","-78.816456575000","51165","","gmahadwar"
"59259","vwuds_385700078173001","Surface Water Intake","PASSAGE CREEK","71850","FRONT ROYAL FISH CULTURAL STA.","agriculture","2021","0","0.00","38.950000000000","-78.291666666700","51187","","gmahadwar"
"59262","vwuds_385754077202201","Surface Water Intake","LAKE ANNE","74056","HIDDEN CREEK COUNTRY CLUB","commercial","2021","9.409226","0.03","38.965000000000","-77.339444444400","51059","","hsomers"
"59263","vwuds_382626078023801","Well","WELL #2 (BACK)","74439","CLAIRMONT MANOR","municipal","2021","2.681","0.01","38.440555555600","-78.043888888900","51047","","hsomers"
"59265","vwuds_381426077224701","Well","MARKET WELL","71952","BELVEDERE PLANTATION","irrigation","2021","0.157","0.00","38.240555555600","-77.379722222200","51177","","hsomers"
"59266","vwuds_381440077231901","Surface Water Intake","RAPPAHANNOCK RIVER","71952","BELVEDERE PLANTATION","irrigation","2021","0.756","0.00","38.244444444400","-77.388611111100","51177","","hsomers"
"59267","vwuds_374657077033401","Surface Water Intake","MAIN PUMPHOUSE RESERVOIR","66880","Belle Haven Country Club","commercial","2021","13.123","0.04","38.781990000000","-77.058354000000","51059","","hsomers"
"59269","vwuds_385318077234501","Surface Water Intake","POND #6","73216","INTERNATIONAL COUNTRY CLUB","commercial","2021","17","0.05","38.871666666700","-77.395833333300","51059","","hsomers"
"59270","vwuds_384515077335002","Well","WELL #1","73849","LINTON HALL SCHOOL","commercial","2021","1.066","0.00","38.754166666700","-77.563888888900","51153","","hsomers"
"59273","vwuds_F5870","Surface Water Intake","PRESS FARM POND","74017","RAY NEWMAN","irrigation","2021","0","0.00","0.100000000000","0.000000000000","51131","","rgreen"
"59274","vwuds_384928077295001","Well","WELL #1","73471","CENTREVILLE PLT","manufacturing","2021","2.335","0.01","38.824444444400","-77.497222222200","51059","","hsomers"
"59275","vwuds_385820077371101","Well","ELYSIAN WELL A1","73762","LOWER BROAD RUN SERVICE AREA","municipal","2021","0.0348","0.00","39.243642000000","-77.491212000000","51107","","hsomers"
"59276","vwuds_385820077371102","Well","ELYSIAN WELL A2 ","73762","LOWER BROAD RUN SERVICE AREA","municipal","2021","5.576","0.02","39.247493000000","-77.492843000000","51107","","hsomers"
"59281","vwuds_380324077204801","Well","WELL #4  CEDAR DR","67184","Town of Bowling Green Water System","municipal","2021","7.4371","0.02","38.056666666700","-77.346666666700","51033","","hsomers"
"59282","vwuds_384326077421202","Well","BOTHA WELL","71646","INDEPENDENT WELLS","municipal","2021","0.70528","0.00","38.723888888900","-77.703333333300","51061","","hsomers"
"59283","vwuds_384451077440402","Well","MACRIDGE WELL","74025","NEW BALTIMORE REGIONAL","municipal","2021","6.076489","0.02","38.747500000000","-77.734444444400","51061","","hsomers"
"59284","vwuds_375846077293203","Well","WELL #3  NORTH BOUND","74449","Caroline County Utility System","municipal","2021","22.9022","0.06","37.979444444400","-77.492222222200","51033","","hsomers"
"59287","vwuds_383505077465501","Well","MEADOWBROOKE WELL 1","72504","BEALETON REGIONAL WATER SYSTEM","municipal","2021","0","0.00","38.584722222200","-77.781944444400","51061","","hsomers"
"59289","vwuds_383505077465502","Well","MEADOWBROOKE WELL 2","72504","BEALETON REGIONAL WATER SYSTEM","municipal","2021","18.0769","0.05","38.584722222200","-77.781944444400","51061","","hsomers"
"59290","vwuds_385905077270501","Well","WELL #1","73098","STERLING PLANT","manufacturing","2021","0.467","0.00","38.984722222200","-77.451388888900","51107","","hsomers"
"59291","vwuds_385427077401501","Well","WELL #12","74341","BULL RUN SERVICE AREA","municipal","2021","0.299","0.00","38.907500000000","-77.670833333300","51153","","hsomers"
"59295","vwuds_382515077251501","Well","WELL #1","73382","STAFFORD PLT","manufacturing","2021","1.745","0.00","38.419166666700","-77.418611111100","51179","","hsomers"
"59299","vwuds_380810077205401","Well","DAVIS CAMP WELL #3  PWAT45","90592","Fort A. P. Hill Water System","municipal","2021","1.863","0.01","38.136111111100","-77.348333333300","51033","","hsomers"
"59302","vwuds_373724079284701","Well","NATURAL BRIDGE WELL","72180","NATURAL BRIDGE SERVICE AREA","municipal","2021","17.829","0.05","37.621024213900","-79.483411733300","51163","","gmahadwar"
"59303","vwuds_385704077431101","Well","WELL #2","74360","MIDDLEBURG SERVICE AREA","municipal","2021","0.4856","0.00","38.951111111100","-77.719722222200","51107","","hsomers"
"59304","vwuds_385814077440702","Well","WELL #4  NEED MAP","74360","MIDDLEBURG SERVICE AREA","municipal","2021","12.506","0.03","38.970555555600","-77.735277777800","51107","","hsomers"
"59305","vwuds_384326077421201","Well","VINT HILL WELL #1","74441","BUCKLAND WATER & SANITATION ASSETS CORPORATION","municipal","2021","4.4533","0.01","38.723888888900","-77.703333333300","51061","","hsomers"
"59306","vwuds_384326077421203","Well","VINT HILL WELL #3","74441","BUCKLAND WATER & SANITATION ASSETS CORPORATION","municipal","2021","13.3005","0.04","38.723888888900","-77.703333333300","51061","","hsomers"
"59308","vwuds_385508077394602","Well","WELL #2","74341","BULL RUN SERVICE AREA","municipal","2021","0","0.00","38.918611111100","-77.661944444400","51153","","hsomers"
"59309","vwuds_380116077531801","Well","WELL #4","73865","MINERAL SERVICE AREA","municipal","2021","15.076","0.04","38.021111111100","-77.888333333300","51109","","hsomers"
"59317","vwuds_390620077364101","Well","WELL#1 Franklin Park","73729","FRANKLIN PARK","municipal","2021","1.663","0.00","39.105555555600","-77.611388888900","51107","","hsomers"
"59318","vwuds_373322077310601","Surface Water Intake","JAMES RIVER AND KANAWA CANAL","73032","RICHMOND (CITY) WTP","municipal","2021","24992.9","68.47","37.556111111100","-77.518333333300","51760","","rgreen"
"59319","vwuds_380512078120001","Surface Water Intake","BOWLERS MILL RESERVOIR","456245","LCWA-Louisa Generation LLC (ODEC)","fossilpower","2021","3.484","0.01","38.086666666700","-78.200000000000","51109","","hsomers"
"59320","vwuds_380134078112101","Well","GREEN SPRINGS WELL #2","73040","LCWA-Zion Crossroads","municipal","2021","26.51","0.07","38.009444444400","-78.189166666700","51109","","hsomers"
"59321","vwuds_375844077562001","Surface Water Intake","NORTHEAST CREEK RESERVOIR","456224","LCWA-Northeast Creek Reservoir System","municipal","2021","149.72","0.41","37.978888888900","-77.938888888900","51109","","hsomers"
"59322","vwuds_390821077351801","Well","BEACON HILL WELL C","73762","LOWER BROAD RUN SERVICE AREA","municipal","2021","3.766","0.01","39.140381000000","-77.587400000000","51107","","hsomers"
"59323","vwuds_385820077371104","Well","ELYSIAN WELL B2  ","73762","LOWER BROAD RUN SERVICE AREA","municipal","2021","1.515","0.00","39.244674000000","-77.503425000000","51107","","hsomers"
"59324","vwuds_380859077213001","Well","DROP ZONE WELL #1  PWAT33","90592","Fort A. P. Hill Water System","municipal","2021","3.1214","0.01","38.149722222200","-77.358333333300","51033","","hsomers"
"59326","vwuds_390746077403502","Well","WELL #12","72639","HAMILTON SERVICE AREA","municipal","2021","3.1379","0.01","39.129444444400","-77.676388888900","51107","","hsomers"
"59328","vwuds_370705079161201","Surface Water Intake","ROANOKE RIVER","74466","ALTAVISTA POWER STATION","fossilpower","2021","172.203","0.47","37.118000000000","-79.270000000000","51031","","trevor.lawson@d..."
"59329","vwuds_390511077355004","Well","ROKEBY WELL 6D","73762","LOWER BROAD RUN SERVICE AREA","municipal","2021","2.87","0.01","39.074840000000","-77.603240000000","51107","","hsomers"
"59335","vwuds_380858077195201","Well","LODGE WELL #2 PWAT44","90592","Fort A. P. Hill Water System","municipal","2021","0.9749","0.00","38.149444444400","-77.331111111100","51033","","hsomers"
"59338","vwuds_373615077430012","Well","WELL #12","73824","MANAKIN FARMS SERVICE AREA","municipal","2021","7.260412","0.02","0.100000000000","0.000000000000","51075","","gmahadwar"
"59339","vwuds_371440078273501","Well","WELL #1","72537","HAMPDEN SYDNEY COLLEGE","commercial","2021","5.6570082","0.02","37.243611111100","-78.463333333300","51147","","rgreen"
"59340","vwuds_380021078570602","Well","HURDIS WELL","72068","SOUTH RIVER SERVICE AREA","municipal","2021","281.431","0.77","38.006172000000","-79.048758000000","51015","","gmahadwar"
"59341","vwuds_384617078362301","Surface Water Intake","NORTH FORK SHENANDOAH RIVER","73866","THOMAS R. FLEMING, INC.","irrigation","2021","0","0.00","38.771388888900","-78.606388888900","51171","","gmahadwar"
"59342","vwuds_374526078581501","Surface Water Intake","HAT CREEK","73034","THOMAS WHEATON","irrigation","2021","4.2","0.01","37.757222222200","-78.970833333300","51125","","gmahadwar"
"59343","vwuds_375643079363001","Surface Water Intake","BIG SPRING","74427","MILLBORO SERVICE AREA","municipal","2021","32.1758","0.09","37.945277777800","-79.608333333300","51017","","gmahadwar"
"59344","vwuds_365327082223401","Surface Water Intake","CLINCH RIVER Carfax Intake (WTP & Power Plant)","72677","WISE COUNTY REGIONAL WTP","municipal","2021","582.57","1.60","36.890833333300","-82.376111111100","51195","","trevor.lawson@d..."
"59345","vwuds_383120077275001","Surface Water Intake","LUNGA RESERVOIR","73254","LUNGA RESERVOIR INTAKE","commercial","2021","0","0.00","38.522222222200","-77.463888888900","51179","","hsomers"
"59346","vwuds_380148078583801","Surface Water Intake","COLES RUN RESERVOIR","72068","SOUTH RIVER SERVICE AREA","municipal","2021","63.859658","0.17","38.030000000000","-78.977222222200","51015","","gmahadwar"
"59347","vwuds_375740077173001","Surface Water Intake","APPOMATTOX RIVER","72251","HOPEWELL DISTRICT","municipal","2021","8292.681","22.72","37.311111111100","-77.296666666700","51670","","rgreen"
"59348","vwuds_A5735","Surface Water Intake","FARM POND #2 (SMALL)","450455","Foundation Seed Farm","irrigation","2021","3.5343","0.01","38.090070478781","-76.724204254150","51193","","hsomers"
"59350","vwuds_mp8108","Surface Water Intake","Broad Run #1","73320","Mayhew Farm","irrigation","2021","14.2","0.04","99.000000000000","-99.000000000000","51153","","hsomers"
"59351","vwuds_384223078395601","Well","ASHBY LEE WELL","72344","MOUNT JACKSON SERVICE AREA","municipal","2021","1.313","0.00","38.706520033300","-78.665554111100","51171","","gmahadwar"
"59352","vwuds_371603079040702","Well","WELLS #2 AND #3 ON METER","73251","RUSTBURG CORRECTIONAL UNIT #9","commercial","2021","5.3687","0.01","37.267500000000","-79.068611111100","51031","","trevor.lawson@d..."
"59353","vwuds_380524077201801","Well","ARCHER CAMP WELL  PWAT03","90592","Fort A. P. Hill Water System","municipal","2021","1.3988","0.00","38.090277777800","-77.338333333300","51033","","hsomers"
"59354","vwuds_380614077173301","Well","WILCOX WELL #2  PWAT23","90592","Fort A. P. Hill Water System","municipal","2021","0.2021","0.00","38.103611111100","-77.292777777800","51033","","hsomers"
"59355","vwuds_374600077423401","Well","SANITARY-DRINKING WATER WELL","71738","MONTPELIER PLANT","mining","2021","0.4371","0.00","37.776666666700","-77.712777777800","51085","","hsomers"
"59356","vwuds_382743078584401","Surface Water Intake","MUDDY CREEK","74149","EVERGREEN DAIRY","irrigation","2021","9.5","0.03","38.461944444400","-78.978888888900","51165","","gmahadwar"
"59357","vwuds_374636077424602","Surface Water Intake","SOUTH ANNA RIVER","71738","MONTPELIER PLANT","mining","2021","0","0.00","37.776666666700","-77.712777777800","51085","","hsomers"
"59360","vwuds_380820078514201","Surface Water Intake","SOUTH RIVER","72317","HOLSINGER DAIRY FARM","irrigation","2021","21.1","0.06","38.138888888900","-78.861666666700","51015","","gmahadwar"
"59361","vwuds_371712079512301","Well","STONEBRIDGE WELL","74424","VINTON SERVICE AREA","municipal","2021","57.9","0.16","37.286666666700","-79.856388888900","51161","","trevor.lawson@d..."
"59363","vwuds_371636079521901","Well","BUSH WELL #1","74424","VINTON SERVICE AREA","municipal","2021","27.2","0.07","37.276666666700","-79.871944444400","51161","","trevor.lawson@d..."
"59366","vwuds_385750077210001","Surface Water Intake","HOLDING POND #17","74056","HIDDEN CREEK COUNTRY CLUB","commercial","2021","15.532872","0.04","38.961111111100","-77.349444444400","51059","","hsomers"
"59369","vwuds_373040078545201","Well","WELL #1","73406","RIVERVILLE MILL WTP","manufacturing","2021","1.308","0.00","37.511111111100","-78.914444444400","51009","","gmahadwar"
"59370","vwuds_mp8066","Surface Water Intake","Tye River","73215","Henry Fitzgerald Farm","irrigation","2021","9.2","0.03","99.000000000000","-99.000000000000","51125","","gmahadwar"
"59372","vwuds_B5735","Well","WELL #1","450455","Foundation Seed Farm","irrigation","2021","0","0.00","38.089428261714","-76.725361347198","51193","","hsomers"
"59376","vwuds_371429078272001","Well","WELL #4","72537","HAMPDEN SYDNEY COLLEGE","commercial","2021","12.27202","0.03","37.241388888900","-78.455555555600","51147","","rgreen"
"59377","vwuds_374636077424601","Surface Water Intake","SETTLING PONDS","71738","MONTPELIER PLANT","mining","2021","7.933143","0.02","37.776666666700","-77.712777777800","51085","","hsomers"
"59381","vwuds_381823078552401","Surface Water Intake","DICES SPRING","74078","WEYERS CAVE SERVICE AREA","municipal","2021","51.981","0.14","38.308888888900","-78.923333333300","51015","","gmahadwar"
"59382","vwuds_380853078494001","Well","CRIMORA MINES WELL","74152","DOOMS SERVICE AREA","municipal","2021","9.4125","0.03","38.139810100000","-78.815087410000","51015","","gmahadwar"
"59383","vwuds_364835081241004","Surface Water Intake","4 SPRINGS","73084","RYE VALLEY SERVICE AREA","municipal","2021","46.960245","0.13","36.809722222200","-81.402777777800","51173","","trevor.lawson@d..."
"59384","vwuds_S","Surface Water Intake","DEERFIELD SPRING","74079","DEERFIELD SERVICE AREA","municipal","2021","0","0.00","38.191815000000","-79.405559000000","51015","","gmahadwar"
"59392","vwuds_381008076520801","Well","WELL #4","73187","WESTMORELAND STATE PARK","commercial","2021","2.6237","0.01","38.168888888900","-76.868888888900","51193","","hsomers"
"59393","vwuds_370208080484201","Surface Water Intake","PEAK CREEK","74361","PULASKI (TOWN) WTP","municipal","2021","1011.38","2.77","37.035555555600","-80.811666666700","51155","","trevor.lawson@d..."
"59394","vwuds_381022076524201","Well","WELL #5","73187","WESTMORELAND STATE PARK","commercial","2021","0.3507","0.00","38.172777777800","-76.878333333300","51193","","hsomers"
"59395","vwuds_mp8058","Well","Well #2","73614","white oak estates","municipal","2021","16.196","0.04","37.394060000000","-79.829060000000","51047","","hsomers"
"59396","vwuds_364512077450702","Well","WELLS #1#2 #3 #4","72947","Vulcan Construction Materials Lawrenceville Quarry","mining","2021","0","0.00","36.753333333300","-77.751944444400","51025","","rgreen"
"59399","vwuds_370626079165301","Surface Water Intake","ROANOKE RIVER","74458","Pittsylvania Power Station (formerly HURT FACILITY)","fossilpower","2021","12.29","0.03","37.107222222200","-79.281388888900","51143","","trevor.lawson@d..."
"59400","vwuds_374135077383501","Surface Water Intake","LITTLE TUCKAHOE CREEK TRIB","74460","ROYAL STONE PLANT","mining","2021","90.94","0.25","37.693055555600","-77.643055555600","51075","","gmahadwar"
"59401","vwuds_371416078280106","Well","WELL #6","72537","HAMPDEN SYDNEY COLLEGE","commercial","2021","5.539529","0.02","37.237777777800","-78.466944444400","51147","","rgreen"
"59402","vwuds_363632077344201","Surface Water Intake","JAKE'S POND","74364","Vulcan Construction Materials LLC: Skippers Plant","mining","2021","0","0.00","36.608888888900","-77.578333333300","51081","","rgreen"
"59404","vwuds_382518079352102","Well","WELL #3","72640","MONTEREY SERVICE AREA","municipal","2021","11.06","0.03","38.421666666700","-79.589166666700","51091","","gmahadwar"
"59405","vwuds_mp8064","Surface Water Intake","Rutgers Run","73215","Henry Fitzgerald Farm","irrigation","2021","5.9","0.02","99.000000000000","-99.000000000000","51125","","gmahadwar"
"59410","vwuds_372958076202601","Well","WELL","72032","SYDNOR - CAMP PIANKATANK","municipal","2021","7.5701","0.02","37.499444444444","-76.340555555556","51115","","hsomers"
"59412","vwuds_364928078501802","Well","WELL No. 2 - ROUTE 746","73303","CLOVER SERVICE AREA","municipal","2021","10.594","0.03","36.824444444400","-78.838333333300","51083","","trevor.lawson@d..."
"59413","vwuds_372116082114101","Surface Water Intake","LEVISA RIVER","71684","BIG ROCK NO.  8 PREP PLANT","mining","2021","203.856","0.56","37.354444444400","-82.194722222200","51027","","trevor.lawson@d..."
"59414","vwuds_373831079263301","Well","WELL #3","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","manufacturing","2021","11.302","0.03","37.641944444400","-79.442500000000","51163","","gmahadwar"
"59415","vwuds_380209079054501","Surface Water Intake","CHRISTIANS CREEK  154.2 ACRES","73470","Christians Creek Holsteins, inc","irrigation","2021","13.5","0.04","38.036500000000","-79.093830000000","51015","","gmahadwar"
"59416","vwuds_373215077303001","Surface Water Intake","ROCK QUARRY","72427","WILLOW OAKS COUNTRY CLUB","commercial","2021","21.17","0.06","37.537500000000","-77.508333333300","51760","","rgreen"
"59417","vwuds_373827079263801","Well","WELL #2","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","manufacturing","2021","17.029","0.05","37.640833333300","-79.443888888900","51163","","gmahadwar"
"59418","vwuds_380209079054502","Surface Water Intake","CHRISTIANS CREEK  60 ACRES","73470","Christians Creek Holsteins, inc","irrigation","2021","0","0.00","38.030080000000","-79.107170000000","51015","","gmahadwar"
"59420","vwuds_365149076341701","Surface Water Intake","LONE STAR LAKES","67426","City of Suffolk Main System","municipal","2021","420","1.15","36.863611111100","-76.571388888900","51800","","rgreen"
"59423","vwuds_383945078405501","Surface Water Intake","NF SHENANDOAH RIVER    HOME","72036","ROGER L & LINDA F MARTIN","irrigation","2021","9.72","0.03","38.662500000000","-78.681944444400","51171","","gmahadwar"
"59425","vwuds_381530076594001","Well","WILKERSON FARM WELL","66992","Colonial Beach, Town of","municipal","2021","58.331","0.16","38.258333333300","-76.994444444400","51193","","hsomers"
"59427","vwuds_373614077544501","Well","TILMANS FARM  WELL#1","71570","SYDNOR - small well systems","municipal","2021","8.2766","0.02","37.603888888889","-77.912500000000","51760","","rgreen"
"59436","vwuds_364333080484304","Well","Woodlawn Well #4","71668","CARROLL COUNTY REGIONAL","municipal","2021","0","0.00","36.725833333300","-80.811944444400","51035","","trevor.lawson@d..."
"59437","vwuds_BV0236","Well","SHAWNEELAND WELL #1","72626","SHAWNEE LAND UTILITIES CO","municipal","2021","2.930357","0.01","39.193801830600","-78.350930325000","51069","","gmahadwar"
"59438","vwuds_380556077173701","Well","WILCOX WELL #1  PWAT22","90592","Fort A. P. Hill Water System","municipal","2021","0.9534","0.00","38.099722222200","-77.291944444400","51033","","hsomers"
"59439","vwuds_mp8201","Surface Water Intake","Thompson Lake","73414","SAUNDERS BROTHERS, INC.","irrigation","2021","17.11","0.05","37.735833000000","-79.038244000000","51125","","gmahadwar"
"59440","vwuds_mp8057","Well","Well #1","73614","white oak estates","municipal","2021","7.859","0.02","37.394060000000","-79.829060000000","51047","","hsomers"
"59442","vwuds_380805077193701","Well","ARENA WELL #1  PWAT36","90592","Fort A. P. Hill Water System","municipal","2021","0.9561","0.00","38.134722222200","-77.325277777800","51033","","hsomers"
"59443","vwuds_381640078492902","Well","NEW WELL GROTTES FARM","72144","SHRECKHISE NURSERIES","irrigation","2021","10.347","0.03","38.279311152800","-78.824018741700","51165","","gmahadwar"
"59446","vwuds_381530077182301","Well"," WELL No. 1 - Front","67681","Greenhost Incorporated","irrigation","2021","25.164898","0.07","38.255917000000","-77.305083000000","51099","","hsomers"
"59455","vwuds_370504078425302","Well","WELL #2","74332","PHENIX SERVICE AREA","municipal","2021","1.898469","0.01","37.084444444400","-78.714722222200","51037","","trevor.lawson@d..."
"59456","vwuds_363738079511002","Well","WELL #2","73255","RIDGEWAY PLANT","manufacturing","2021","0.0085","0.00","36.627222222200","-79.852777777800","51089","","trevor.lawson@d..."
"59459","vwuds_380341078525501","Well","WELL #3","73133","The LYCRA Company Waynesboro Plant","manufacturing","2021","94.509","0.26","38.061388888900","-78.881944444400","51820","","gmahadwar"
"59460","vwuds_BX0236","Well","SHAWNEELAND WELL #3","72626","SHAWNEE LAND UTILITIES CO","municipal","2021","3.870147","0.01","39.214449408300","-78.333130797200","51069","","gmahadwar"
