"OutfallID"	"Year"	"VPDES.Facility.ID"	"VPDES.Name"	"Fac.Lat"	"Fac.Long"	"Outfall_Type"	"Outfall.Long"	"Outfall.Lat"	"Measured_Effluent"	"Discharges_MGD"	"Date"	"County"	"Permit_Type"	"Waterbody"	"Use.Type"	"Fuel_Type"	"Gen_Cap_MW"	"Mon_Reported"
"803"	"VA0003077001"	2014	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1292	0.1292	2014-05-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"804"	"VA0003077001"	2014	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1096	0.1096	2014-03-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"805"	"VA0003077001"	2014	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1825	0.1825	2014-08-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"806"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1922	0.1922	2015-07-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"807"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1139	0.1139	2015-02-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"808"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.2016	0.2016	2015-06-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"809"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1554	0.1554	2015-01-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"810"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1275	0.1275	2015-05-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"811"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1274	0.1274	2015-03-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"812"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1485	0.1485	2015-08-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"813"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1694	0.1694	2015-04-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"814"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1184	0.1184	2015-12-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"815"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1327	0.1327	2015-09-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"816"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0877	0.0877	2015-10-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"817"	"VA0003077001"	2015	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0945	0.0945	2015-11-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"818"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1187	0.1187	2016-10-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"819"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0881	0.0881	2016-04-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"820"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0844	0.0844	2016-01-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"821"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1496	0.1496	2016-09-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"822"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1297	0.1297	2016-08-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"823"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0773	0.0773	2016-03-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"824"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1493	0.1493	2016-07-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"825"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1771	0.1771	2016-05-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"826"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.058	0.058	2016-11-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"827"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.0785	0.0785	2016-12-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"828"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1217	0.1217	2016-02-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"829"	"VA0003077001"	2016	"VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	37.350627	-77.291096	"EXO"	-77.2912800003564	37.35300000025	0.1218	0.1218	2016-06-01	"Chesterfield"	"NPDES Individual Permit"	"James River"	"Industrial"	NA	NA	12
"830"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.12	18.12	2010-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"831"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.75	17.75	2010-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"832"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.26	17.26	2010-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"833"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	16.94	16.94	2010-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"834"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.82	17.82	2010-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"835"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.52	18.52	2010-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"836"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.11	18.11	2010-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"837"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.15	18.15	2010-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"838"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.89	17.89	2010-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"839"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.12	18.12	2010-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"840"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.3	18.3	2010-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"841"	"VA0003115001"	2010	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.3	18.3	2010-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"842"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	21.31	21.31	2011-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"843"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.75	20.75	2011-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"844"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.23	20.23	2011-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"845"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.44	19.44	2011-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"846"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.82	17.82	2011-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"847"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.69	17.69	2011-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"848"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.91	17.91	2011-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"849"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.27	19.27	2011-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"850"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.51	17.51	2011-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"851"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.47	20.47	2011-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"852"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.52	20.52	2011-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"853"	"VA0003115001"	2011	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	16.27	16.27	2011-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"854"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.64	18.64	2012-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"855"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.79	18.79	2012-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"856"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.21	18.21	2012-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"857"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.55	18.55	2012-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"858"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.07	18.07	2012-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"859"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	17.95	17.95	2012-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"860"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.57	18.57	2012-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"861"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	14.53	14.53	2012-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"862"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.15	18.15	2012-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"863"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.55	18.55	2012-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"864"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.54	18.54	2012-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"865"	"VA0003115001"	2012	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.03	19.03	2012-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"866"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.4	19.4	2013-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"867"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	16.04	16.04	2013-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"868"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.54	19.54	2013-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"869"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.69	18.69	2013-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"870"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.72	19.72	2013-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"871"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.51	19.51	2013-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"872"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.82	18.82	2013-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"873"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.12	19.12	2013-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"874"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.43	19.43	2013-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"875"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.98	18.98	2013-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"876"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.6	19.6	2013-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"877"	"VA0003115001"	2013	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.99	18.99	2013-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"878"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.72	19.72	2014-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"879"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19	19	2014-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"880"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.06	20.06	2014-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"881"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.16	20.16	2014-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"882"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.51	19.51	2014-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"883"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.06	20.06	2014-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"884"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.57	19.57	2014-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"885"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	13.75	13.75	2014-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"886"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.06	20.06	2014-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"887"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.76	19.76	2014-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"888"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.91	18.91	2014-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"889"	"VA0003115001"	2014	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.88	18.88	2014-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"890"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.6	18.6	2015-05-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"891"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.46	20.46	2015-07-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"892"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.85	19.85	2015-04-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"893"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.66	20.66	2015-02-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"894"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.86	18.86	2015-06-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"895"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.68	20.68	2015-09-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"896"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.27	20.27	2015-01-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"897"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	20.61	20.61	2015-08-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"898"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	19.69	19.69	2015-10-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"899"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.71	18.71	2015-12-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"900"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	18.52	18.52	2015-11-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"901"	"VA0003115001"	2015	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	15.69	15.69	2015-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
"902"	"VA0003115001"	2016	"VA0003115"	"WESTROCK CP LLC - WEST POINT"	37.5392	-76.8053	"EXO"	-76.8105555556194	37.5430555555218	14.54	14.54	2016-03-01	""	"NPDES Individual Permit"	"Pamunkey River"	"Industrial"	NA	NA	12
