bundle	name	ftype	hydrocode	fstatus	wkt_geom
facility	DEERFIELD WTP - AUGUSTA	wwtp	echo_VA0090760	inactive	POINT (-79.40547 38.19252)
facility	DEFENSE SUPPLY CENTER RICHMOND	unknown	echo_VA0091642	inactive	POINT (-77.4485 37.4189)
facility	"DENNIS W. SMITH, INC"	unknown	echo_VAU001563	inactive	POINT (-77.72748 37.39296)
facility	DEPARTMENT OF JUVENILE JUSTICE HANOVER FACILITY	unknown	echo_VA0020664	active	POINT (-77.34036 37.75409)
facility	DGIF - MARION FISH CULTURAL STATION	agriculture	echo_VA0054381	active	POINT (-81.47707 36.824034)
facility	DGIF - PAINT BANK FISH CULTURAL STATION	agriculture	echo_VA0091324	active	POINT (-80.246389 37.554167)
facility	DGIF - WYTHEVILLE FISH CULTURA	unknown	echo_VA0059137	active	POINT (-80.9003 36.93081)
facility	DGIF - WYTHEVILLE FISH CULTURAL STATION	agriculture	echo_VA0068144	active	POINT (-80.9003 36.93081)
facility	DICKENSON CNTY PUBLIC SCHOOLS	municipal	echo_VA0027430	inactive	POINT (-82.360787 37.048342)
facility	DICKENSON CNTY PUBLIC SCHOOLS	municipal	echo_VA0027413	inactive	POINT (-82.49 37.133889)
facility	DICKENSON CNTY PUBLIC SCHOOLS - ERVINTON E S STP	wwtp	echo_VA0027421	active	POINT (-82.343634 37.067702)
facility	DICKENSON CNTY PUBLIC SCHOOLS - SANDLICK E S STP	wwtp	echo_VA0027464	active	POINT (-82.276944 37.183056)
facility	DICKENSON COUNTY PUBLIC SERVICE AUTH - HAYSI STP	wwtp	echo_VA0067571	active	POINT (-82.298056 37.21)
facility	DICKENSON COUNTY PUBLIC SERVICE AUTHORITY STP 1	wwtp	echo_VA0082589	active	POINT (-82.295833 37.016667)
facility	DICKENSON RUSSELL COAL CO - LAUREL MOUNTAIN MINE	mining	echo_VA0085278	inactive	POINT (-82.183904 36.98584)
facility	DICKENSON RUSSELL COAL CO - MC	unknown	echo_VA0067041	inactive	POINT (-82.390556 37.096667)
facility	DICKENSON RUSSELL CONTURA - MCCLURE RIVER PREP PLT	unknown	echo_VA0067032	active	POINT (-82.37256 37.084613)
facility	DICKENSON RUSSELL CONTURA - MOSS 3 PREP PLANT	manufacturing	echo_VA0065951	inactive	POINT (-82.134718 36.975203)
facility	DICKENSON RUSSELL CONTURA - ROARING FORK 3 MINE	mining	echo_VA0090425	inactive	POINT (-81.110882 37.107212)
facility	DILLOWS SHOP AND WASH	unknown	echo_VA0071366	inactive	POINT (-81.85537 36.74613)
facility	DILLWYN WWTP	wwtp	echo_VAN040104	inactive	POINT (-78.461667 37.535833)
facility	DINEIDDIE AIRPORT & INDUSTRIAL	commercial	echo_VAR100540	inactive	POINT (-77.50229 37.18247)
facility	DINWIDDIE COURTHOUSE STP	wwtp	echo_VA0081779	active	POINT (-77.58934 37.0662)
facility	DINWIDDLE CO.-ROHOLC CREEK STP	wwtp	echo_VAL086754	inactive	POINT (-81.110882 37.107212)
facility	"DISTRICT OF COLUMBIA,LORTON"	unknown	echo_VAL030163	inactive	POINT (-77.23797 38.71952)
facility	DJJ BARRETT JUVENILE CORRECTIONAL CENTER	municipal	echo_VA0020630	active	POINT (-77.36052 37.71208)
facility	DOC - APPALACHIAN MENS DETENTION CENTER	municipal	echo_VA0020672	active	POINT (-81.9275 36.999722)
facility	DOC - AUGUSTA CORRECTIONAL CENTER	municipal	echo_VA0091821	active	POINT (-79.374444 38.06)
facility	DOC - AUGUSTA CORRECTIONAL CENTER	municipal	echo_VAN040118	inactive	POINT (-79.374444 38.06)
facility	DOC - BUCKINGHAM CORRECTIONAL CENTER	municipal	echo_VA0066460	active	POINT (-78.502228 37.464563)
facility	DOC - CAROLINE CORRECTIONAL UNIT 2	municipal	echo_VA0023329	active	POINT (-77.331943 37.833192)
facility	DOC - COFFEEWOOD CORRECTIONAL	industrial	echo_VAL087718	inactive	POINT (-78.021846 38.364794)
facility	DOC - COFFEEWOOD CORRECTIONAL CENTER	municipal	echo_VA0087718	active	POINT (-78.021846 38.364794)
facility	DOC - COLD SPRINGS CORRECTIONAL UNIT 10	municipal	echo_VA0023400	active	POINT (-79.15454 37.991)
facility	DOC - FLUVANNA CORRECTIONAL CENTER FOR WOMEN	municipal	echo_VA0023418	active	POINT (-78.270288 37.984788)
facility	DOC - HARRISONBURG MENS DIVERSION CENTER	unknown	echo_VA0085588	active	POINT (-78.819534 38.532106)
facility	DOC - NOTTOWAY CORRECTIONAL CENTER	municipal	echo_VA0066869	active	POINT (-78.210456 37.182898)
facility	DOC - PATRICK HENRY CORRECTIONAL UNIT 28	municipal	echo_VA0023558	active	POINT (-79.952222 36.622222)
facility	DOC - SOUTHAMPTON CORRECTIONAL CENTER	municipal	echo_VA0062499	active	POINT (-77.255792 36.722094)
facility	DOC - TAZEWELL CORRECTIONAL FIELD UNIT 31	unknown	echo_VA0023582	inactive	POINT (-81.2646 37.23743)
facility	DOC - WHITE POST CORRECTIONAL UNIT 7	municipal	echo_VA0023370	active	POINT (-78.13846 39.0531)
facility	DOC - WISE CORRECTIONAL UNIT 18 STP	wwtp	echo_VA0023477	active	POINT (-82.463611 36.918333)
facility	DOC BASKERVILLE CORRECTIONAL UNIT	municipal	echo_VA0023345	active	POINT (-78.302871 36.723334)
facility	DOC CENTRAL VIRGINIA CORRECTIONAL CENTER FOR WOMEN	municipal	echo_VA0023426	active	POINT (-77.5613 37.40349)
facility	DOC CHATHAM DIVERSION CENTER	unknown	echo_VA0023442	inactive	POINT (-79.42858 36.80472)
facility	DOC DINWIDDIE FIELD UNIT 27 WW	unknown	echo_VA0023540	inactive	POINT (-77.669582 37.171988)
facility	DOC POWHATAN CORRECTIONAL CENTER	municipal	echo_VA0020699	active	POINT (-77.830959 37.640484)
facility	DOC POWHATAN CORRECTIONAL CENTER	municipal	echo_VAN040077	inactive	POINT (-77.83314 37.63801)
facility	DOC RUSTBURG CORRECTIONAL UNIT 9	municipal	echo_VA0023396	inactive	POINT (-79.0706 37.26768)
facility	DOCKSIDE HEALTH AND REHAB CENTER WWTP	wwtp	echo_VA0063029	active	POINT (-76.508611 37.611111)
facility	DOMINION - ALTAVISTA POWER STATION	fossilpower	echo_VA0083402	active	POINT (-79.273889 37.118333)
facility	DOMINION - BEAR GARDEN CT STATION	unknown	echo_VA0090891	active	POINT (-78.292042 37.698199)
facility	DOMINION - BREMO POWER STATION	fossilpower	echo_VA0004138	active	POINT (-78.28784 37.71175)
facility	DOMINION - CHESAPEAKE ENERGY CENTER	fossilpower	echo_VA0004081	active	POINT (-76.3009 36.7711)
facility	DOMINION - CHESTERFIELD POWER STATION	fossilpower	echo_VAN040086	inactive	POINT (-77.3779 37.3821)
facility	DOMINION - CHESTERFIELD POWER STATION	fossilpower	echo_VA0004146	active	POINT (-77.3779 37.3821)
facility	DOMINION - GORDONSVILLE POWER STATION	fossilpower	echo_VA0087033	active	POINT (-78.203024 38.124685)
facility	DOMINION - HOPEWELL POWER STATION	fossilpower	echo_VA0082783	active	POINT (-77.28219 37.300624)
facility	DOMINION - MATERIALS AND METERING SERVICES CENTER	unknown	echo_VA0087734	active	POINT (-77.44613 37.46726)
facility	DOMINION - MECKLENBURG POWER STATION	fossilpower	echo_VA0084069	active	POINT (-78.557 36.624)
facility	DOMINION - NORTH ANNA POWER STATION	fossilpower	echo_VA0052451	active	POINT (-77.80041 38.05477)
facility	DOMINION - PITTSYLVANIA POWER STATION	fossilpower	echo_VA0083399	active	POINT (-79.277309 37.104445)
facility	DOMINION - POSSUM POINT POWER STATION	fossilpower	echo_VA0002071	active	POINT (-77.2786 38.5391)
facility	DOMINION - SOUTHAMPTON POWER STATION	fossilpower	echo_VA0082767	active	POINT (-76.996151 36.654813)
facility	DOMINION - VIRGINIA CITY HYBRID ENERGY CENTER	fossilpower	echo_VA0092746	active	POINT (-82.339775 36.913815)
facility	DOMINION - YORKTOWN POWER STATION	fossilpower	echo_VA0004103	active	POINT (-76.46213 37.21534)
facility	DOMINION CAMPGROUND INCORPORATED	commercial	echo_VA0091014	active	POINT (-77.47709 38.16322)
facility	DOMINION COUNTRY CLUB SECTION6	unknown	echo_VAR100799	inactive	POINT (-77.630169 38.835873)
facility	DOMINION ENERGY - BATH COUNTY POWER STATION	fossilpower	echo_VA0053317	active	POINT (-79.81373 38.192528)
facility	DOMINION LIBERTY SUBSTATION	unknown	echo_VAR108818	inactive	POINT (-81.110882 37.107212)
facility	DOMINION MEADOWS AKA E&S CONTROL PLAN OF DOMINION MEADOW LAKE	unknown	echo_VAR10C775	inactive	POINT (-76.3186 36.7125)
facility	DOMINION TERMINAL ASSOCIATES LLP	unknown	echo_VA0057576	active	POINT (-76.415479 36.966822)
facility	DOMINION VALLEY COUNTRY CLUB SWPPP 4	unknown	echo_VAR105317	inactive	POINT (-77.658183 38.848388)
facility	DOMINION VIRGINIA POWER	fossilpower	echo_VAU001679	inactive	POINT (-78.11678 38.22942)
facility	DOROTHY'S INN	unknown	echo_VA0092550	active	POINT (-78.53585 38.84344)
facility	DOSWELL TRUCK STOP	unknown	echo_VA0052906	active	POINT (-77.44984 37.84631)
facility	DOUBLETAKE NO. 1 MINE	mining	echo_WV1008919	inactive	POINT (-81.110882 37.107212)
facility	DOUTHAT ROAD MOBILE HOME PARK STP	wwtp	echo_VA0089001	active	POINT (-79.7993 37.84352)
facility	DOWNTOWN ELIZABETH RIVER TUNNEL	municipal	echo_VA0005851	active	POINT (-76.291667 36.833333)
facility	DOZIERS MARINE CENTER	unknown	echo_VA0087629	inactive	POINT (-76.3175 37.554444)
facility	DRAKES BRANCH WWTP	wwtp	echo_VA0084433	active	POINT (-78.602778 36.989722)
facility	DRY BRANCH WTP	wwtp	echo_VA0092321	inactive	POINT (-79.226944 38.212778)
facility	DUFFIELD INDUSTRIAL PARK WWTP	wwtp	echo_VA0029564	active	POINT (-82.79583 36.71128)
facility	DULLAS AIRPORT	commercial	echo_VAG110185	inactive	POINT (-81.110882 37.107212)
facility	DULLES GREENS	unknown	echo_VAU000044	inactive	POINT (-77.41942 38.96287)
facility	DULLES METRO	unknown	echo_VAR10D139	inactive	POINT (-77.4313 38.96495)
facility	DUMFRIES TERMINAL	unknown	echo_MD0064556	active	POINT (-81.110882 37.107212)
facility	DUNGANNON STP	wwtp	echo_VA0070670	active	POINT (-82.465 36.8265)
facility	DUNGANNON WATER FILTRATION PLA	unknown	echo_VA0089842	inactive	POINT (-82.467778 36.823333)
facility	DUPONT TEIJIN FILMS - HOPEWELL SITE	unknown	echo_VA0003077	active	POINT (-77.291096 37.350627)
facility	DUTOY CREEK WWTP	wwtp	echo_VA0090727	active	POINT (-77.77454 37.5117)
facility	E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT	commercial	echo_VA0004669	active	POINT (-77.43415 37.45093)
facility	E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT	commercial	echo_VAN040079	inactive	POINT (-77.43415 37.45093)
facility	EAGLE EYRIE BAPTIST CONFERENCE CENTER SEWAGE TREAT	unknown	echo_VA0027553	active	POINT (-79.27793 37.48153)
facility	EAGLES POINTE SECTION 11	unknown	echo_VAR105528	inactive	POINT (-77.304489 38.607112)
facility	EAST BEACH IMPROVEMENTS PHASE	unknown	echo_VAU001817	inactive	POINT (-81.110882 37.107212)
facility	EAST COAST REPAIR AND FABRICATION LLC DIV-3	commercial	echo_VA0087599	active	POINT (-76.346354 36.860639)
facility	EAST GATE	unknown	echo_VAU001831	inactive	POINT (-77.49804 38.91286)
facility	EAST RIVER MOUNTAIN TUNNEL	municipal	echo_VA0092908	active	POINT (-81.122222 37.265278)
facility	EASTERN VA MEDICAL SCHOOL	municipal	echo_VAU001819	inactive	POINT (-76.29997 36.86061)
facility	EASTMAN PERFORMANCE FILMS LLC - FIELDALE	commercial	echo_VA0072354	active	POINT (-79.94963 36.72712)
facility	ECKMAN NO. 2 MINE	mining	echo_WV1018795	inactive	POINT (-81.383119 37.270867)
facility	ECKMAN RAMP HAULROAD	unknown	echo_WV1005651	inactive	POINT (-81.110882 37.107212)
facility	EDGCOMB METALS	unknown	echo_VAU001590	inactive	POINT (-78.230418 37.974381)
facility	EDGEMONT CENTER INCORPORATED STP	wwtp	echo_VA0024490	active	POINT (-81.04657 36.94453)
facility	EDINBURG SQUARE	unknown	echo_VAU001763	inactive	POINT (-81.110882 37.107212)
facility	EDINBURG STP	wwtp	echo_VA0020508	active	POINT (-78.562016 38.818833)
facility	EDINBURG WTP	wwtp	echo_VA0091791	inactive	POINT (-78.561803 38.822433)
facility	EHEART SUBDIVISION STP	wwtp	echo_VA0080781	inactive	POINT (-78.355 38.191667)
facility	EHEART SUBDIVISION STP	wwtp	echo_VAN040143	inactive	POINT (-78.355 38.191667)
facility	ELK HILL FARM WWTP	wwtp	echo_VA0062731	active	POINT (-78.088072 37.718556)
facility	ELKTON STP	wwtp	echo_VAN010144	inactive	POINT (-78.635278 38.410278)
facility	ELKTON STP	wwtp	echo_VA0026433	active	POINT (-78.6353 38.4103)
facility	ELKTON STP	wwtp	echo_VAL026433	inactive	POINT (-78.62253 38.40818)
facility	"ELLINGTON ENERGY SERVICES, INC"	unknown	echo_VAU001568	inactive	POINT (-78.402252 37.304087)
facility	ELLISTON-LAFAYETTE WWTP	wwtp	echo_VA0062219	active	POINT (-80.21187 37.23054)
facility	ELYSIAN HEIGHTS STP	wwtp	echo_VA0092380	active	POINT (-77.50236 39.24431)
facility	ELYSIAN HEIGHTS WWTP	wwtp	echo_MD0067598	inactive	POINT (-81.110882 37.107212)
facility	EMERALD HILL ELEMENTARY SCHOOL	municipal	echo_VA0089354	active	POINT (-77.97857 38.54953)
facility	EMERALS WOODS SITE-VICO CONST.	industrial	echo_VAU001649	inactive	POINT (-81.110882 37.107212)
facility	EMPIRE MOBILE HOME PARK STP	wwtp	echo_VA0065471	active	POINT (-82.78772 36.71308)
facility	EMPORIA WTP	wwtp	echo_VA0006220	inactive	POINT (-77.559382 36.700975)
facility	EMPORIA WWTP	wwtp	echo_VA0020346	active	POINT (-77.54162 36.68048)
facility	"EMPORIA, CITY OF"	municipal	echo_VAL020346	inactive	POINT (-77.54162 36.68048)
facility	ENDLESS CAVERNS STP	wwtp	echo_VA0071846	active	POINT (-78.67284 38.5952)
facility	ENERGY SOLUTIONS	unknown	echo_VAR050691	inactive	POINT (-81.110882 37.107212)
facility	ENVOY AT THE VILLAGE	municipal	echo_VA0081639	inactive	POINT (-78.26762 37.75781)
facility	EQUESTRAIN ESTATES NORTH	municipal	echo_VAU001821	inactive	POINT (-76.32423 36.71384)
facility	EQUESTRIAN ESTATES	municipal	echo_VAU001753	inactive	POINT (-81.110882 37.107212)
facility	ESTES EXPRESS LINES	unknown	echo_VAR050123	inactive	POINT (-81.110882 37.107212)
facility	EUFAUIA TRUCKING	unknown	echo_VAU001605	inactive	POINT (-78.076004 36.695763)
facility	EVERGREEN COUNTRY CLUB	unknown	echo_VA0087891	active	POINT (-77.65892 38.88159)
facility	EVERGREEN MEADOWS	unknown	echo_VAR103938	inactive	POINT (-81.110882 37.107212)
facility	EVERGREEN MOBILE HOME PARK	municipal	echo_VA0062031	active	POINT (-81.110882 37.107212)
facility	EVERGREEN VILLAGE SECTIONS	municipal	echo_VAU001832	inactive	POINT (-81.110882 37.107212)
facility	EXCHANGE AUTO REPAIR & SALES	unknown	echo_VAU001653	inactive	POINT (-78.42079 37.311747)
facility	EXETER SEWAGE TREATMENT WORKS	wwtp	echo_VA0092592	active	POINT (-82.84493 36.875519)
facility	F & K AUTO PARTS	unknown	echo_VAU000022	inactive	POINT (-78.86565 38.46229)
facility	"F.L MOORE & SONS, INC"	unknown	echo_VAU001549	inactive	POINT (-79.003746 37.358805)
facility	FAIRFAX COUNTY - MS4	municipal	echo_VA0088587	inactive	POINT (-77.356389 38.854167)
facility	FAIRFAX COUNTY PUBLIC SCHOOLS	municipal	echo_VAR040104	inactive	POINT (-77.22439 38.86894)
facility	FAIRFIELD SQUARE	unknown	echo_VA0089885	active	POINT (-79.279722 37.886389)
facility	FAIRVIEW BEACH WASTEWATER TREATMENT PLANT	wwtp	echo_VA0092134	active	POINT (-77.235664 38.329326)
facility	FAIRVIEW BEACH WWTP	wwtp	echo_MD0056464	inactive	POINT (-77.235664 38.329326)
facility	FALLING CK STP-CHEST. CO. BD.	wwtp	echo_VAL024996	inactive	POINT (-77.43384 37.44059)
facility	FALLING CREEK WWTP	wwtp	echo_VA0024996	active	POINT (-77.43384 37.44059)
facility	FALLING RUN WWTP	wwtp	echo_VA0070271	active	POINT (-77.548801 36.670445)
facility	FALWELL AVIATION	unknown	echo_VAU001675	inactive	POINT (-79.12153 37.38018)
facility	FALWELL INDUSTRIAL LANDFILL	unknown	echo_VA0092258	active	POINT (-79.12153 37.38018)
facility	FANCY GAP MOTOR LODGE STP	wwtp	echo_VA0072575	inactive	POINT (-80.710556 36.6725)
facility	FARMVILLE ADVANCED WWTP	wwtp	echo_VA0083135	active	POINT (-78.437 37.3247)
facility	FARMVILLE ADVANCED WWTP	wwtp	echo_VAN040097	inactive	POINT (-78.437 37.3247)
facility	FARMVILLE WASTEWATER TREATMENT	wwtp	echo_VAL083135	inactive	POINT (-78.38104 37.30128)
facility	FAST STOP SUNOCO	unknown	echo_VA0089770	inactive	POINT (-79.22604 37.93069)
facility	FAUQUIER COUNTY WSA - AGGREGATE NUTRIENT DISCHARGE	municipal	echo_VAN020053	inactive	POINT (-77.7981 38.53006)
facility	FAUQUIER SPRINGS COUNTRY CLUB STP	wwtp	echo_VA0077411	active	POINT (-77.87328 38.65373)
facility	FBI ACADEMY	unknown	echo_VAU001866	inactive	POINT (-77.30852 38.50882)
facility	FCWA - CORBALIS WATER TREATMENT PLANT	wwtp	echo_VA0087874	active	POINT (-77.360186 38.994423)
facility	FCWA - LORTON WATER TREATMENT PLANT	wwtp	echo_VA0002585	active	POINT (-77.256377 38.693388)
facility	FEDERAL MOGUL CORPORATION - BLACKSBURG	commercial	echo_VA0089991	active	POINT (-80.394531 37.18562)
facility	FEDERAL MOGUL PRODUCTS INC - W	commercial	echo_VA0076384	inactive	POINT (-78.17697 39.1568)
facility	"FELTON BRO. TRANSIT MIX, INC"	unknown	echo_VAG110099	inactive	POINT (-81.110882 37.107212)
facility	"FELTON BROS. TRANSIT MIX, INC"	unknown	echo_VAG110182	inactive	POINT (-78.15658 36.72003)
facility	"FELTON BROS. TRANSIT MIX, INC"	unknown	echo_VAG110180	inactive	POINT (-81.110882 37.107212)
facility	"FELTON BROS. TRANSIT MIX, INC."	commercial	echo_VAG110183	inactive	POINT (-81.110882 37.107212)
facility	"FELTON BROS. TRANSIT MIX, INC."	commercial	echo_VAG110181	inactive	POINT (-78.476547 36.986723)
facility	"FELTON BROS. TRANSIT MIX, INC."	commercial	echo_VAG110193	inactive	POINT (-77.8506 36.75627)
facility	FELTON BROTHERS TRANSIT MIX	unknown	echo_VAU001638	inactive	POINT (-78.476547 36.986723)
facility	FERGUSON SEWAGE TREATMENT PLANT	wwtp	echo_VA0062529	inactive	POINT (-77.930833 38.493333)
facility	FERRUM TOWN  - SEWAGE TREATMENT PLANT	wwtp	echo_VA0029254	active	POINT (-80.01129 36.9268)
facility	FIGHTING CREEK WWTF	wwtp	echo_VA0089206	active	POINT (-77.93123 37.53939)
facility	FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT	wwtp	echo_VAN040140	inactive	POINT (-79.879444 37.516666)
facility	FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT	wwtp	echo_VA0060364	active	POINT (-79.879444 37.516666)
facility	FISHERSVILLE REGIONAL WWTP	wwtp	echo_VA0025291	active	POINT (-78.9961 38.1276)
facility	FISHERVILLE STP	wwtp	echo_VAL025291	inactive	POINT (-78.9961 38.1276)
facility	FLATWOODS JOB CORPS CIVILIAN CONSERVATION CTR STP	wwtp	echo_VA0023027	active	POINT (-82.460507 36.8956)
facility	FLOYD TOWN - FLOYD CO - PUBLIC SERVICE AUTHORITY	municipal	echo_VA0025992	active	POINT (-80.338056 36.91028)
facility	FLYING J 750 - MAX MEADOWS	unknown	echo_VA0092398	active	POINT (-80.94134 36.94619)
facility	FLYING J 754 - WYTHEVILLE	unknown	echo_VA0090549	active	POINT (-80.99261 36.93658)
facility	FLYING J NO 752	unknown	echo_VA0089214	active	POINT (-78.08698 39.29122)
facility	FLYING J TRAVEL PLAZA 749	unknown	echo_VA0092657	active	POINT (-77.47482 37.93383)
facility	FLYING J TRAVEL PLAZA 876	unknown	echo_VA0092762	active	POINT (-77.466742 37.938385)
facility	FMC WASTEWATER TREATMENT FACILITY	wwtp	echo_VA0068110	active	POINT (-77.4772 38.32405)
facility	FMC WWTF	wwtp	echo_VAL068110	inactive	POINT (-77.4772 38.32405)
facility	FOOD PROCESSORS WATER COOPERAT	unknown	echo_VA0002623	inactive	POINT (-78.783056 38.6275)
facility	FOREST LAKES ESTATES STP	wwtp	echo_VA0061964	active	POINT (-78.181463 39.064154)
facility	FOREST LAKES ESTATES STP	wwtp	echo_VAN010128	inactive	POINT (-78.181463 39.064154)
facility	"FOREST PRODUCTS OF VA, INC"	industrial	echo_VAR220049	inactive	POINT (-79.301265 37.305702)
facility	FORK UNION MILITARY ACADEMY STP	wwtp	echo_VA0024147	active	POINT (-78.26267 37.76195)
facility	FORMER GENICOM - WAYNESBORO FACILITY	unknown	echo_VA0002402	active	POINT (-78.871999 38.089784)
facility	FORT BELVOIR - US ARMY GARRISON	municipal	echo_VA0092771	inactive	POINT (-77.150418 38.703037)
facility	FORT CHISWELL WWTP	wwtp	echo_VA0074161	active	POINT (-80.916915 36.961736)
facility	FORT CHISWELL WWTP	wwtp	echo_VAL074161	inactive	POINT (-81.083978 36.945941)
facility	FOSTER FALLS WWTP	wwtp	echo_VA0092509	active	POINT (-80.854901 36.883685)
facility	FOUR SEASONS AT NEW KENT VINEY	unknown	echo_VAU001785	inactive	POINT (-81.110882 37.107212)
facility	FOUR SEASONS CHARLOTTSVILLE NO	unknown	echo_VAU001784	inactive	POINT (-81.110882 37.107212)
facility	FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT	wwtp	echo_VA0060429	active	POINT (-77.26506 38.24824)
facility	FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT	wwtp	echo_VAN020113	inactive	POINT (-77.26506 38.24824)
facility	FOXCROFT SCHOOL	municipal	echo_VA0024112	inactive	POINT (-77.75433 39.0097)
facility	FRANK SALAS	unknown	echo_WVG415507	inactive	POINT (-78.35457 39.32731)
facility	FRANKLIN CITY - WASTEWATER TREATMENT PLANT	wwtp	echo_VA0023922	active	POINT (-76.918429 36.673853)
facility	FRANKLIN COUNTY - SANITARY LANDFILL	municipal	echo_VA0092142	inactive	POINT (-79.866858 36.926591)
facility	FRANKLIN COUNTY COMMERCE CENTE	municipal	echo_VA0091103	inactive	POINT (-79.873889 36.93)
facility	FRANKLIN COUNTY SCHOOLS - CALLAWAY ELEMENTARY	municipal	echo_VA0088561	active	POINT (-80.04853 37.011962)
facility	FRANKLIN COUNTY SCHOOLS - WINDY GAP ELEMENTARY	municipal	echo_VA0090719	active	POINT (-79.864225 37.165063)
facility	FRANKLIN STP	wwtp	echo_VAL023922	inactive	POINT (-76.918429 36.673853)
facility	FRED JONES WELL CO	unknown	echo_VAU001625	inactive	POINT (-81.110882 37.107212)
facility	FREDERICK COUNTY PUBLIC SCHOOLS	municipal	echo_VAR040113	inactive	POINT (-78.18631 39.1911)
facility	FREDERICK COUNTY SN. AUTH	municipal	echo_VAL020273	inactive	POINT (-81.110882 37.107212)
facility	FREDERICKSBURG WASTEWATER TREATMENT FACILITY	wwtp	echo_VAN020095	inactive	POINT (-77.451111 38.288972)
facility	FREDERICKSBURG WASTEWATER TREATMENT FACILITY	wwtp	echo_VA0025127	active	POINT (-77.451111 38.288972)
facility	FREEMAN BRANCH #2	unknown	echo_WV1018574	inactive	POINT (-81.383119 37.270867)
facility	FRIENDS OF CROOKED ROADS AT PO	unknown	echo_VA0092517	inactive	POINT (-80.8595 36.85282)
facility	FRIES HYDROELECTRIC PROJECT	fossilpower	echo_VA0092738	active	POINT (-80.982592 36.716676)
facility	FRIES WWTP	wwtp	echo_VA0067881	active	POINT (-80.973056 36.711389)
facility	FRONT ROYAL STP	wwtp	echo_VA0062812	active	POINT (-78.1858 38.9354)
facility	FRONT ROYAL STP	wwtp	echo_VAN010010	inactive	POINT (-78.186111 38.935277)
facility	"FRONT ROYAL, TOWN OF"	municipal	echo_VAL062812	inactive	POINT (-81.110882 37.107212)
facility	"FWC, INC."	commercial	echo_VAU001560	inactive	POINT (-79.18807 37.22804)
facility	FWSA - AGGREGATE NUTRIENT DISCHARGE	unknown	echo_VAN010057	inactive	POINT (-78.16241 39.18415)
facility	GAINESBORO ELEMENTARY SCHOOL	municipal	echo_VA0091898	active	POINT (-78.27277 39.29186)
facility	GALAX WWTP	wwtp	echo_VA0078484	active	POINT (-80.9339 36.6714)
facility	GARBEES TRUCK & TRAILOR REPAIR	unknown	echo_VAU001572	inactive	POINT (-79.20847 37.33014)
facility	"GARRETT MOON & POOL, INC."	commercial	echo_VAU001727	inactive	POINT (-77.99462 37.07945)
facility	GARRISON WOODS	industrial	echo_VAU001735	inactive	POINT (-81.110882 37.107212)
facility	"GARY NO 6 REFUSE, GARY NO. 6 LOAD-OUT AND STOCKPILE, REAM REFUSE FACILITY"	unknown	echo_WV1011995	inactive	POINT (-81.110882 37.107212)
facility	GATHERINGS @SHENANDOAH PHASE 1	unknown	echo_VAU001752	inactive	POINT (-81.110882 37.107212)
facility	GE MOBILE WATER INCORPORATED	commercial	echo_VA0053554	active	POINT (-76.23014 36.85758)
facility	GEM CITY IRON&METAL RECYCLING	unknown	echo_VAR050202	inactive	POINT (-81.110882 37.107212)
facility	GEMINI INC.	commercial	echo_VAU001591	inactive	POINT (-78.395664 37.31729)
facility	GENERAL DYNAMICS NASSCO-NORFOLK - HARPER FACILITY	unknown	echo_VA0089699	inactive	POINT (-76.330445 36.846037)
facility	GENERAL DYNAMICS NASSCO-NORFOLK - LIGON FACILITY	unknown	echo_VA0073091	active	POINT (-76.288701 36.836806)
facility	GEORGE MASON UNIVERSITY-MS4	municipal	echo_VAU001851	inactive	POINT (-77.31124 38.83503)
facility	GEORGE WASHINGTON BIRTHPLACE NATIONAL MONUMENT	unknown	echo_VA0089982	active	POINT (-76.92055 38.18372)
facility	GEORGE'S CHICKEN LLC	commercial	echo_VAN010011	inactive	POINT (-78.61057 38.87771)
facility	GEORGE'S CHICKEN LLC	commercial	echo_VA0077402	active	POINT (-78.61057 38.87771)
facility	GEORGIA PACIFIC WOOD PRODUCTS - EMPORIA - PLYWOOD	industrial	echo_VA0006483	active	POINT (-77.525916 36.693746)
facility	GEORGIA PACIFIC WOOD PRODUCTS LLC - JARRATT	commercial	echo_VA0003255	inactive	POINT (-77.481702 36.818025)
facility	GEORGIA PACIFIC WOOD PRODUCTS LLC - SKIPPERS	commercial	echo_VA0059072	active	POINT (-77.525171 36.548859)
facility	GET CAPTIVE LLC - ZION CROSSROADS	commercial	echo_VA0088706	active	POINT (-78.21628 37.97409)
facility	"GILBERT IMPLEMENTS, INC"	unknown	echo_VAU000038	inactive	POINT (-78.12655 38.2196)
facility	GILBERT SOUTHERN CORP	unknown	echo_VAU410182	inactive	POINT (-78.38319 37.86903)
facility	GILES COUNTY PUBLIC SERVICE AU	municipal	echo_VA0089290	inactive	POINT (-80.757516 37.335266)
facility	GLAD MANUFACTURING	manufacturing	echo_VAR050222	inactive	POINT (-79.03431 37.59184)
facility	GLADSTONE STP	wwtp	echo_VA0061247	active	POINT (-78.846389 37.543889)
