"bundle","name","ftype","hydrocode","fstatus","wkt_geom"
"facility","DICKENSON RUSSELL CONTURA - MCCLURE RIVER PREP PLT","unknown","echo_VA0067032","active","POINT (37.084613 -82.37256)"
"facility","DICKENSON RUSSELL CONTURA - MOSS 3 PREP PLANT","manufacturing","echo_VA0065951","inactive","POINT (36.975203 -82.134718)"
"facility","DICKENSON RUSSELL CONTURA - ROARING FORK 3 MINE","mining","echo_VA0090425","inactive","POINT (37.107212 -81.110882)"
"facility","DILLOWS SHOP AND WASH","unknown","echo_VA0071366","inactive","POINT (36.74613 -81.85537)"
"facility","DILLWYN WWTP","wwtp","echo_VAN040104","inactive","POINT (37.535833 -78.461667)"
"facility","DINEIDDIE AIRPORT & INDUSTRIAL","commercial","echo_VAR100540","inactive","POINT (37.18247 -77.50229)"
"facility","DINWIDDIE COURTHOUSE STP","wwtp","echo_VA0081779","active","POINT (37.0662 -77.58934)"
"facility","DINWIDDLE CO.-ROHOLC CREEK STP","wwtp","echo_VAL086754","inactive","POINT (37.107212 -81.110882)"
"facility","DISTRICT OF COLUMBIA,LORTON","unknown","echo_VAL030163","inactive","POINT (38.71952 -77.23797)"
"facility","DJJ BARRETT JUVENILE CORRECTIONAL CENTER","municipal","echo_VA0020630","active","POINT (37.71208 -77.36052)"
"facility","DOC - APPALACHIAN MENS DETENTION CENTER","municipal","echo_VA0020672","active","POINT (36.999722 -81.9275)"
"facility","DOC - AUGUSTA CORRECTIONAL CENTER","municipal","echo_VA0091821","active","POINT (38.06227 -79.38583)"
"facility","DOC - AUGUSTA CORRECTIONAL CENTER","municipal","echo_VAN040118","inactive","POINT (38.06227 -79.38583)"
"facility","DOC - BUCKINGHAM CORRECTIONAL CENTER","municipal","echo_VA0066460","active","POINT (37.464563 -78.502228)"
"facility","DOC - CAROLINE CORRECTIONAL UNIT 2","municipal","echo_VA0023329","active","POINT (37.833192 -77.331943)"
"facility","DOC - COFFEEWOOD CORRECTIONAL","industrial","echo_VAL087718","inactive","POINT (38.364794 -78.021846)"
"facility","DOC - COFFEEWOOD CORRECTIONAL CENTER","municipal","echo_VA0087718","active","POINT (38.364794 -78.021846)"
"facility","DOC - COLD SPRINGS CORRECTIONAL UNIT 10","municipal","echo_VA0023400","active","POINT (37.991 -79.15454)"
"facility","DOC - FLUVANNA CORRECTIONAL CENTER FOR WOMEN","municipal","echo_VA0023418","active","POINT (37.984788 -78.270288)"
"facility","DOC - HARRISONBURG MENS DIVERSION CENTER","unknown","echo_VA0085588","active","POINT (38.532106 -78.819534)"
"facility","DOC - NOTTOWAY CORRECTIONAL CENTER","municipal","echo_VA0066869","active","POINT (37.182898 -78.210456)"
"facility","DOC - PATRICK HENRY CORRECTIONAL UNIT 28","municipal","echo_VA0023558","active","POINT (36.622222 -79.952222)"
"facility","DOC - SOUTHAMPTON CORRECTIONAL CENTER","municipal","echo_VA0062499","active","POINT (36.722094 -77.255792)"
"facility","DOC - TAZEWELL CORRECTIONAL FIELD UNIT 31","unknown","echo_VA0023582","inactive","POINT (37.23743 -81.2646)"
"facility","DOC - WHITE POST CORRECTIONAL UNIT 7","municipal","echo_VA0023370","active","POINT (39.0531 -78.13846)"
"facility","DOC - WISE CORRECTIONAL UNIT 18 STP","wwtp","echo_VA0023477","active","POINT (36.918333 -82.463611)"
"facility","DOC BASKERVILLE CORRECTIONAL UNIT","municipal","echo_VA0023345","active","POINT (36.723334 -78.302871)"
"facility","DOC CENTRAL VIRGINIA CORRECTIONAL CENTER FOR WOMEN","municipal","echo_VA0023426","active","POINT (37.40349 -77.5613)"
"facility","DOC CHATHAM DIVERSION CENTER","unknown","echo_VA0023442","inactive","POINT (36.80472 -79.42858)"
"facility","DOC DINWIDDIE FIELD UNIT 27 WW","unknown","echo_VA0023540","inactive","POINT (37.171988 -77.669582)"
"facility","DOC POWHATAN CORRECTIONAL CENTER","municipal","echo_VA0020699","active","POINT (37.640484 -77.830959)"
"facility","DOC POWHATAN CORRECTIONAL CENTER","municipal","echo_VAN040077","inactive","POINT (37.63801 -77.83314)"
"facility","DOC RUSTBURG CORRECTIONAL UNIT 9","municipal","echo_VA0023396","inactive","POINT (37.26768 -79.0706)"
"facility","DOCKSIDE HEALTH AND REHAB CENTER WWTP","wwtp","echo_VA0063029","active","POINT (37.611111 -76.508611)"
"facility","DOMINION - ALTAVISTA POWER STATION","fossilpower","echo_VA0083402","active","POINT (37.118333 -79.273889)"
"facility","DOMINION - BATH COUNTY POWER STATION","fossilpower","echo_VA0053317","active","POINT (38.192528 -79.81373)"
"facility","DOMINION - BEAR GARDEN CT STATION","unknown","echo_VA0090891","active","POINT (37.698199 -78.292042)"
"facility","DOMINION - BREMO POWER STATION","fossilpower","echo_VA0004138","active","POINT (37.71175 -78.28784)"
"facility","DOMINION - CHESAPEAKE ENERGY CENTER","fossilpower","echo_VA0004081","active","POINT (36.7711 -76.3009)"
"facility","DOMINION - CHESTERFIELD POWER STATION","fossilpower","echo_VAN040086","inactive","POINT (37.3821 -77.3779)"
"facility","DOMINION - CHESTERFIELD POWER STATION","fossilpower","echo_VA0004146","active","POINT (37.3821 -77.3779)"
"facility","DOMINION - GORDONSVILLE POWER STATION","fossilpower","echo_VA0087033","active","POINT (38.124685 -78.203024)"
"facility","DOMINION - HOPEWELL POWER STATION","fossilpower","echo_VA0082783","active","POINT (37.300624 -77.28219)"
"facility","DOMINION - MATERIALS AND METERING SERVICES CENTER","unknown","echo_VA0087734","active","POINT (37.46726 -77.44613)"
"facility","DOMINION - MECKLENBURG POWER STATION","fossilpower","echo_VA0084069","active","POINT (36.624 -78.557)"
"facility","DOMINION - NORTH ANNA POWER STATION","fossilpower","echo_VA0052451","active","POINT (38.05477 -77.80041)"
"facility","DOMINION - PITTSYLVANIA POWER STATION","fossilpower","echo_VA0083399","active","POINT (37.104445 -79.277309)"
"facility","DOMINION - POSSUM POINT POWER STATION","fossilpower","echo_VA0002071","active","POINT (38.5391 -77.2786)"
"facility","DOMINION - SOUTHAMPTON POWER STATION","fossilpower","echo_VA0082767","active","POINT (36.654813 -76.996151)"
"facility","DOMINION - VIRGINIA CITY HYBRID ENERGY CENTER","fossilpower","echo_VA0092746","active","POINT (36.913815 -82.339775)"
"facility","DOMINION - YORKTOWN POWER STATION","fossilpower","echo_VA0004103","active","POINT (37.21534 -76.46213)"
"facility","DOMINION CAMPGROUND INCORPORATED","commercial","echo_VA0091014","active","POINT (38.16322 -77.47709)"
"facility","DOMINION COUNTRY CLUB SECTION6","unknown","echo_VAR100799","inactive","POINT (38.835873 -77.630169)"
"facility","DOMINION LIBERTY SUBSTATION","unknown","echo_VAR108818","inactive","POINT (37.107212 -81.110882)"
"facility","DOMINION MEADOWS AKA E&S CONTROL PLAN OF DOMINION MEADOW LAKE","unknown","echo_VAR10C775","inactive","POINT (36.7125 -76.3186)"
"facility","DOMINION TERMINAL ASSOCIATES LLP","unknown","echo_VA0057576","active","POINT (36.966822 -76.415479)"
"facility","DOMINION VALLEY COUNTRY CLUB SWPPP 4","unknown","echo_VAR105317","inactive","POINT (38.848388 -77.658183)"
"facility","DOMINION VIRGINIA POWER","fossilpower","echo_VAU001679","inactive","POINT (38.22942 -78.11678)"
"facility","DOROTHY'S INN","unknown","echo_VA0092550","active","POINT (38.84344 -78.53585)"
"facility","DOSWELL TRUCK STOP","unknown","echo_VA0052906","active","POINT (37.84631 -77.44984)"
"facility","DOUBLETAKE NO. 1 MINE","mining","echo_WV1008919","inactive","POINT (37.107212 -81.110882)"
"facility","DOUTHAT ROAD MOBILE HOME PARK STP","wwtp","echo_VA0089001","active","POINT (37.84352 -79.7993)"
"facility","DOWNTOWN ELIZABETH RIVER TUNNEL","municipal","echo_VA0005851","active","POINT (36.833333 -76.291667)"
"facility","DOZIERS MARINE CENTER","unknown","echo_VA0087629","inactive","POINT (37.560277 -76.316388)"
"facility","DRAKES BRANCH WWTP","wwtp","echo_VA0084433","active","POINT (36.989722 -78.602778)"
"facility","DRY BRANCH WTP","wwtp","echo_VA0092321","inactive","POINT (38.212778 -79.226944)"
"facility","DUFFIELD INDUSTRIAL PARK WWTP","wwtp","echo_VA0029564","active","POINT (36.71128 -82.79583)"
"facility","DULLAS AIRPORT","commercial","echo_VAG110185","inactive","POINT (37.107212 -81.110882)"
"facility","DULLES GREENS","unknown","echo_VAU000044","inactive","POINT (38.96287 -77.41942)"
"facility","DULLES METRO","unknown","echo_VAR10D139","inactive","POINT (38.96495 -77.4313)"
"facility","DUMFRIES TERMINAL","unknown","echo_MD0064556","active","POINT (37.107212 -81.110882)"
"facility","DUNGANNON STP","wwtp","echo_VA0070670","active","POINT (36.8265 -82.465)"
"facility","DUNGANNON WATER FILTRATION PLA","unknown","echo_VA0089842","inactive","POINT (36.823333 -82.467778)"
"facility","DUPONT TEIJIN FILMS - HOPEWELL SITE","unknown","echo_VA0003077","active","POINT (37.350627 -77.291096)"
"facility","DUTOY CREEK WWTP","wwtp","echo_VA0090727","active","POINT (37.5117 -77.77454)"
"facility","E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT","commercial","echo_VAN040079","inactive","POINT (37.45093 -77.43415)"
"facility","E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT","commercial","echo_VA0004669","active","POINT (37.45093 -77.43415)"
"facility","EAGLE EYRIE BAPTIST CONFERENCE CENTER SEWAGE TREAT","unknown","echo_VA0027553","active","POINT (37.48153 -79.27793)"
"facility","EAGLES POINTE SECTION 11","unknown","echo_VAR105528","inactive","POINT (38.607112 -77.304489)"
"facility","EAST BEACH IMPROVEMENTS PHASE","unknown","echo_VAU001817","inactive","POINT (37.107212 -81.110882)"
"facility","EAST COAST REPAIR AND FABRICATION LLC DIV-3","commercial","echo_VA0087599","active","POINT (36.860639 -76.346354)"
"facility","EAST GATE","unknown","echo_VAU001831","inactive","POINT (38.91286 -77.49804)"
"facility","EAST RIVER MOUNTAIN TUNNEL","municipal","echo_VA0092908","active","POINT (37.265278 -81.122222)"
"facility","EASTERN VA MEDICAL SCHOOL","municipal","echo_VAU001819","inactive","POINT (36.86061 -76.29997)"
"facility","EASTMAN PERFORMANCE FILMS LLC - FIELDALE","commercial","echo_VA0072354","active","POINT (36.72712 -79.94963)"
"facility","ECKMAN NO. 2 MINE","mining","echo_WV1018795","inactive","POINT (37.270867 -81.383119)"
"facility","ECKMAN RAMP HAULROAD","unknown","echo_WV1005651","inactive","POINT (37.107212 -81.110882)"
"facility","EDGCOMB METALS","unknown","echo_VAU001590","inactive","POINT (37.974381 -78.230418)"
"facility","EDGEMONT CENTER INCORPORATED STP","wwtp","echo_VA0024490","active","POINT (36.94453 -81.04657)"
"facility","EDINBURG SQUARE","unknown","echo_VAU001763","inactive","POINT (37.107212 -81.110882)"
"facility","EDINBURG STP","wwtp","echo_VA0020508","active","POINT (38.818833 -78.562016)"
"facility","EDINBURG WTP","wwtp","echo_VA0091791","inactive","POINT (38.822433 -78.561803)"
"facility","EHEART SUBDIVISION STP","wwtp","echo_VAN040143","inactive","POINT (38.191667 -78.355)"
"facility","EHEART SUBDIVISION STP","wwtp","echo_VA0080781","inactive","POINT (38.191667 -78.355)"
"facility","ELK HILL FARM WWTP","wwtp","echo_VA0062731","active","POINT (37.718556 -78.088072)"
"facility","ELKTON STP","wwtp","echo_VA0026433","active","POINT (38.4103 -78.6353)"
"facility","ELKTON STP","wwtp","echo_VAL026433","inactive","POINT (38.40818 -78.62253)"
"facility","ELKTON STP","wwtp","echo_VAN010144","inactive","POINT (38.410278 -78.635278)"
"facility","ELLINGTON ENERGY SERVICES, INC","unknown","echo_VAU001568","inactive","POINT (37.304087 -78.402252)"
"facility","ELLISTON-LAFAYETTE WWTP","wwtp","echo_VA0062219","active","POINT (37.23054 -80.21187)"
"facility","ELYSIAN HEIGHTS STP","wwtp","echo_VA0092380","active","POINT (39.24431 -77.50236)"
"facility","ELYSIAN HEIGHTS WWTP","wwtp","echo_MD0067598","inactive","POINT (37.107212 -81.110882)"
"facility","EMERALD HILL ELEMENTARY SCHOOL","municipal","echo_VA0089354","active","POINT (38.54953 -77.97857)"
"facility","EMERALS WOODS SITE-VICO CONST.","industrial","echo_VAU001649","inactive","POINT (37.107212 -81.110882)"
"facility","EMPIRE MOBILE HOME PARK STP","wwtp","echo_VA0065471","active","POINT (36.71308 -82.78772)"
"facility","EMPORIA WTP","wwtp","echo_VA0006220","inactive","POINT (36.700975 -77.559382)"
"facility","EMPORIA WWTP","wwtp","echo_VA0020346","active","POINT (36.68048 -77.54162)"
"facility","EMPORIA, CITY OF","municipal","echo_VAL020346","inactive","POINT (36.68048 -77.54162)"
"facility","ENDLESS CAVERNS STP","wwtp","echo_VA0071846","active","POINT (38.5952 -78.67284)"
"facility","ENERGY SOLUTIONS","unknown","echo_VAR050691","inactive","POINT (37.107212 -81.110882)"
"facility","ENVOY AT THE VILLAGE","municipal","echo_VA0081639","inactive","POINT (37.75781 -78.26762)"
"facility","EQUESTRAIN ESTATES NORTH","municipal","echo_VAU001821","inactive","POINT (36.71384 -76.32423)"
"facility","EQUESTRIAN ESTATES","municipal","echo_VAU001753","inactive","POINT (37.107212 -81.110882)"
"facility","ESTES EXPRESS LINES","unknown","echo_VAR050123","inactive","POINT (37.107212 -81.110882)"
"facility","EUFAUIA TRUCKING","unknown","echo_VAU001605","inactive","POINT (36.695763 -78.076004)"
"facility","EVERGREEN COUNTRY CLUB","unknown","echo_VA0087891","active","POINT (38.88159 -77.65892)"
"facility","EVERGREEN MEADOWS","unknown","echo_VAR103938","inactive","POINT (37.107212 -81.110882)"
"facility","EVERGREEN MOBILE HOME PARK","municipal","echo_VA0062031","active","POINT (37.107212 -81.110882)"
"facility","EVERGREEN VILLAGE SECTIONS","municipal","echo_VAU001832","inactive","POINT (37.107212 -81.110882)"
"facility","EXCHANGE AUTO REPAIR & SALES","unknown","echo_VAU001653","inactive","POINT (37.311747 -78.42079)"
"facility","EXETER SEWAGE TREATMENT WORKS","wwtp","echo_VA0092592","active","POINT (36.875519 -82.84493)"
"facility","F & K AUTO PARTS","unknown","echo_VAU000022","inactive","POINT (38.46229 -78.86565)"
"facility","F.L MOORE & SONS, INC","unknown","echo_VAU001549","inactive","POINT (37.358805 -79.003746)"
"facility","FAIRFAX COUNTY - MS4","municipal","echo_VA0088587","inactive","POINT (38.875 -77.25)"
"facility","FAIRFAX COUNTY PUBLIC SCHOOLS","municipal","echo_VAR040104","inactive","POINT (38.86894 -77.22439)"
"facility","FAIRFIELD SQUARE","unknown","echo_VA0089885","active","POINT (37.886389 -79.279722)"
"facility","FAIRVIEW BEACH WASTEWATER TREATMENT PLANT","wwtp","echo_VA0092134","active","POINT (38.329326 -77.235664)"
"facility","FAIRVIEW BEACH WWTP","wwtp","echo_MD0056464","inactive","POINT (38.329326 -77.235664)"
"facility","FALLING CK STP-CHEST. CO. BD.","wwtp","echo_VAL024996","inactive","POINT (37.44059 -77.43384)"
"facility","FALLING CREEK WWTP","wwtp","echo_VA0024996","active","POINT (37.44059 -77.43384)"
"facility","FALLING RUN WWTP","wwtp","echo_VA0070271","active","POINT (36.670445 -77.548801)"
"facility","FALWELL AVIATION","unknown","echo_VAU001675","inactive","POINT (37.38018 -79.12153)"
"facility","FALWELL INDUSTRIAL LANDFILL","unknown","echo_VA0092258","active","POINT (37.38018 -79.12153)"
"facility","FANCY GAP MOTOR LODGE STP","wwtp","echo_VA0072575","inactive","POINT (36.6725 -80.710556)"
"facility","FARMVILLE ADVANCED WWTP","wwtp","echo_VA0083135","active","POINT (37.3247 -78.437)"
"facility","FARMVILLE ADVANCED WWTP","wwtp","echo_VAN040097","inactive","POINT (37.3247 -78.437)"
"facility","FARMVILLE WASTEWATER TREATMENT","wwtp","echo_VAL083135","inactive","POINT (37.30128 -78.38104)"
"facility","FAST STOP SUNOCO","unknown","echo_VA0089770","inactive","POINT (37.93069 -79.22604)"
"facility","FAUQUIER COUNTY WSA - AGGREGATE NUTRIENT DISCHARGE","municipal","echo_VAN020053","inactive","POINT (38.53006 -77.7981)"
"facility","FAUQUIER SPRINGS COUNTRY CLUB STP","wwtp","echo_VA0077411","active","POINT (38.65373 -77.87328)"
"facility","FBI ACADEMY","unknown","echo_VAU001866","inactive","POINT (38.50882 -77.30852)"
"facility","FCWA - CORBALIS WATER TREATMENT PLANT","wwtp","echo_VA0087874","active","POINT (38.994423 -77.360186)"
"facility","FCWA - LORTON WATER TREATMENT PLANT","wwtp","echo_VA0002585","active","POINT (38.693388 -77.256377)"
"facility","FEDERAL MOGUL CORPORATION - BLACKSBURG","commercial","echo_VA0089991","active","POINT (37.18562 -80.394531)"
"facility","FEDERAL MOGUL PRODUCTS INC - W","commercial","echo_VA0076384","inactive","POINT (39.1568 -78.17697)"
"facility","FELTON BRO. TRANSIT MIX, INC","unknown","echo_VAG110099","inactive","POINT (37.107212 -81.110882)"
"facility","FELTON BROS. TRANSIT MIX, INC","unknown","echo_VAG110182","inactive","POINT (36.72003 -78.15658)"
"facility","FELTON BROS. TRANSIT MIX, INC","unknown","echo_VAG110180","inactive","POINT (37.107212 -81.110882)"
"facility","FELTON BROS. TRANSIT MIX, INC.","commercial","echo_VAG110193","inactive","POINT (36.75627 -77.8506)"
"facility","FELTON BROS. TRANSIT MIX, INC.","commercial","echo_VAG110183","inactive","POINT (37.107212 -81.110882)"
"facility","FELTON BROS. TRANSIT MIX, INC.","commercial","echo_VAG110181","inactive","POINT (36.986723 -78.476547)"
"facility","FELTON BROTHERS TRANSIT MIX","unknown","echo_VAU001638","inactive","POINT (36.986723 -78.476547)"
"facility","FERGUSON SEWAGE TREATMENT PLANT","wwtp","echo_VA0062529","inactive","POINT (38.493333 -77.930833)"
"facility","FERRUM TOWN  - SEWAGE TREATMENT PLANT","wwtp","echo_VA0029254","active","POINT (36.9268 -80.01129)"
"facility","FIGHTING CREEK WWTF","wwtp","echo_VA0089206","active","POINT (37.53939 -77.93123)"
"facility","FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT","wwtp","echo_VAN040140","inactive","POINT (37.516666 -79.879444)"
"facility","FINCASTLE TOWN - REGIONAL SEWAGE TREATMENT PLANT","wwtp","echo_VA0060364","active","POINT (37.516666 -79.879444)"
"facility","FISHERSVILLE REGIONAL WWTP","wwtp","echo_VA0025291","active","POINT (38.1276 -78.9961)"
"facility","FISHERVILLE STP","wwtp","echo_VAL025291","inactive","POINT (38.1276 -78.9961)"
"facility","FLATWOODS JOB CORPS CIVILIAN CONSERVATION CTR STP","wwtp","echo_VA0023027","active","POINT (36.8956 -82.460507)"
"facility","FLOYD TOWN - FLOYD CO - PUBLIC SERVICE AUTHORITY","municipal","echo_VA0025992","active","POINT (36.91028 -80.338056)"
"facility","FLYING J 750 - MAX MEADOWS","unknown","echo_VA0092398","active","POINT (36.94619 -80.94134)"
"facility","FLYING J 754 - WYTHEVILLE","unknown","echo_VA0090549","active","POINT (36.93658 -80.99261)"
"facility","FLYING J NO 752","unknown","echo_VA0089214","active","POINT (39.29122 -78.08698)"
"facility","FLYING J TRAVEL PLAZA 749","unknown","echo_VA0092657","active","POINT (37.93383 -77.47482)"
"facility","FLYING J TRAVEL PLAZA 876","unknown","echo_VA0092762","active","POINT (37.938385 -77.466742)"
"facility","FMC WASTEWATER TREATMENT FACILITY","wwtp","echo_VA0068110","active","POINT (38.32405 -77.4772)"
"facility","FMC WWTF","wwtp","echo_VAL068110","inactive","POINT (38.32405 -77.4772)"
"facility","FOOD PROCESSORS WATER COOPERAT","unknown","echo_VA0002623","inactive","POINT (38.6275 -78.783056)"
"facility","FOREST LAKES ESTATES STP","wwtp","echo_VA0061964","active","POINT (39.064154 -78.181463)"
"facility","FOREST LAKES ESTATES STP","wwtp","echo_VAN010128","inactive","POINT (39.064154 -78.181463)"
"facility","FOREST PRODUCTS OF VA, INC","industrial","echo_VAR220049","inactive","POINT (37.305702 -79.301265)"
"facility","FORK UNION MILITARY ACADEMY STP","wwtp","echo_VA0024147","active","POINT (37.76195 -78.26267)"
"facility","FORMER GENICOM - WAYNESBORO FACILITY","unknown","echo_VA0002402","active","POINT (38.089784 -78.871999)"
"facility","FORT BELVOIR - US ARMY GARRISON","municipal","echo_VA0092771","inactive","POINT (38.703037 -77.150418)"
"facility","FORT CHISWELL WWTP","wwtp","echo_VAL074161","inactive","POINT (36.945941 -81.083978)"
"facility","FORT CHISWELL WWTP","wwtp","echo_VA0074161","active","POINT (36.961736 -80.916915)"
"facility","FOSTER FALLS WWTP","wwtp","echo_VA0092509","active","POINT (36.883685 -80.854901)"
"facility","FOUR SEASONS AT NEW KENT VINEY","unknown","echo_VAU001785","inactive","POINT (37.107212 -81.110882)"
"facility","FOUR SEASONS CHARLOTTSVILLE NO","unknown","echo_VAU001784","inactive","POINT (37.107212 -81.110882)"
"facility","FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT","wwtp","echo_VA0060429","active","POINT (38.24824 -77.26506)"
"facility","FOUR WINDS CAMPGROUND SEWAGE TREATMENT PLANT","wwtp","echo_VAN020113","inactive","POINT (38.24824 -77.26506)"
"facility","FOXCROFT SCHOOL","municipal","echo_VA0024112","inactive","POINT (39.0097 -77.75433)"
"facility","FRANK SALAS","unknown","echo_WVG415507","inactive","POINT (39.32731 -78.35457)"
"facility","FRANKLIN CITY - WASTEWATER TREATMENT PLANT","wwtp","echo_VA0023922","active","POINT (36.673853 -76.918429)"
"facility","FRANKLIN COUNTY - SANITARY LANDFILL","municipal","echo_VA0092142","inactive","POINT (36.926591 -79.866858)"
"facility","FRANKLIN COUNTY COMMERCE CENTE","municipal","echo_VA0091103","inactive","POINT (36.93 -79.873889)"
"facility","FRANKLIN COUNTY SCHOOLS - CALLAWAY ELEMENTARY","municipal","echo_VA0088561","active","POINT (37.011962 -80.04853)"
"facility","FRANKLIN COUNTY SCHOOLS - WINDY GAP ELEMENTARY","municipal","echo_VA0090719","active","POINT (37.165063 -79.864225)"
"facility","FRANKLIN STP","wwtp","echo_VAL023922","inactive","POINT (36.673853 -76.918429)"
"facility","FRED JONES WELL CO","unknown","echo_VAU001625","inactive","POINT (37.107212 -81.110882)"
"facility","FREDERICK COUNTY PUBLIC SCHOOLS","municipal","echo_VAR040113","inactive","POINT (39.1911 -78.18631)"
"facility","FREDERICK COUNTY SN. AUTH","municipal","echo_VAL020273","inactive","POINT (37.107212 -81.110882)"
"facility","FREDERICKSBURG WASTEWATER TREATMENT FACILITY","wwtp","echo_VA0025127","active","POINT (38.288972 -77.451111)"
"facility","FREDERICKSBURG WASTEWATER TREATMENT FACILITY","wwtp","echo_VAN020095","inactive","POINT (38.288972 -77.451111)"
"facility","FREEMAN BRANCH #2","unknown","echo_WV1018574","inactive","POINT (37.270867 -81.383119)"
"facility","FRIENDS OF CROOKED ROADS AT PO","unknown","echo_VA0092517","inactive","POINT (36.85282 -80.8595)"
"facility","FRIES HYDROELECTRIC PROJECT","fossilpower","echo_VA0092738","active","POINT (36.716676 -80.982592)"
"facility","FRIES WWTP","wwtp","echo_VA0067881","active","POINT (36.711389 -80.973056)"
"facility","FRONT ROYAL STP","wwtp","echo_VAN010010","inactive","POINT (38.935277 -78.186111)"
"facility","FRONT ROYAL STP","wwtp","echo_VA0062812","active","POINT (38.9354 -78.1858)"
"facility","FRONT ROYAL, TOWN OF","municipal","echo_VAL062812","inactive","POINT (37.107212 -81.110882)"
"facility","FWC, INC.","commercial","echo_VAU001560","inactive","POINT (37.22804 -79.18807)"
"facility","FWSA - AGGREGATE NUTRIENT DISCHARGE","unknown","echo_VAN010057","inactive","POINT (39.18415 -78.16241)"
"facility","GAINESBORO ELEMENTARY SCHOOL","municipal","echo_VA0091898","active","POINT (39.29186 -78.27277)"
"facility","GALAX WWTP","wwtp","echo_VA0078484","active","POINT (36.6714 -80.9339)"
"facility","GARBEES TRUCK & TRAILOR REPAIR","unknown","echo_VAU001572","inactive","POINT (37.33014 -79.20847)"
"facility","GARRETT MOON & POOL, INC.","commercial","echo_VAU001727","inactive","POINT (37.07945 -77.99462)"
"facility","GARRISON WOODS","industrial","echo_VAU001735","inactive","POINT (37.107212 -81.110882)"
"facility","GARY NO 6 REFUSE, GARY NO. 6 LOAD-OUT AND STOCKPILE, REAM REFUSE FACILITY","unknown","echo_WV1011995","inactive","POINT (37.107212 -81.110882)"
"facility","GATHERINGS @SHENANDOAH PHASE 1","unknown","echo_VAU001752","inactive","POINT (37.107212 -81.110882)"
"facility","GE MOBILE WATER INCORPORATED","commercial","echo_VA0053554","active","POINT (36.85758 -76.23014)"
"facility","GEM CITY IRON&METAL RECYCLING","unknown","echo_VAR050202","inactive","POINT (37.107212 -81.110882)"
"facility","GEMINI INC.","commercial","echo_VAU001591","inactive","POINT (37.31729 -78.395664)"
"facility","GENERAL DYNAMICS NASSCO-NORFOLK - HARPER FACILITY","unknown","echo_VA0089699","inactive","POINT (36.846037 -76.330445)"
"facility","GENERAL DYNAMICS NASSCO-NORFOLK - LIGON FACILITY","unknown","echo_VA0073091","active","POINT (36.836806 -76.288701)"
"facility","GEORGE MASON UNIVERSITY-MS4","municipal","echo_VAU001851","inactive","POINT (38.83503 -77.31124)"
"facility","GEORGE WASHINGTON BIRTHPLACE NATIONAL MONUMENT","unknown","echo_VA0089982","active","POINT (38.18372 -76.92055)"
"facility","GEORGE'S CHICKEN LLC","commercial","echo_VAN010011","inactive","POINT (38.87751 -78.60877)"
"facility","GEORGE'S CHICKEN LLC","commercial","echo_VA0077402","active","POINT (38.87751 -78.60877)"
"facility","GEORGIA PACIFIC WOOD PRODUCTS - EMPORIA - PLYWOOD","industrial","echo_VA0006483","active","POINT (36.693746 -77.525916)"
"facility","GEORGIA PACIFIC WOOD PRODUCTS LLC - JARRATT","commercial","echo_VA0003255","inactive","POINT (36.818025 -77.481702)"
"facility","GEORGIA PACIFIC WOOD PRODUCTS LLC - SKIPPERS","commercial","echo_VA0059072","active","POINT (36.548859 -77.525171)"
"facility","GET CAPTIVE LLC - ZION CROSSROADS","commercial","echo_VA0088706","active","POINT (37.97409 -78.21628)"
"facility","GILBERT IMPLEMENTS, INC","unknown","echo_VAU000038","inactive","POINT (38.2196 -78.12655)"
"facility","GILBERT SOUTHERN CORP","unknown","echo_VAU410182","inactive","POINT (37.86903 -78.38319)"
"facility","GILES COUNTY PUBLIC SERVICE AU","municipal","echo_VA0089290","inactive","POINT (37.335266 -80.757516)"
"facility","GLAD MANUFACTURING","manufacturing","echo_VAR050222","inactive","POINT (37.59184 -79.03431)"
"facility","GLADSTONE STP","wwtp","echo_VA0061247","active","POINT (37.543889 -78.846389)"
"facility","GLADYS TIMBER PRODUCTS INC","industrial","echo_VA0089478","inactive","POINT (37.15872 -79.06852)"
"facility","GLAIZE COMPONENTS, INC","unknown","echo_VAU001586","inactive","POINT (36.69523 -78.07494)"
"facility","GLEMING-VICO CONSTRUCTION","unknown","echo_VAU001644","inactive","POINT (36.77436 -76.38571)"
"facility","GLEN CREEK WASTEWATER TREATMENT PLANT","wwtp","echo_VA0080837","active","POINT (37.37039 -80.8616)"
"facility","GLENMORE STP","wwtp","echo_VAL086584","inactive","POINT (37.107212 -81.110882)"
"facility","GLENMORE WRRF","unknown","echo_VA0086584","active","POINT (37.978889 -78.382778)"
"facility","GLENRAE II MOBILE HOME PARK ST","municipal","echo_VA0065676","inactive","POINT (37.146944 -81.551944)"
"facility","GLENWOOD MOBILE HOME PARK","municipal","echo_VA0068934","active","POINT (38.227101 -77.497806)"
"facility","GLOUCESTER COUNTY WATER TREATMENT PLANT","wwtp","echo_VA0078778","active","POINT (37.436944 -76.543889)"
"facility","GLOUCESTER LUMBER PRODUCTS INC","industrial","echo_VA0077879","inactive","POINT (37.53553 -76.53293)"
