"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"wkt_geom"	"dh_link_facility_mps"
"transfer"	"TO VA0004421326"	"release"	"vahydro_VA0004421326"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421327"	"release"	"vahydro_VA0004421327"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421328"	"release"	"vahydro_VA0004421328"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421329"	"release"	"vahydro_VA0004421329"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421330"	"release"	"vahydro_VA0004421330"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421331"	"release"	"vahydro_VA0004421331"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421332"	"release"	"vahydro_VA0004421332"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421333"	"release"	"vahydro_VA0004421333"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421334"	"release"	"vahydro_VA0004421334"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421335"	"release"	"vahydro_VA0004421335"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421336"	"release"	"vahydro_VA0004421336"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421337"	"release"	"vahydro_VA0004421337"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421338"	"release"	"vahydro_VA0004421338"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421339"	"release"	"vahydro_VA0004421339"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421340"	"release"	"vahydro_VA0004421340"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421341"	"release"	"vahydro_VA0004421341"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421342"	"release"	"vahydro_VA0004421342"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421343"	"release"	"vahydro_VA0004421343"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421344"	"release"	"vahydro_VA0004421344"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421345"	"release"	"vahydro_VA0004421345"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421400"	"release"	"vahydro_VA0004421400"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421401"	"release"	"vahydro_VA0004421401"	"active"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421402"	"release"	"vahydro_VA0004421402"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421404"	"release"	"vahydro_VA0004421404"	"active"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421407"	"release"	"vahydro_VA0004421407"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421408"	"release"	"vahydro_VA0004421408"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421409"	"release"	"vahydro_VA0004421409"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421410"	"release"	"vahydro_VA0004421410"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421411"	"release"	"vahydro_VA0004421411"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421412"	"release"	"vahydro_VA0004421412"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421413"	"release"	"vahydro_VA0004421413"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421414"	"release"	"vahydro_VA0004421414"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421415"	"release"	"vahydro_VA0004421415"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421416"	"release"	"vahydro_VA0004421416"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421417"	"release"	"vahydro_VA0004421417"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421418"	"release"	"vahydro_VA0004421418"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421419"	"release"	"vahydro_VA0004421419"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421420"	"release"	"vahydro_VA0004421420"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421421"	"release"	"vahydro_VA0004421421"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421422"	"release"	"vahydro_VA0004421422"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421423"	"release"	"vahydro_VA0004421423"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421424"	"release"	"vahydro_VA0004421424"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421425"	"release"	"vahydro_VA0004421425"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421426"	"release"	"vahydro_VA0004421426"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421427"	"release"	"vahydro_VA0004421427"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421600"	"release"	"vahydro_VA0004421600"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421601"	"release"	"vahydro_VA0004421601"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421602"	"release"	"vahydro_VA0004421602"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421603"	"release"	"vahydro_VA0004421603"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421604"	"release"	"vahydro_VA0004421604"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421605"	"release"	"vahydro_VA0004421605"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421606"	"release"	"vahydro_VA0004421606"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421607"	"release"	"vahydro_VA0004421607"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421608"	"release"	"vahydro_VA0004421608"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421609"	"release"	"vahydro_VA0004421609"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421610"	"release"	"vahydro_VA0004421610"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421611"	"release"	"vahydro_VA0004421611"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421612"	"release"	"vahydro_VA0004421612"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421613"	"release"	"vahydro_VA0004421613"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421614"	"release"	"vahydro_VA0004421614"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421615"	"release"	"vahydro_VA0004421615"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421616"	"release"	"vahydro_VA0004421616"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004421617"	"release"	"vahydro_VA0004421617"	"inactive"	"POINT (-76.300278 36.940278)"	"echo_VA0004421"
"transfer"	"TO VA0004448001"	"release"	"vahydro_VA0004448001"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448002"	"release"	"vahydro_VA0004448002"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448003"	"release"	"vahydro_VA0004448003"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448004"	"release"	"vahydro_VA0004448004"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448005"	"release"	"vahydro_VA0004448005"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448006"	"release"	"vahydro_VA0004448006"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448007"	"release"	"vahydro_VA0004448007"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448008"	"release"	"vahydro_VA0004448008"	"inactive"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004448009"	"release"	"vahydro_VA0004448009"	"active"	"POINT (-76.282745 36.805019)"	"echo_VA0004448"
"transfer"	"TO VA0004642001"	"release"	"vahydro_VA0004642001"	"active"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642002"	"release"	"vahydro_VA0004642002"	"active"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642003"	"release"	"vahydro_VA0004642003"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642004"	"release"	"vahydro_VA0004642004"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642005"	"release"	"vahydro_VA0004642005"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642006"	"release"	"vahydro_VA0004642006"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642008"	"release"	"vahydro_VA0004642008"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642009"	"release"	"vahydro_VA0004642009"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642010"	"release"	"vahydro_VA0004642010"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642011"	"release"	"vahydro_VA0004642011"	"inactive"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004642012"	"release"	"vahydro_VA0004642012"	"active"	"POINT (-77.264664 37.301954)"	"echo_VA0004642"
"transfer"	"TO VA0004669001"	"release"	"vahydro_VA0004669001"	"active"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669002"	"release"	"vahydro_VA0004669002"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669003"	"release"	"vahydro_VA0004669003"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669004"	"release"	"vahydro_VA0004669004"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669005"	"release"	"vahydro_VA0004669005"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669006"	"release"	"vahydro_VA0004669006"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669007"	"release"	"vahydro_VA0004669007"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669008"	"release"	"vahydro_VA0004669008"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669009"	"release"	"vahydro_VA0004669009"	"inactive"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669101"	"release"	"vahydro_VA0004669101"	"active"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669102"	"release"	"vahydro_VA0004669102"	"active"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669103"	"release"	"vahydro_VA0004669103"	"active"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004669750"	"release"	"vahydro_VA0004669750"	"active"	"POINT (-77.43415 37.45093)"	"echo_VA0004669"
"transfer"	"TO VA0004677001"	"release"	"vahydro_VA0004677001"	"active"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004677007"	"release"	"vahydro_VA0004677007"	"active"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004677104"	"release"	"vahydro_VA0004677104"	"active"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004677701"	"release"	"vahydro_VA0004677701"	"inactive"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004677902"	"release"	"vahydro_VA0004677902"	"inactive"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004677907"	"release"	"vahydro_VA0004677907"	"inactive"	"POINT (-79.446543 37.636098)"	"echo_VA0004677"
"transfer"	"TO VA0004774001"	"release"	"vahydro_VA0004774001"	"active"	"POINT (-79.050029 37.410554)"	"echo_VA0004774"
"transfer"	"TO VA0004774004"	"release"	"vahydro_VA0004774004"	"active"	"POINT (-79.050029 37.410554)"	"echo_VA0004774"
"transfer"	"TO VA0004791001"	"release"	"vahydro_VA0004791001"	"active"	"POINT (-79.35858 37.74116)"	"echo_VA0004791"
"transfer"	"TO VA0004804001"	"release"	"vahydro_VA0004804001"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804002"	"release"	"vahydro_VA0004804002"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804003"	"release"	"vahydro_VA0004804003"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804004"	"release"	"vahydro_VA0004804004"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804005"	"release"	"vahydro_VA0004804005"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804006"	"release"	"vahydro_VA0004804006"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804007"	"release"	"vahydro_VA0004804007"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804008"	"release"	"vahydro_VA0004804008"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804009"	"release"	"vahydro_VA0004804009"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804010"	"release"	"vahydro_VA0004804010"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804011"	"release"	"vahydro_VA0004804011"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804012"	"release"	"vahydro_VA0004804012"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804013"	"release"	"vahydro_VA0004804013"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804014"	"release"	"vahydro_VA0004804014"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804015"	"release"	"vahydro_VA0004804015"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804016"	"release"	"vahydro_VA0004804016"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804017"	"release"	"vahydro_VA0004804017"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804018"	"release"	"vahydro_VA0004804018"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804019"	"release"	"vahydro_VA0004804019"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804020"	"release"	"vahydro_VA0004804020"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804021"	"release"	"vahydro_VA0004804021"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804022"	"release"	"vahydro_VA0004804022"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804023"	"release"	"vahydro_VA0004804023"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804024"	"release"	"vahydro_VA0004804024"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804025"	"release"	"vahydro_VA0004804025"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804026"	"release"	"vahydro_VA0004804026"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804027"	"release"	"vahydro_VA0004804027"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804028"	"release"	"vahydro_VA0004804028"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804029"	"release"	"vahydro_VA0004804029"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804030"	"release"	"vahydro_VA0004804030"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804031"	"release"	"vahydro_VA0004804031"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804032"	"release"	"vahydro_VA0004804032"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804033"	"release"	"vahydro_VA0004804033"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804034"	"release"	"vahydro_VA0004804034"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804035"	"release"	"vahydro_VA0004804035"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804036"	"release"	"vahydro_VA0004804036"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804037"	"release"	"vahydro_VA0004804037"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804038"	"release"	"vahydro_VA0004804038"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804039"	"release"	"vahydro_VA0004804039"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804040"	"release"	"vahydro_VA0004804040"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804041"	"release"	"vahydro_VA0004804041"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804042"	"release"	"vahydro_VA0004804042"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804043"	"release"	"vahydro_VA0004804043"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804044"	"release"	"vahydro_VA0004804044"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804045"	"release"	"vahydro_VA0004804045"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804047"	"release"	"vahydro_VA0004804047"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804048"	"release"	"vahydro_VA0004804048"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804049"	"release"	"vahydro_VA0004804049"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804050"	"release"	"vahydro_VA0004804050"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804051"	"release"	"vahydro_VA0004804051"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804052"	"release"	"vahydro_VA0004804052"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804053"	"release"	"vahydro_VA0004804053"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804054"	"release"	"vahydro_VA0004804054"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804055"	"release"	"vahydro_VA0004804055"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804056"	"release"	"vahydro_VA0004804056"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804057"	"release"	"vahydro_VA0004804057"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804058"	"release"	"vahydro_VA0004804058"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804059"	"release"	"vahydro_VA0004804059"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804060"	"release"	"vahydro_VA0004804060"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804061"	"release"	"vahydro_VA0004804061"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804062"	"release"	"vahydro_VA0004804062"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804063"	"release"	"vahydro_VA0004804063"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804064"	"release"	"vahydro_VA0004804064"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804065"	"release"	"vahydro_VA0004804065"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804066"	"release"	"vahydro_VA0004804066"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804067"	"release"	"vahydro_VA0004804067"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804068"	"release"	"vahydro_VA0004804068"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804069"	"release"	"vahydro_VA0004804069"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804070"	"release"	"vahydro_VA0004804070"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804071"	"release"	"vahydro_VA0004804071"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804072"	"release"	"vahydro_VA0004804072"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804073"	"release"	"vahydro_VA0004804073"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804074"	"release"	"vahydro_VA0004804074"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804075"	"release"	"vahydro_VA0004804075"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804076"	"release"	"vahydro_VA0004804076"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804077"	"release"	"vahydro_VA0004804077"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804078"	"release"	"vahydro_VA0004804078"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804079"	"release"	"vahydro_VA0004804079"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804080"	"release"	"vahydro_VA0004804080"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804081"	"release"	"vahydro_VA0004804081"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804082"	"release"	"vahydro_VA0004804082"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804083"	"release"	"vahydro_VA0004804083"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804084"	"release"	"vahydro_VA0004804084"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804085"	"release"	"vahydro_VA0004804085"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804086"	"release"	"vahydro_VA0004804086"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804087"	"release"	"vahydro_VA0004804087"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804088"	"release"	"vahydro_VA0004804088"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804090"	"release"	"vahydro_VA0004804090"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804091"	"release"	"vahydro_VA0004804091"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804092"	"release"	"vahydro_VA0004804092"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804093"	"release"	"vahydro_VA0004804093"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804094"	"release"	"vahydro_VA0004804094"	"active"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804095"	"release"	"vahydro_VA0004804095"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804096"	"release"	"vahydro_VA0004804096"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
"transfer"	"TO VA0004804097"	"release"	"vahydro_VA0004804097"	"inactive"	"POINT (-76.432803 36.990641)"	"echo_VA0004804"
